#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.0974 0.000946945 0.000989174 1.31666e-05 0 0 0 0.000220313 1.7227e-06 0 0 0 6204164
62.3658 0.00201789 0.00204231 3.33027e-05 0 0 0 0.00070523 4.93369e-06 0 0 0 1883655
78.5744 0.0123548 0.0125909 0.000115612 0 0 0 0.00358741 1.76201e-05 0 0 0 965776
98.6455 0.0556075 0.0581722 0.000347105 0 0 0 0.014879 5.48444e-05 0 0.026229 0 498314
124.198 0.162856 0.176728 0.000845063 0 1 0 0.043474 0.000143289 0.0101556 0.0900913 0.0101556 244160
156.387 0.350427 0.407035 0.00174165 0 1 0 0.103691 0.000317428 0.0699033 0.146416 0.0699033 119400
196.849 0.541457 0.679275 0.00296234 1 0 1 0.203008 0.000596803 0.184126 0.1754 0.137729 59194
247.737 0.647741 0.867019 0.00459417 1 1 1 0.333282 0.00096315 0.33609 0.168816 0.180697 28726
311.783 0.608705 0.815416 0.00670675 1 1 1 0.46973 0.00137804 0.486227 0.146848 0.183266 13739
392.615 0.506196 0.653961 0.00941595 1 0 1 0.58518 0.00179167 0.60654 0.118711 0.162299 6375
493.086 0.34942 0.433221 0.0127679 0 1 0 0.667371 0.00228156 0.690526 0.0861257 0.134476 2673
618.556 0.259964 0.298913 0.0163961 0 1 0 0.723549 0.00311234 0.742233 0.0747133 0.108343 1104
777.047 0.198433 0.221932 0.0239806 0 1 0 0.762505 0.00453237 0.776304 0.0673393 0.0949538 383
959.625 0.195402 0.229885 0.0534837 0 1 0 0.797324 0.0065166 0.806551 0.049895 0.0739609 87
1189.75 0.217391 0.26087 0.11277 0 1 0 0.812318 0.0109483 0.814425 0.0545717 0.0473552 23
1618.4 0 0 0 0 0 0 0.83316 0.000722051 0.833882 0 0.0014441 2
