#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.73823e+07 0.00164645 0.0016633 5.09397e-05 0 0 0 0.000851975 9.93388e-06 0 0 0 652919
1.57136e+08 0.00399732 0.00402215 0.000129546 0 0 0 0.00167782 2.30624e-05 0 0 0 241662
2.48892e+08 0.0063355 0.00638254 0.000183419 0 0 0 0.0026376 3.38999e-05 0 0 0 191303
3.94432e+08 0.0107501 0.0109216 0.000271204 0 0 0 0.00404967 4.95621e-05 0 0 0 151534
6.24912e+08 0.0160072 0.0162184 0.000371948 0 0 0 0.00595018 6.94193e-05 0 0 0 118384
9.8961e+08 0.0231499 0.0235111 0.00050912 0 0 0 0.00828932 9.47773e-05 0 0 0 91361
1.56938e+09 0.0337845 0.0345568 0.000700119 0 0 0 0.0116373 0.000134763 0 0.0150863 0 71216
2.48892e+09 0.0458664 0.0467707 0.000916004 0 0 0 0.0160899 0.000186967 0 0.0291102 0 55291
3.95083e+09 0.0672308 0.0690521 0.00122829 0 0 0 0.0219232 0.000248169 0 0.0443812 0 45024
6.2677e+09 0.0891404 0.0931403 0.00158761 0 0 0 0.0295572 0.000332597 0 0.0613217 0 36751
9.95478e+09 0.126632 0.133034 0.00200687 0 0 0 0.0406962 0.000435197 0 0.0901686 0 31864
1.57608e+10 0.164497 0.173022 0.00238226 0 1 0 0.0529641 0.000535497 0.00774748 0.112053 0.00774748 28268
2.49832e+10 0.215574 0.231734 0.00293244 0 1 0 0.0706276 0.000675624 0.0157913 0.144558 0.0157913 24567
3.93815e+10 0.25524 0.278333 0.00354981 0 1 0 0.0843759 0.000821164 0.0308376 0.15884 0.0308376 19703
6.17193e+10 0.27786 0.305972 0.00458427 0 1 0 0.0988673 0.001116 0.0464438 0.167005 0.0464438 12877
9.60934e+10 0.283727 0.31272 0.0067842 0 1 0 0.115667 0.00184906 0.0597027 0.191194 0.0597027 5967
1.48902e+11 0.28345 0.302473 0.0125704 0 1 0 0.138545 0.00429759 0.0723981 0.23463 0.0723981 1577
2.2935e+11 0.341584 0.366337 0.0374325 0 1 0 0.200187 0.0146248 0.143617 0.307354 0.143617 202
3.5908e+11 0.111111 0.111111 0.0762216 0 0 0 0.303084 0.0712336 0.209746 0.518895 0.197096 18
