#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.77478e+07 0.0768838 0.000576945 1.33979e+08 962139 0 0 0 0.370708 0.000259928 0.371298 0.112574 0.128982 0.70649 0.000176131 0.713486 0.0693706 0.0835254 0.93616 9.34074e-05 0.945577 0.0219322 0.0350373 213218
1.57656e+08 0.118561 0.00110232 2.44701e+08 2.15959e+06 0 4.93943e+08 0 0.370151 0.000395184 0.370921 0.105437 0.121313 0.691475 0.000278077 0.697269 0.0708875 0.0833042 0.925678 0.000185638 0.939323 0.0244496 0.0416126 86006
2.50612e+08 0.160787 0.00131635 3.60683e+08 2.72582e+06 0 8.29125e+08 0 0.370863 0.000402018 0.37047 0.100712 0.11285 0.681118 0.000299337 0.686193 0.0739693 0.0859529 0.917398 0.000228757 0.935547 0.026636 0.0519753 77873
3.96492e+08 0.190233 0.00146046 4.38741e+08 3.12918e+06 0 1.05478e+09 0 0.373614 0.000402493 0.372803 0.0952414 0.105304 0.67233 0.000312746 0.677132 0.075272 0.0864683 0.909805 0.000258629 0.930928 0.028379 0.0638717 72222
6.26068e+08 0.216056 0.00165572 5.24836e+08 3.7434e+06 0 1.17785e+09 0 0.379252 0.000423228 0.377603 0.0918347 0.0997133 0.664815 0.000339498 0.669163 0.0764254 0.0865817 0.898795 0.00030662 0.923084 0.0317377 0.0821198 61785
9.91133e+08 0.249555 0.00194692 6.43545e+08 4.7161e+06 0 1.42243e+09 0 0.385884 0.000458541 0.382618 0.0900307 0.0924036 0.655219 0.000382141 0.658843 0.0774704 0.0859514 0.884058 0.000379257 0.912355 0.0367609 0.107237 49408
1.5714e+09 0.290537 0.00228403 7.82262e+08 5.83971e+06 3.45522e+08 1.39649e+09 3.45522e+08 0.390368 0.000497241 0.386568 0.0869804 0.0877583 0.645059 0.000427205 0.647663 0.0784274 0.0848219 0.866874 0.000462032 0.898939 0.043034 0.126496 39513
2.49114e+09 0.337192 0.00263733 9.56506e+08 7.35565e+06 4.93943e+08 1.54757e+09 4.93943e+08 0.395761 0.000539267 0.391734 0.0853322 0.0850086 0.631473 0.000476968 0.634151 0.0786523 0.0852877 0.844203 0.00056683 0.879003 0.0535734 0.144952 32133
3.96073e+09 0.383407 0.00296308 1.13718e+09 8.81591e+06 6.74308e+08 1.67224e+09 6.74308e+08 0.399808 0.000581798 0.39591 0.0834197 0.0837105 0.616545 0.000526197 0.6172 0.0806643 0.0826315 0.818094 0.000664935 0.850028 0.0694013 0.152242 26927
6.2733e+09 0.431773 0.00328367 1.36943e+09 1.09184e+07 8.29125e+08 1.97124e+09 8.29125e+08 0.401305 0.000618572 0.39765 0.0839061 0.0829529 0.595186 0.000583301 0.595639 0.0826104 0.0832692 0.786396 0.000784518 0.810574 0.0920133 0.15415 22755
9.96475e+09 0.486807 0.00357091 1.66171e+09 1.33156e+07 1.05478e+09 2.26959e+09 1.05478e+09 0.397686 0.000656163 0.395078 0.0811906 0.0826179 0.57022 0.000648099 0.570516 0.0833737 0.084812 0.748624 0.000907215 0.765145 0.114627 0.152159 19593
1.57424e+10 0.553804 0.00377706 2.02111e+09 1.58923e+07 1.28911e+09 2.72124e+09 1.28911e+09 0.387246 0.000674443 0.386088 0.0776546 0.0839067 0.53938 0.000702894 0.53963 0.0844575 0.0860957 0.706644 0.00102239 0.712875 0.139993 0.147037 17322
