#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.61667 - 2.78333
#HM    Stats: 2.564710e+13 (median) + 1.613230e+13  / - 9.617700e+12
#SM    Stats: 1.361840e+11 (median) + 1.112810e+11  / - 7.140970e+10
#ObsSM Stats: 1.388710e+11 (median) + 1.166010e+11  / - 7.561390e+10
#VMP   Stats: 4.677900e+02 (median) + 7.216000e+01  / - 4.094000e+01
#ICL   Stats: 2.219580e+10 (median) + 5.076860e+10  / - 1.887085e+10
#SSFR  Stats: 9.037399e-13 (median) + 2.417439e-12  / - 5.857616e-13
sfh 0.055623 0 0 0 #avg: 1.79276e-07; avg_err: 1.60977e-07; sd: 5.46373e-06; counts: 1153
sfh 0.060123 0 0 0 #avg: 0.00205946; avg_err: 0.000544919; sd: 0.0184952; counts: 1153
sfh 0.062373 0 0 0 #avg: 0.012286; avg_err: 0.00173322; sd: 0.0588273; counts: 1153
sfh 0.064623 0 0.0183935 0 #avg: 0.0347899; avg_err: 0.00381249; sd: 0.1294; counts: 1153
sfh 0.066873 0 0.100465 0 #avg: 0.0854849; avg_err: 0.00778328; sd: 0.264173; counts: 1153
sfh 0.069123 0 0.266107 0 #avg: 0.169365; avg_err: 0.0128626; sd: 0.436569; counts: 1153
sfh 0.071373 0.0111283 0.506451 0.0111283 #avg: 0.303482; avg_err: 0.0222326; sd: 0.7546; counts: 1153
sfh 0.073623 0.048114 0.728724 0.048114 #avg: 0.430643; avg_err: 0.0282234; sd: 0.957934; counts: 1153
sfh 0.075873 0.128695 0.887125 0.128695 #avg: 0.549819; avg_err: 0.0322748; sd: 1.09544; counts: 1153
sfh 0.078123 0.207638 1.14313 0.205367 #avg: 0.7757; avg_err: 0.0516034; sd: 1.75148; counts: 1153
sfh 0.080373 0.322295 1.30602 0.305789 #avg: 0.935593; avg_err: 0.0521081; sd: 1.76861; counts: 1153
sfh 0.082623 0.466185 1.51411 0.423395 #avg: 1.1215; avg_err: 0.0571479; sd: 1.93966; counts: 1153
sfh 0.085998 0.749729 1.86922 0.636726 #avg: 1.57237; avg_err: 0.0730592; sd: 2.47971; counts: 1153
sfh 0.089373 0.990121 2.51258 0.776895 #avg: 2.07257; avg_err: 0.0946946; sd: 3.21404; counts: 1153
sfh 0.092748 1.35833 3.22593 1.03707 #avg: 2.74672; avg_err: 0.141017; sd: 4.78627; counts: 1153
sfh 0.096123 1.79501 3.90807 1.33595 #avg: 3.37491; avg_err: 0.146804; sd: 4.98269; counts: 1153
sfh 0.099498 2.28817 4.54456 1.69913 #avg: 4.09531; avg_err: 0.179564; sd: 6.09459; counts: 1153
sfh 0.102873 2.74786 5.45454 2.0204 #avg: 4.94508; avg_err: 0.220808; sd: 7.49448; counts: 1153
sfh 0.106248 3.36322 5.79188 2.43947 #avg: 5.83103; avg_err: 0.278117; sd: 9.4396; counts: 1153
sfh 0.109623 3.96346 6.52084 2.81085 #avg: 6.90489; avg_err: 0.339718; sd: 11.5304; counts: 1153
sfh 0.112998 4.5137 7.3563 3.1239 #avg: 8.03607; avg_err: 0.403217; sd: 13.6856; counts: 1153
sfh 0.116373 5.17536 8.82894 3.63768 #avg: 9.02582; avg_err: 0.435683; sd: 14.7876; counts: 1153
sfh 0.119748 5.77167 9.73163 3.99921 #avg: 9.89897; avg_err: 0.437374; sd: 14.845; counts: 1153
sfh 0.123123 6.50345 11.549 4.47793 #avg: 11.4049; avg_err: 0.506376; sd: 17.187; counts: 1153
sfh 0.126498 7.43831 13.4725 5.27139 #avg: 12.774; avg_err: 0.5614; sd: 19.0545; counts: 1153
sfh 0.129873 8.0732 13.9934 5.59827 #avg: 14.276; avg_err: 0.616998; sd: 20.9416; counts: 1153
sfh 0.133248 9.04459 15.8246 6.36526 #avg: 15.7314; avg_err: 0.677437; sd: 22.993; counts: 1153
sfh 0.136623 9.88909 17.8783 6.86212 #avg: 17.6535; avg_err: 0.762025; sd: 25.864; counts: 1153
sfh 0.141685 10.9081 20.8498 7.51944 #avg: 19.6797; avg_err: 0.828193; sd: 28.1098; counts: 1153
sfh 0.146748 12.5146 25.6419 8.61008 #avg: 22.9941; avg_err: 1.00833; sd: 34.2238; counts: 1153
sfh 0.15181 14.4033 28.5322 10.3166 #avg: 25.6466; avg_err: 1.09904; sd: 37.3025; counts: 1153
sfh 0.156873 15.4242 36.64 10.7275 #avg: 30.5102; avg_err: 1.32848; sd: 45.0902; counts: 1153
sfh 0.161935 17.627 38.8577 12.5138 #avg: 33.6003; avg_err: 1.44948; sd: 49.1968; counts: 1153
sfh 0.166998 20.0595 40.4523 14.3729 #avg: 37.269; avg_err: 1.64079; sd: 55.6903; counts: 1153
sfh 0.17206 22.1724 45.1475 15.9952 #avg: 41.9118; avg_err: 1.82737; sd: 62.023; counts: 1153
sfh 0.177123 24.7463 55.774 17.9983 #avg: 46.8108; avg_err: 2.02259; sd: 68.6489; counts: 1153
sfh 0.182185 27.2563 55.8436 19.7707 #avg: 50.9131; avg_err: 2.21668; sd: 75.2366; counts: 1153
sfh 0.187248 28.7706 59.3688 20.905 #avg: 52.6823; avg_err: 2.15685; sd: 73.2058; counts: 1153
sfh 0.19231 31.7114 64.7229 23.4282 #avg: 56.6863; avg_err: 2.33421; sd: 79.2259; counts: 1153
sfh 0.197373 33.0181 74.1499 24.2587 #avg: 60.5667; avg_err: 2.42231; sd: 82.2159; counts: 1153
sfh 0.202435 35.3982 83.5248 26.2099 #avg: 63.9922; avg_err: 2.39943; sd: 81.4393; counts: 1153
sfh 0.207498 37.7059 81.5101 27.5409 #avg: 66.677; avg_err: 2.44745; sd: 83.0692; counts: 1153
sfh 0.21256 40.6813 90.6777 30.0024 #avg: 71.2799; avg_err: 2.7075; sd: 91.8955; counts: 1153
sfh 0.217623 43.7981 96.2849 32.7813 #avg: 76.7403; avg_err: 3.02448; sd: 102.654; counts: 1153
sfh 0.222685 47.0073 106.17 35.5797 #avg: 81.5592; avg_err: 2.94913; sd: 100.097; counts: 1153
