#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.69062e+07 0.0413363 0.0453319 0.000246523 0 0 0 0.00470427 2.10813e-05 0 0 0 852204
1.57092e+08 0.0648862 0.0733505 0.00053417 0 0 0 0.0075848 4.82742e-05 0 0.00874041 0 303747
2.49166e+08 0.0928869 0.107539 0.000723474 0 0 0 0.0111433 6.71174e-05 0 0.0172708 0 245223
3.94787e+08 0.121709 0.142795 0.00091765 0 0 0 0.014781 8.73162e-05 0 0.0261819 0 200938
6.25425e+08 0.15258 0.182705 0.00116444 0 0 0 0.018866 0.000111703 0 0.0360448 0 160395
9.90366e+08 0.185997 0.227381 0.00147433 0 1 0 0.0233715 0.000142756 0 0.0469536 0 124588
1.57015e+09 0.225857 0.281571 0.00184404 0 1 0 0.0295594 0.000185416 0 0.0629501 0 97876
2.48881e+09 0.275608 0.352789 0.00230908 0 1 0 0.0369048 0.000233594 0.00636966 0.0749703 0.00636966 77066
3.95049e+09 0.328433 0.428957 0.00279989 0 1 0 0.0456662 0.000292879 0.00949189 0.0919742 0.00949189 61836
6.25567e+09 0.387383 0.526746 0.00341983 0 1 0 0.0569183 0.000370389 0.0189333 0.104327 0.0189333 50250
9.92689e+09 0.457268 0.641388 0.0040761 0 1 0 0.0715806 0.000461353 0.0348802 0.118102 0.0348802 41234
1.56947e+10 0.527636 0.769689 0.00482297 1 1 1 0.0892625 0.000572356 0.051268 0.137092 0.051268 33724
2.48612e+10 0.605816 0.922009 0.00573651 1 1 1 0.111977 0.00071774 0.074764 0.152952 0.0684887 26721
3.92514e+10 0.671676 1.06291 0.00700359 1 1 1 0.137273 0.000923376 0.103409 0.16514 0.090993 19362
6.16191e+10 0.724608 1.15439 0.00880048 1 1 1 0.166439 0.00125351 0.13828 0.17205 0.112632 12041
9.64109e+10 0.773042 1.24809 0.0128709 1 1 1 0.195587 0.00191007 0.172843 0.172952 0.125061 5490
1.52211e+11 0.781798 1.19353 0.0206701 1 1 1 0.227957 0.003416 0.210816 0.181008 0.14097 1824
2.39264e+11 0.736842 1.10931 0.0415325 1 1 1 0.258387 0.00571858 0.269667 0.115577 0.1461 494
3.83601e+11 0.704918 0.991803 0.077643 1 1 1 0.275357 0.0100555 0.277722 0.0936165 0.112119 122
6.06001e+11 0.423077 0.5 0.127098 0 1 0 0.287958 0.0174066 0.298369 0.0556861 0.0748648 26
9.54969e+11 0.5 0.666667 0.333333 1 1 1 0.25649 0.0342428 0.26357 0.137152 0.0975377 6
