#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.1363 0.000382051 0.000387812 8.10605e-06 0 0 0 0.000113911 1.42583e-06 0 0 0 6075111
61.9824 9.60586e-05 9.60586e-05 7.13964e-06 0 0 0 6.11429e-05 1.38635e-06 0 0 0 1884266
78.3061 0.000369278 0.000369278 2.11063e-05 0 0 0 0.000244419 4.04313e-06 0 0 0 828644
98.5944 0.00330698 0.00331469 9.23503e-05 0 0 0 0.00146193 1.54697e-05 0 0 0 389177
124.107 0.0180136 0.018219 0.000314425 0 0 0 0.006385 5.21273e-05 0 0 0 185082
155.994 0.0677758 0.0692178 0.000895655 0 0 0 0.0208243 0.000153108 0 0.0449288 0 83909
195.889 0.167218 0.173511 0.00212933 0 1 0 0.0507082 0.00039111 0.0149221 0.102995 0.0149221 34482
245.677 0.273412 0.289331 0.00449059 0 1 0 0.0951133 0.000937524 0.0603653 0.140364 0.0603653 11810
308.326 0.314712 0.331383 0.00863592 0 1 0 0.135069 0.00207551 0.106258 0.156994 0.0925228 3419
387.539 0.288421 0.302105 0.0159131 0 1 0 0.15752 0.00416446 0.131897 0.154491 0.11015 950
488.47 0.243802 0.252066 0.0291695 0 1 0 0.168772 0.00776495 0.150882 0.137133 0.101347 242
613.376 0.208333 0.208333 0.0481972 0 1 0 0.197043 0.013682 0.19534 0.134786 0.128963 72
785.619 0.230769 0.269231 0.104627 0 1 0 0.150403 0.0197858 0.151797 0.0650968 0.101232 26
956.307 0.25 0.25 0.25 0 1 0 0.123065 0.0452626 0.129228 0.111463 0.107102 4
