#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.77262e+07 0.0769799 0.000577954 1.35078e+08 966423 0 0 0 0.370295 0.000260378 0.370827 0.112743 0.128785 0.706059 0.000175612 0.712853 0.0691816 0.082797 0.935979 9.38997e-05 0.945426 0.0219795 0.0349633 212718
1.57674e+08 0.1195 0.00111323 2.47374e+08 2.19962e+06 0 4.94123e+08 0 0.370354 0.000396674 0.37071 0.105262 0.119864 0.690826 0.000280584 0.696436 0.0714065 0.0836496 0.925182 0.000188385 0.939002 0.0245507 0.0421281 84904
2.5054e+08 0.163158 0.00132465 3.64322e+08 2.73149e+06 0 8.31239e+08 0 0.37062 0.000401598 0.370456 0.100131 0.113041 0.680943 0.000300042 0.68609 0.0739667 0.0860826 0.917147 0.000229489 0.935209 0.0270005 0.0519792 77814
3.96062e+08 0.191518 0.00146231 4.40953e+08 3.117e+06 0 1.05478e+09 0 0.373866 0.000403049 0.372803 0.0959595 0.105265 0.672275 0.000311507 0.676822 0.0753468 0.0858662 0.909793 0.000257715 0.931021 0.0282543 0.0641562 72411
6.26201e+08 0.216594 0.00166002 5.29808e+08 3.76786e+06 0 1.18919e+09 0 0.380154 0.000422191 0.378437 0.0915763 0.0990864 0.664305 0.000340671 0.668645 0.0765105 0.0868077 0.898206 0.000308306 0.922706 0.0318373 0.0829124 61576
9.91263e+08 0.253421 0.00196586 6.52115e+08 4.76761e+06 0 1.46964e+09 0 0.385648 0.000459091 0.382463 0.0895045 0.0923773 0.654834 0.000383516 0.658234 0.0781698 0.0856205 0.883443 0.000381643 0.911856 0.0369832 0.10762 48958
1.57273e+09 0.291995 0.00229543 7.88318e+08 5.89306e+06 3.48018e+08 1.39399e+09 3.48018e+08 0.390698 0.000498195 0.387042 0.0872238 0.0877678 0.644192 0.000429325 0.647255 0.0780178 0.0852678 0.866192 0.000465273 0.898309 0.0431212 0.126678 39237
2.49288e+09 0.336986 0.00264849 9.53183e+08 7.32556e+06 4.93943e+08 1.51733e+09 4.93943e+08 0.396283 0.000544483 0.392113 0.0848204 0.0852094 0.631452 0.000477809 0.633819 0.0781974 0.0850171 0.843524 0.000566492 0.877957 0.0538319 0.143081 31853
3.95961e+09 0.382835 0.00298427 1.15361e+09 8.9669e+06 6.89768e+08 1.75432e+09 6.89768e+08 0.399975 0.000579178 0.395909 0.084181 0.0830343 0.615977 0.000525671 0.61676 0.0802075 0.0821068 0.816622 0.000672201 0.848472 0.0704187 0.15284 26531
6.26438e+09 0.436559 0.00329601 1.37106e+09 1.09478e+07 8.29125e+08 1.97124e+09 8.29125e+08 0.401398 0.000618409 0.398006 0.0827832 0.0830432 0.594657 0.000584184 0.595823 0.0816792 0.0838678 0.785637 0.000784597 0.809838 0.0913706 0.153483 22643
9.96227e+09 0.488218 0.00356998 1.66396e+09 1.32523e+07 1.05478e+09 2.22736e+09 1.05478e+09 0.397909 0.000656634 0.395238 0.0812023 0.0833686 0.569552 0.000643383 0.569112 0.0828018 0.0835504 0.747947 0.000898973 0.76301 0.115371 0.148694 19606
1.5749e+10 0.558006 0.00378815 2.04479e+09 1.60861e+07 1.36408e+09 2.64628e+09 1.36408e+09 0.387166 0.000679972 0.385935 0.0783673 0.0833561 0.537834 0.00070268 0.537795 0.0843527 0.0851973 0.704365 0.00102543 0.70995 0.140863 0.147584 17188
2.49286e+10 0.629108 0.00395605 2.52606e+09 1.95441e+07 1.74201e+09 3.25639e+09 1.26773e+09 0.369013 0.000707358 0.368978 0.0772628 0.0841962 0.500498 0.000766593 0.499838 0.0865946 0.0868209 0.655195 0.00115817 0.652689 0.161663 0.144544 14910
3.94524e+10 0.707494 0.00415832 3.12706e+09 2.43985e+07 2.32608e+09 3.65036e+09 1.72085e+09 0.345748 0.000743315 0.345981 0.0742149 0.0789281 0.462604 0.000875458 0.459424 0.0883967 0.0851178 0.607548 0.0013338 0.595656 0.177113 0.136002 11969
6.18693e+10 0.762343 0.00465418 3.83544e+09 3.27629e+07 3.1599e+09 4.06676e+09 2.33078e+09 0.323383 0.000826526 0.324528 0.0708393 0.0783102 0.430886 0.00108127 0.424089 0.0925268 0.0842364 0.569885 0.00165264 0.55365 0.184635 0.136811 8365
9.71453e+10 0.841266 0.0055962 4.70388e+09 4.93668e+07 4.13302e+09 4.40715e+09 2.96477e+09 0.300824 0.00108579 0.300429 0.0655529 0.071451 0.407826 0.00167394 0.393421 0.0995088 0.0809022 0.549184 0.00240337 0.52894 0.191379 0.135721 4265
1.51479e+11 0.895413 0.0075705 6.00033e+09 8.6766e+07 5.89302e+09 4.28794e+09 4.035e+09 0.283841 0.00180733 0.278407 0.0705274 0.0634481 0.419567 0.00350144 0.384417 0.171427 0.0861251 0.569788 0.00430906 0.558998 0.198377 0.176637 1635
