#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
47.5337 0.0877381 0.0919943 0.00136705 0 0 0 0.0469264 0.000222205 0.0314872 0.0540463 0.0259185 49340
63.2761 0.151197 0.165911 0.00180386 0 0 0 0.0593468 0.000255528 0.0404593 0.0688051 0.027651 52058
80.1037 0.254649 0.295598 0.00214686 0 1 0 0.0892141 0.000316381 0.0662938 0.0953918 0.0453842 64422
99.8133 0.382043 0.477042 0.00257381 0 1 0 0.128381 0.000388809 0.105116 0.123712 0.0751203 69822
125.198 0.513002 0.69877 0.00337683 1 0 1 0.177655 0.000518207 0.156287 0.14693 0.101931 57222
157.412 0.63626 0.949897 0.00446587 1 1 1 0.241747 0.000701174 0.224978 0.167881 0.13183 41395
197.885 0.696765 1.08106 0.00566298 1 1 1 0.312319 0.000948801 0.302475 0.181201 0.160733 27942
248.64 0.658774 1.0121 0.00723291 1 1 1 0.365463 0.00127844 0.357701 0.188018 0.168868 17021
312.561 0.592647 0.855546 0.00899358 1 1 1 0.39317 0.0017249 0.381356 0.195235 0.162579 9574
393.133 0.501004 0.660506 0.0109456 1 0 1 0.395825 0.00234166 0.376124 0.19267 0.143038 4978
493.382 0.434402 0.551437 0.0146569 0 1 0 0.379346 0.00309546 0.35959 0.162379 0.123707 2401
619.153 0.377127 0.448015 0.0194174 0 1 0 0.36151 0.00419264 0.343205 0.135968 0.107672 1058
779.116 0.32304 0.365796 0.0279029 0 1 0 0.338376 0.00651362 0.313773 0.131342 0.0892038 421
971.935 0.321918 0.356164 0.0453191 0 1 0 0.29092 0.00849259 0.288395 0.0799398 0.0985146 146
1214.32 0.324324 0.405405 0.105832 0 1 0 0.243515 0.010785 0.235507 0.0870031 0.0542209 37
1622.9 0.5 0.5 0.5 1 0 1 0.185957 0.0476621 0.233619 0 0.0953243 2
