#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.87901e+07 4.92255e+08 4.13464e+07 4.66483e+08 1.42875e+08 8.35994e+07 4.73258e+08 4.78249e+07 4.66944e+08 2.07841e+08 1.06779e+08 9
1.8108e+08 4.07081e+08 2.45406e+07 3.82884e+08 9.1161e+07 4.16057e+07 4.88294e+08 3.36961e+07 4.66944e+08 6.97716e+07 1.06779e+08 11
2.53708e+08 3.91806e+08 2.12199e+07 3.82884e+08 7.97163e+07 5.24043e+07 5.95342e+08 4.65151e+07 6.06006e+08 2.04782e+08 2.45841e+08 22
4.0563e+08 4.49294e+08 2.08956e+07 4.50623e+08 8.02408e+07 1.09345e+08 5.87474e+08 4.40771e+07 5.36715e+08 2.74073e+08 1.7655e+08 19
6.56191e+08 4.76238e+08 2.68688e+07 4.5052e+08 1.44129e+08 1.14545e+08 5.38615e+08 3.43567e+07 4.66944e+08 2.76105e+08 1.06779e+08 37
1.04232e+09 4.4513e+08 2.6197e+07 3.82884e+08 1.4798e+08 4.42358e+07 5.96496e+08 3.06128e+07 6.06006e+08 2.04782e+08 2.45841e+08 53
1.60432e+09 4.28545e+08 1.5214e+07 4.04754e+08 1.2611e+08 6.87787e+07 5.81803e+08 2.53519e+07 5.36715e+08 2.74073e+08 1.7655e+08 60
2.56011e+09 4.96805e+08 2.15198e+07 4.50623e+08 2.63436e+08 1.11975e+08 6.28556e+08 2.98229e+07 6.06006e+08 2.04782e+08 2.45841e+08 70
3.89048e+09 4.98993e+08 2.03117e+07 4.50623e+08 1.99972e+08 1.09345e+08 6.13579e+08 3.11196e+07 5.36715e+08 4.07939e+08 1.7655e+08 77
6.45487e+09 5.13653e+08 2.05685e+07 4.626e+08 2.53536e+08 1.23952e+08 6.15994e+08 2.71516e+07 6.06006e+08 2.04782e+08 2.45841e+08 75
1.02318e+10 5.51675e+08 2.50471e+07 4.7771e+08 3.80749e+08 1.39062e+08 6.23597e+08 2.52768e+07 6.06006e+08 2.04782e+08 1.39062e+08 73
1.55927e+10 5.00221e+08 1.86673e+07 4.50623e+08 2.23701e+08 1.09345e+08 6.41484e+08 3.18194e+07 5.36715e+08 4.07939e+08 1.7655e+08 77
2.51159e+10 5.31055e+08 2.37965e+07 4.74045e+08 2.42092e+08 1.35397e+08 6.67201e+08 3.11498e+07 6.06006e+08 2.71987e+08 2.45841e+08 73
3.87357e+10 5.04466e+08 2.1353e+07 4.66483e+08 1.42875e+08 1.25205e+08 7.32368e+08 3.87631e+07 6.74785e+08 4.01517e+08 2.07841e+08 61
6.13776e+10 5.43503e+08 2.86588e+07 5.21825e+08 2.59278e+08 1.80546e+08 7.20387e+08 3.81809e+07 6.06006e+08 4.04754e+08 1.39062e+08 45
9.37406e+10 5.55545e+08 6.73923e+07 4.66638e+08 3.14465e+08 1.08216e+08 7.25045e+08 8.78397e+07 6.74785e+08 2.69869e+08 3.1462e+08 16
1.37886e+11 4.8622e+08 8.1381e+07 3.41278e+08 5.09824e+08 2.85245e+07 9.17364e+08 1.01834e+08 1.01076e+09 1.94889e+08 4.04754e+08 9
2.64006e+11 4.5077e+08 1.17517e+08 5.68287e+08 0 2.35034e+08 8.76905e+08 1.33856e+08 1.01076e+09 0 2.67711e+08 2
