#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.4478e+07 0.0816617 0.0843469 0.0036124 0 0 0 0.0736766 0.00101646 0.0488158 0.0851542 0.0333126 6331
1.59644e+08 0.094132 0.0988183 0.0044879 0 0 0 0.0781726 0.0011098 0.057141 0.0858005 0.0414812 4908
2.51552e+08 0.113544 0.120223 0.00470898 0 0 0 0.0855928 0.00110235 0.0589149 0.10236 0.0431833 5390
3.98074e+08 0.140218 0.150406 0.00506445 0 0 0 0.0966623 0.00115294 0.0693703 0.112157 0.0535168 5791
6.29464e+08 0.162198 0.171749 0.00520549 0 1 0 0.109068 0.00124432 0.0812499 0.118186 0.0556652 5968
1.00019e+09 0.182075 0.199202 0.00569623 0 1 0 0.118928 0.00134089 0.0887993 0.130704 0.0631884 6014
1.58296e+09 0.222334 0.243493 0.00620456 0 1 0 0.134034 0.00144994 0.107119 0.133206 0.0804794 5955
2.51498e+09 0.250379 0.283527 0.00677992 0 1 0 0.151551 0.00159081 0.120478 0.154617 0.0845268 5943
3.98685e+09 0.280778 0.316498 0.00693895 0 1 0 0.168302 0.00170455 0.137271 0.161196 0.091933 6019
6.31035e+09 0.334961 0.388672 0.00755075 0 1 0 0.193772 0.00184189 0.164878 0.174293 0.117268 6144
1.00381e+10 0.351102 0.41365 0.00761734 0 1 0 0.219826 0.00195814 0.18878 0.195707 0.130569 6491
1.58895e+10 0.380436 0.454125 0.00767296 0 1 0 0.242838 0.00195453 0.216868 0.200161 0.140636 6921
2.50795e+10 0.395476 0.469795 0.00758043 0 1 0 0.268277 0.0020069 0.245472 0.203108 0.157436 7118
3.96935e+10 0.400724 0.474049 0.00784397 0 1 0 0.293869 0.00208133 0.27903 0.198172 0.16945 6628
6.21048e+10 0.378368 0.446117 0.00880532 0 1 0 0.313175 0.00239552 0.300034 0.193088 0.169587 5048
9.70398e+10 0.361544 0.413338 0.010889 0 1 0 0.333568 0.0030156 0.327594 0.178216 0.171081 2954
1.51068e+11 0.293651 0.335097 0.0165205 0 1 0 0.339248 0.00481906 0.329544 0.195433 0.161303 1134
2.35722e+11 0.323843 0.377224 0.034933 0 1 0 0.361238 0.00844932 0.365917 0.141748 0.158097 281
3.77466e+11 0.245283 0.283019 0.0731688 0 1 0 0.320691 0.0165952 0.311442 0.134774 0.116362 53
5.24263e+11 0.2 0.2 0.2 0 1 0 0.284114 0.0565263 0.255337 0.178498 0.12114 5
