#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.53498e+09 0 0 0 0 0 0 0.0100653 0.00742227 0 0 0 61
1.52689e+10 0 0 0 0 0 0 0.00553289 0.00368898 0 0.0273089 0 10
2.30798e+10 0 0 0 0 0 0 0.00609649 0.00609649 0 0.0304824 0 5
4.21548e+10 0 0 0 0 0 0 0.0126561 0.00732723 0.0239798 0.00266494 0.0239798 4
6.01618e+10 0 0 0 0 0 0 0.0467499 0.0467499 0.0467499 0 0 1
9.70018e+10 0 0 0 0 0 0 0.0374357 0.00599362 0.0273089 0.0521512 0.0030083 18
1.65014e+11 0 0 0 0 0 0 0.0418319 0.00564099 0.0266447 0.0472548 0.00234406 49
2.56519e+11 0 0 0 0 0 0 0.056015 0.00555094 0.0287824 0.0594948 0.00379843 76
4.06302e+11 0 0 0 0 0 0 0.0595385 0.00400659 0.0296012 0.0827618 0.00530058 169
6.42837e+11 0 0 0 0 0 0 0.0631231 0.0037398 0.02802 0.088921 0.00434816 212
9.80938e+11 0 0 0 0 0 0 0.0743074 0.00389152 0.0680542 0.0576278 0.0440744 265
1.59126e+12 0 0 0 0 0 0 0.0767303 0.00392754 0.0688353 0.0660734 0.0451635 259
2.48708e+12 0 0 0 0 0 0 0.10247 0.00567932 0.0745074 0.123527 0.0505277 216
3.86897e+12 0 0 0 0 0 0 0.127748 0.00875692 0.11144 0.126427 0.0864564 112
6.32821e+12 0 0 0 0 0 0 0.193478 0.0127357 0.199799 0.092236 0.128286 66
9.54518e+12 0 0 0 0 0 0 0.17551 0.0185803 0.155089 0.130996 0.0862224 22
1.52217e+13 0 0 0 0 0 0 0.324781 0.0856132 0.403098 0.0511906 0.329631 4
