#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7559 7.46405e-06 7.46405e-06 9.40379e-07 0 0 0 1.95042e-05 4.6224e-07 0 0 0 8440457
62.4684 3.97395e-06 3.97395e-06 1.10217e-06 0 0 0 9.80393e-06 4.98628e-07 0 0 0 3271307
78.5013 0 0 0 0 0 0 1.22144e-05 6.34473e-07 0 0 0 1605405
98.4925 9.15388e-06 9.15388e-06 3.45983e-06 0 0 0 0.000123279 3.03944e-06 0 0 0 764703
123.988 0.000199468 0.000199468 2.40107e-05 0 0 0 0.000921829 1.38563e-05 0 0 0 345921
155.89 0.0016831 0.0016831 0.000105727 0 0 0 0.00436165 5.02509e-05 0 0 0 150318
195.759 0.00779786 0.00779786 0.000359821 0 0 0 0.0139296 0.000155153 0 0.0247261 0 59760
245.433 0.0229175 0.0229175 0.00105625 0 0 0 0.0322303 0.00043026 0 0.0738201 0 20072
307.358 0.0423552 0.0423552 0.00277586 0 0 0 0.0546651 0.00110446 0.0228036 0.109716 0.0228036 5265
385.28 0.0555556 0.0555556 0.00728373 0 0 0 0.0806698 0.00306306 0.0473375 0.136817 0.0473375 990
484.594 0.0764331 0.0764331 0.0212722 0 0 0 0.0992335 0.00775246 0.0710666 0.130867 0.0710666 157
622.177 0.0588235 0.0588235 0.0588235 0 0 0 0.0948971 0.0240917 0.0941287 0.0460581 0.0941287 17
784.779 0 0 0 0 0 0 0.08331 0.08331 0.16662 0 0.16662 2
