#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.08138e+07 8.20185e+08 4.894e+06 6.09032e+08 6.7312e+08 2.5389e+08 2.08898e+09 1.22357e+07 1.73334e+09 1.78917e+09 1.01638e+09 14039
1.60034e+08 9.20487e+08 7.42012e+06 6.9722e+08 7.69094e+08 3.37679e+08 2.1815e+09 1.63646e+07 1.74201e+09 2.02384e+09 1.02505e+09 8684
2.53172e+08 9.7288e+08 6.93158e+06 7.20099e+08 8.46169e+08 3.5652e+08 2.27933e+09 1.51002e+07 1.85802e+09 2.02994e+09 1.02889e+09 11031
3.98375e+08 1.00384e+09 6.96326e+06 7.35125e+08 8.91294e+08 3.67948e+08 2.37338e+09 1.51753e+07 1.85802e+09 2.27501e+09 1.02889e+09 12167
6.28107e+08 1.04717e+09 7.52924e+06 7.91761e+08 9.29089e+08 4.23762e+08 2.40752e+09 1.57361e+07 1.97444e+09 2.15859e+09 1.14531e+09 11721
9.94431e+08 1.09261e+09 8.26406e+06 8.1198e+08 1.01825e+09 4.40399e+08 2.47882e+09 1.73059e+07 1.97444e+09 2.40471e+09 1.14531e+09 10628
1.57622e+09 1.14237e+09 9.43112e+06 8.29125e+08 1.06095e+09 4.57544e+08 2.583e+09 1.89615e+07 2.09125e+09 2.41132e+09 1.26213e+09 9447
2.49758e+09 1.19309e+09 1.07612e+07 8.50454e+08 1.12078e+09 4.39961e+08 2.6238e+09 2.07446e+07 2.09125e+09 2.53496e+09 1.26213e+09 8398
3.95898e+09 1.24694e+09 1.18726e+07 9.0946e+08 1.21091e+09 4.94599e+08 2.67285e+09 2.27768e+07 2.09125e+09 2.65883e+09 1.26213e+09 7448
6.26695e+09 1.3171e+09 1.37066e+07 9.41735e+08 1.3058e+09 4.90444e+08 2.6592e+09 2.42849e+07 2.09125e+09 2.65883e+09 1.26213e+09 6599
9.99441e+09 1.42119e+09 1.66477e+07 9.82191e+08 1.44373e+09 5.25725e+08 2.73257e+09 2.74308e+07 2.09125e+09 2.7829e+09 1.27358e+09 5654
1.5693e+10 1.55548e+09 1.95661e+07 1.05481e+09 1.74555e+09 5.93275e+08 2.70147e+09 2.98902e+07 2.06239e+09 2.936e+09 1.34543e+09 4920
2.47872e+10 1.67256e+09 2.36984e+07 1.14952e+09 1.88927e+09 6.73636e+08 2.67598e+09 3.37863e+07 1.97444e+09 2.89971e+09 1.25748e+09 3949
3.9238e+10 1.81891e+09 3.17931e+07 1.21e+09 2.11438e+09 7.22157e+08 2.56291e+09 3.94053e+07 1.85802e+09 2.6777e+09 1.14106e+09 2692
6.13428e+10 2.11994e+09 4.75275e+07 1.39649e+09 2.53736e+09 8.3565e+08 2.56206e+09 5.38137e+07 1.84551e+09 2.90458e+09 1.12855e+09 1622
9.47346e+10 2.46192e+09 8.51811e+07 1.67459e+09 3.07227e+09 1.07028e+09 2.34958e+09 8.20556e+07 1.62642e+09 2.65956e+09 1.02119e+09 618
1.47827e+11 3.0247e+09 1.9255e+08 2.13278e+09 4.27625e+09 1.52846e+09 2.15788e+09 1.31745e+08 1.60323e+09 2.16261e+09 9.97999e+08 178
2.37943e+11 3.88342e+09 5.69903e+08 2.44409e+09 5.21549e+09 1.61496e+09 1.99455e+09 3.09728e+08 1.06184e+09 3.10518e+09 5.67898e+08 35
3.49457e+11 3.31955e+09 1.25934e+09 3.52252e+09 3.0381e+09 3.06777e+09 1.93e+09 1.12285e+09 9.80053e+08 5.41369e+09 6.46626e+08 5
8.4959e+11 8.79215e+09 8.79215e+09 8.79215e+09 0 0 1.97444e+09 1.97444e+09 1.97444e+09 0 0 1
