#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.75 - 13.25
#HM    Stats: 8.032350e+12 (median) + 4.435250e+12  / - 1.858820e+12
#SM    Stats: 9.705680e+10 (median) + 5.784220e+10  / - 3.892380e+10
#ObsSM Stats: 9.694690e+10 (median) + 6.132410e+10  / - 4.092010e+10
#VMP   Stats: 2.982600e+02 (median) + 4.689999e+01  / - 2.858002e+01
#ICL   Stats: 2.866400e+09 (median) + 8.599800e+09  / - 2.012489e+09
#SSFR  Stats: 5.476853e-11 (median) + 1.040877e-10  / - 3.854024e-11
sfh 0.055623 0 0 0 #avg: 4.59035e-06; avg_err: 4.59035e-06; sd: 0.00028652; counts: 3897
sfh 0.060123 0 0 0 #avg: 0.000179023; avg_err: 5.62297e-05; sd: 0.00350974; counts: 3897
sfh 0.062373 0 0 0 #avg: 0.00166468; avg_err: 0.000306854; sd: 0.0191532; counts: 3897
sfh 0.064623 0 0 0 #avg: 0.00441968; avg_err: 0.000682559; sd: 0.042604; counts: 3897
sfh 0.066873 0 0 0 #avg: 0.0131358; avg_err: 0.00164264; sd: 0.10253; counts: 3897
sfh 0.069123 0 0 0 #avg: 0.0283826; avg_err: 0.00287623; sd: 0.179529; counts: 3897
sfh 0.071373 0 0.00909308 0 #avg: 0.0486554; avg_err: 0.00383779; sd: 0.239547; counts: 3897
sfh 0.073623 0 0.0470272 0 #avg: 0.0721979; avg_err: 0.00522273; sd: 0.325992; counts: 3897
sfh 0.075873 0 0.100922 0 #avg: 0.104975; avg_err: 0.00696332; sd: 0.434636; counts: 3897
sfh 0.078123 3.59478e-07 0.189212 3.59478e-07 #avg: 0.146038; avg_err: 0.00844049; sd: 0.526838; counts: 3897
sfh 0.080373 0.0121217 0.281693 0.0121217 #avg: 0.19982; avg_err: 0.0179421; sd: 1.11991; counts: 3897
sfh 0.082623 0.0359318 0.327981 0.0359318 #avg: 0.235704; avg_err: 0.0147314; sd: 0.919506; counts: 3897
sfh 0.085998 0.090127 0.46687 0.090127 #avg: 0.340148; avg_err: 0.0162408; sd: 1.01372; counts: 3897
sfh 0.089373 0.158736 0.575557 0.152328 #avg: 0.443831; avg_err: 0.0204167; sd: 1.27437; counts: 3897
sfh 0.092748 0.242459 0.676115 0.217039 #avg: 0.575277; avg_err: 0.0199493; sd: 1.24519; counts: 3897
sfh 0.096123 0.340392 0.854858 0.290538 #avg: 0.722019; avg_err: 0.0248147; sd: 1.54888; counts: 3897
sfh 0.099498 0.450376 0.992354 0.357009 #avg: 0.893816; avg_err: 0.0285794; sd: 1.78387; counts: 3897
sfh 0.102873 0.565334 1.1159 0.422047 #avg: 1.09227; avg_err: 0.0339684; sd: 2.12024; counts: 3897
sfh 0.106248 0.680201 1.33809 0.484012 #avg: 1.301; avg_err: 0.0392283; sd: 2.44855; counts: 3897
sfh 0.109623 0.811647 1.6139 0.558705 #avg: 1.52126; avg_err: 0.0452589; sd: 2.82497; counts: 3897
sfh 0.112998 0.966739 1.75791 0.66146 #avg: 1.72771; avg_err: 0.0461774; sd: 2.8823; counts: 3897
sfh 0.116373 1.08594 2.04125 0.742303 #avg: 2.01572; avg_err: 0.0606497; sd: 3.78563; counts: 3897
sfh 0.119748 1.24101 2.24095 0.855032 #avg: 2.27419; avg_err: 0.0708523; sd: 4.42245; counts: 3897
sfh 0.123123 1.36883 2.43123 0.926377 #avg: 2.59127; avg_err: 0.111919; sd: 6.98574; counts: 3897
sfh 0.126498 1.51823 2.71629 1.0122 #avg: 2.81481; avg_err: 0.121079; sd: 7.55749; counts: 3897
sfh 0.129873 1.63584 3.06998 1.07996 #avg: 3.05869; avg_err: 0.0972479; sd: 6.07001; counts: 3897
sfh 0.133248 1.81882 3.25818 1.20858 #avg: 3.28204; avg_err: 0.0887431; sd: 5.53917; counts: 3897
sfh 0.136623 1.95549 3.68983 1.27516 #avg: 3.57461; avg_err: 0.0935909; sd: 5.84175; counts: 3897
sfh 0.141685 2.14486 4.24243 1.3845 #avg: 4.03212; avg_err: 0.104692; sd: 6.53468; counts: 3897
sfh 0.146748 2.39142 4.73819 1.53439 #avg: 4.42504; avg_err: 0.11657; sd: 7.27609; counts: 3897
sfh 0.15181 2.6014 5.15425 1.67548 #avg: 4.91363; avg_err: 0.13006; sd: 8.11805; counts: 3897
sfh 0.156873 2.84936 5.45918 1.83232 #avg: 5.34155; avg_err: 0.141841; sd: 8.85342; counts: 3897
sfh 0.161935 3.09635 6.06349 2.04274 #avg: 5.65106; avg_err: 0.134985; sd: 8.42549; counts: 3897
sfh 0.166998 3.31157 6.37198 2.19627 #avg: 6.19047; avg_err: 0.15717; sd: 9.81021; counts: 3897
sfh 0.17206 3.63062 6.96778 2.45657 #avg: 6.77312; avg_err: 0.193326; sd: 12.067; counts: 3897
sfh 0.177123 3.89201 7.76679 2.63055 #avg: 7.56114; avg_err: 0.227116; sd: 14.1761; counts: 3897
sfh 0.182185 4.16997 8.58123 2.81694 #avg: 8.46911; avg_err: 0.352201; sd: 21.9837; counts: 3897
sfh 0.187248 4.45783 9.38837 3.08733 #avg: 9.05862; avg_err: 0.295828; sd: 18.465; counts: 3897
sfh 0.19231 4.72254 10.1967 3.24313 #avg: 9.63833; avg_err: 0.283117; sd: 17.6716; counts: 3897
sfh 0.197373 5.05933 10.4796 3.4879 #avg: 10.1775; avg_err: 0.289929; sd: 18.0968; counts: 3897
sfh 0.202435 5.33498 11.5044 3.69658 #avg: 10.864; avg_err: 0.293255; sd: 18.3043; counts: 3897
sfh 0.207498 5.67572 12.2705 3.9335 #avg: 11.6589; avg_err: 0.320771; sd: 20.0219; counts: 3897
sfh 0.21256 6.152 12.792 4.33948 #avg: 12.5163; avg_err: 0.336454; sd: 21.0008; counts: 3897
sfh 0.217623 6.66533 14.3084 4.77224 #avg: 13.5029; avg_err: 0.375693; sd: 23.45; counts: 3897
sfh 0.222685 7.0529 15.8152 5.05918 #avg: 14.3542; avg_err: 0.403019; sd: 25.1556; counts: 3897
sfh 0.227748 7.48476 17.7497 5.31017 #avg: 15.6778; avg_err: 0.481153; sd: 30.0326; counts: 3897
sfh 0.23281 8.07293 19.1256 5.8375 #avg: 17.0419; avg_err: 0.525512; sd: 32.8014; counts: 3897
sfh 0.237873 8.42043 21.3779 6.09514 #avg: 18.2391; avg_err: 0.528452; sd: 32.9849; counts: 3897
sfh 0.242935 8.84378 21.5515 6.37994 #avg: 19.124; avg_err: 0.522619; sd: 32.6208; counts: 3897
sfh 0.247998 9.29503 24.4415 6.64978 #avg: 20.5659; avg_err: 0.583004; sd: 36.3899; counts: 3897
sfh 0.25306 9.6007 27.0741 6.83812 #avg: 21.9232; avg_err: 0.608334; sd: 37.9709; counts: 3897
sfh 0.258123 10.256 29.7643 7.52967 #avg: 23.4758; avg_err: 0.639483; sd: 39.9152; counts: 3897
sfh 0.263185 10.8964 30.6686 7.93595 #avg: 25.494; avg_err: 0.722466; sd: 45.0949; counts: 3897
sfh 0.268248 11.4709 33.3836 8.43847 #avg: 26.8284; avg_err: 0.74504; sd: 46.5038; counts: 3897
sfh 0.27331 12.2583 35.9096 9.10562 #avg: 27.9813; avg_err: 0.735456; sd: 45.9056; counts: 3897
sfh 0.278373 12.9598 37.8639 9.84273 #avg: 29.128; avg_err: 0.782873; sd: 48.8653; counts: 3897
sfh 0.283435 13.7621 41.4566 10.4401 #avg: 30.0585; avg_err: 0.743388; sd: 46.4008; counts: 3897
sfh 0.288498 14.9628 42.0979 11.6038 #avg: 31.8525; avg_err: 0.77306; sd: 48.2528; counts: 3897
sfh 0.29356 15.2681 45.5326 11.9064 #avg: 33.2957; avg_err: 0.797058; sd: 49.7507; counts: 3897
sfh 0.298623 16.136 48.0682 12.6648 #avg: 34.5869; avg_err: 0.800546; sd: 49.9684; counts: 3897
sfh 0.303685 16.9473 51.0811 13.3619 #avg: 36.2033; avg_err: 0.822798; sd: 51.3574; counts: 3897
sfh 0.308748 18.1858 52.1135 14.434 #avg: 37.777; avg_err: 0.842771; sd: 52.604; counts: 3897
sfh 0.31381 19.3541 54.8756 15.6708 #avg: 38.4038; avg_err: 0.829649; sd: 51.785; counts: 3897
sfh 0.318873 21.3078 54.709 17.578 #avg: 39.7006; avg_err: 0.81648; sd: 50.963; counts: 3897
sfh 0.323935 21.8753 56.5366 18.2588 #avg: 40.1725; avg_err: 0.797762; sd: 49.7947; counts: 3897
sfh 0.328997 23.6855 58.6332 19.9144 #avg: 41.665; avg_err: 0.798386; sd: 49.8336; counts: 3897
sfh 0.33406 24.3442 57.3345 20.5453 #avg: 42.5457; avg_err: 0.826829; sd: 51.609; counts: 3897
sfh 0.339122 25.2134 58.0337 21.5062 #avg: 42.9665; avg_err: 0.834857; sd: 52.11; counts: 3897
sfh 0.344185 25.7389 58.7187 22.0952 #avg: 43.6805; avg_err: 0.839983; sd: 52.43; counts: 3897
sfh 0.349247 26.024 57.5294 22.4032 #avg: 43.748; avg_err: 0.849531; sd: 53.026; counts: 3897
sfh 0.35431 25.8827 59.3257 22.3073 #avg: 43.6231; avg_err: 0.841544; sd: 52.5275; counts: 3897
sfh 0.359372 27.0259 56.9796 23.6157 #avg: 43.7489; avg_err: 0.823133; sd: 51.3783; counts: 3897
sfh 0.364435 27.1623 56.8985 23.6948 #avg: 43.4271; avg_err: 0.815234; sd: 50.8852; counts: 3897
sfh 0.369497 27.1492 55.4765 23.9419 #avg: 42.596; avg_err: 0.789154; sd: 49.2573; counts: 3897
sfh 0.37456 26.9734 53.094 23.9724 #avg: 41.9605; avg_err: 0.761393; sd: 47.5246; counts: 3897
sfh 0.379622 27.6781 50.9871 24.7136 #avg: 41.2001; avg_err: 0.737665; sd: 46.0435; counts: 3897
sfh 0.384685 27.1763 51.4702 24.4574 #avg: 40.3627; avg_err: 0.715601; sd: 44.6664; counts: 3897
sfh 0.389747 26.6148 50.1848 24.0282 #avg: 39.742; avg_err: 0.707386; sd: 44.1536; counts: 3897
sfh 0.39481 26.171 47.2012 23.5838 #avg: 38.5701; avg_err: 0.6786; sd: 42.3568; counts: 3897
sfh 0.399872 26.3585 44.8073 23.726 #avg: 37.6501; avg_err: 0.652275; sd: 40.7136; counts: 3897
sfh 0.404935 24.9766 42.3855 22.4109 #avg: 35.8353; avg_err: 0.616371; sd: 38.4726; counts: 3897
sfh 0.409997 24.5378 41.6286 22.1523 #avg: 34.6739; avg_err: 0.589077; sd: 36.769; counts: 3897
sfh 0.41506 23.5854 39.2299 21.3954 #avg: 33.233; avg_err: 0.559464; sd: 34.9206; counts: 3897
sfh 0.420122 22.7955 39.2289 20.6702 #avg: 32.5534; avg_err: 0.557943; sd: 34.8257; counts: 3897
sfh 0.425185 22.2943 38.4322 20.2337 #avg: 31.8149; avg_err: 0.550641; sd: 34.3699; counts: 3897
sfh 0.430247 21.5439 38.2636 19.5629 #avg: 31.0004; avg_err: 0.529022; sd: 33.0205; counts: 3897
sfh 0.43531 20.5651 35.4224 18.7554 #avg: 29.4249; avg_err: 0.499167; sd: 31.157; counts: 3897
sfh 0.440372 20.4116 34.1992 18.5678 #avg: 28.915; avg_err: 0.490777; sd: 30.6333; counts: 3897
sfh 0.445435 19.1376 33.5299 17.3354 #avg: 27.7165; avg_err: 0.476038; sd: 29.7133; counts: 3897
sfh 0.450497 18.5098 31.0588 16.6952 #avg: 26.4049; avg_err: 0.457021; sd: 28.5263; counts: 3897
sfh 0.45556 17.5522 30.6102 15.9899 #avg: 25.1898; avg_err: 0.43524; sd: 27.1668; counts: 3897
sfh 0.460622 16.6843 29.2639 15.2072 #avg: 24.1319; avg_err: 0.411868; sd: 25.7079; counts: 3897
sfh 0.465685 16.226 27.4456 14.8701 #avg: 23.2882; avg_err: 0.405036; sd: 25.2815; counts: 3897
sfh 0.470747 15.4286 27.4329 14.1385 #avg: 22.5418; avg_err: 0.399339; sd: 24.9259; counts: 3897
sfh 0.47581 14.8178 26.5593 13.7461 #avg: 21.5445; avg_err: 0.383046; sd: 23.909; counts: 3897
sfh 0.480872 14.1117 24.9879 13.0791 #avg: 20.7336; avg_err: 0.378674; sd: 23.6361; counts: 3897
sfh 0.485935 13.4381 24.327 12.4878 #avg: 19.9188; avg_err: 0.362673; sd: 22.6373; counts: 3897
sfh 0.490997 13.2242 23.3612 12.2714 #avg: 19.0716; avg_err: 0.341994; sd: 21.3465; counts: 3897
sfh 0.49606 12.2798 22.9385 11.3806 #avg: 18.3448; avg_err: 0.326674; sd: 20.3903; counts: 3897
sfh 0.501122 11.7726 21.5524 10.9089 #avg: 17.4622; avg_err: 0.311868; sd: 19.4662; counts: 3897
sfh 0.506185 11.0457 21.0116 10.2147 #avg: 16.5795; avg_err: 0.296005; sd: 18.476; counts: 3897
sfh 0.511247 10.8277 19.6499 10.0011 #avg: 15.7248; avg_err: 0.278181; sd: 17.3635; counts: 3897
