#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.77478e+07 0.0823148 0.0925766 0.000705687 0 0 0 0.0145776 9.38716e-05 0 0.0213081 0 213218
1.57656e+08 0.134142 0.157419 0.00146381 0 0 0 0.0260689 0.000207552 0 0.0520171 0 86006
2.50612e+08 0.195408 0.235255 0.00185826 0 1 0 0.0382994 0.000258826 0 0.0881962 0 77873
3.96492e+08 0.23497 0.287876 0.00212087 0 1 0 0.0465126 0.000292991 0.00857837 0.0983207 0.00857837 72222
6.26068e+08 0.274824 0.344145 0.00249261 0 1 0 0.05601 0.000348613 0.0132738 0.115043 0.0132738 61785
9.91133e+08 0.321122 0.413617 0.0030424 0 1 0 0.0690744 0.000439945 0.0256862 0.130861 0.0256862 49408
1.5714e+09 0.375294 0.49571 0.00369204 0 1 0 0.0848953 0.000547165 0.0390129 0.149794 0.0390129 39513
2.49114e+09 0.432577 0.588523 0.00439342 0 1 0 0.10436 0.000683469 0.0604391 0.164518 0.0604391 32133
3.96073e+09 0.485386 0.684666 0.00511152 0 2 0 0.125793 0.000819616 0.0823918 0.179588 0.0823918 26927
6.2733e+09 0.546341 0.799956 0.00591503 1 1 1 0.153113 0.000991087 0.112394 0.195668 0.103835 22755
9.96475e+09 0.5995 0.909866 0.00667879 1 1 1 0.186335 0.00118874 0.147585 0.211983 0.129248 19593
1.57424e+10 0.655929 1.04012 0.00743174 1 1 1 0.228294 0.00138444 0.195698 0.225689 0.158836 17322
2.49354e+10 0.710846 1.16507 0.00821145 1 1 1 0.282104 0.001612 0.257049 0.23933 0.189422 14909
3.94327e+10 0.742719 1.2617 0.00943717 1 1 1 0.344154 0.00190509 0.332619 0.239558 0.219839 11983
6.18465e+10 0.755595 1.2744 0.0111267 1 1 1 0.402778 0.0023257 0.397117 0.240827 0.228017 8400
9.69437e+10 0.733259 1.20625 0.0149077 1 1 1 0.477881 0.00311475 0.492516 0.208188 0.245311 4480
1.50901e+11 0.673877 1.08985 0.02356 1 1 1 0.563038 0.00474913 0.593374 0.177437 0.253465 1803
2.4131e+11 0.573712 0.889876 0.03948 1 1 1 0.646495 0.00792657 0.696353 0.128446 0.254753 563
3.74137e+11 0.401316 0.578947 0.0663535 0 1 0 0.763576 0.00997751 0.792473 0.0703553 0.126402 152
5.74691e+11 0.208333 0.208333 0.0846811 0 1 0 0.84478 0.00962213 0.842248 0.0522727 0.0482265 24
8.53481e+11 0.666667 0.666667 0.333333 1 0 1 0.761413 0.0220664 0.771903 0.0213905 0.0528593 3
