#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.64585e+07 6.6266e+08 6.52107e+06 5.65077e+08 4.35178e+08 2.31337e+08 1.31081e+09 1.31325e+07 1.12466e+09 9.16383e+08 5.00674e+08 3373
1.59623e+08 6.61281e+08 7.04296e+06 5.77324e+08 4.20116e+08 2.4358e+08 1.34944e+09 1.55839e+07 1.12466e+09 9.99364e+08 5.00674e+08 2683
2.52135e+08 7.00337e+08 7.48834e+06 5.82246e+08 4.97797e+08 2.48505e+08 1.38414e+09 1.46055e+07 1.12466e+09 1.08226e+09 5.00674e+08 3102
3.99612e+08 7.33139e+08 7.89107e+06 5.84049e+08 4.99665e+08 2.50248e+08 1.44808e+09 1.55205e+07 1.20812e+09 1.16432e+09 5.84132e+08 3177
6.30947e+08 7.5138e+08 7.86825e+06 5.84132e+08 5.76228e+08 2.5033e+08 1.46073e+09 1.51508e+07 1.20812e+09 1.16432e+09 5.84132e+08 3459
9.97321e+08 7.94302e+08 8.74939e+06 6.49616e+08 5.91466e+08 3.15781e+08 1.48532e+09 1.57565e+07 1.20812e+09 1.24692e+09 5.84132e+08 3409
1.579e+09 8.20735e+08 9.24292e+06 6.63367e+08 6.282e+08 3.2953e+08 1.54672e+09 1.63213e+07 1.29157e+09 1.24596e+09 6.67579e+08 3412
2.50828e+09 8.54835e+08 9.97338e+06 6.6675e+08 7.04184e+08 2.71205e+08 1.61665e+09 1.74382e+07 1.375e+09 1.2449e+09 7.51009e+08 3306
3.98078e+09 8.94538e+08 1.06366e+07 7.07395e+08 7.08062e+08 3.00868e+08 1.59602e+09 1.74638e+07 1.29157e+09 1.32833e+09 6.67579e+08 3232
6.30523e+09 9.64269e+08 1.1937e+07 7.50476e+08 8.27001e+08 3.42245e+08 1.61441e+09 1.78396e+07 1.375e+09 1.2449e+09 7.51009e+08 3182
9.98304e+09 9.77309e+08 1.24816e+07 7.50692e+08 8.20581e+08 3.38283e+08 1.71346e+09 1.86529e+07 1.4584e+09 1.40781e+09 7.51008e+08 3123
1.57617e+10 1.0231e+09 1.31055e+07 8.22755e+08 8.36829e+08 4.09779e+08 1.7177e+09 1.96182e+07 1.4584e+09 1.48962e+09 8.34415e+08 2957
2.49567e+10 1.05357e+09 1.51541e+07 8.26259e+08 9.05569e+08 4.10052e+08 1.72328e+09 2.22503e+07 1.4584e+09 1.48962e+09 8.34415e+08 2431
3.9497e+10 1.1359e+09 1.90235e+07 8.72654e+08 1.02349e+09 4.55646e+08 1.6671e+09 2.52787e+07 1.375e+09 1.49121e+09 7.51009e+08 1861
6.1234e+10 1.1551e+09 2.47377e+07 9.17793e+08 9.57077e+08 5.00525e+08 1.65813e+09 3.56647e+07 1.29157e+09 1.59027e+09 6.67579e+08 1025
9.52986e+10 1.25331e+09 4.14628e+07 1.0006e+09 1.14313e+09 5.43333e+08 1.52648e+09 5.28699e+07 1.20812e+09 1.32941e+09 6.04104e+08 401
1.45989e+11 1.27932e+09 9.40087e+07 9.57732e+08 1.5798e+09 5.00468e+08 1.32839e+09 8.95513e+07 1.08331e+09 9.56922e+08 5.42704e+08 98
2.34901e+11 1.84312e+09 4.96992e+08 1.24374e+09 2.51237e+09 6.59975e+08 1.15272e+09 1.5813e+08 1.20812e+09 3.33661e+08 6.67511e+08 9
