#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
9.54766e+09 7.04119e+08 5.90543e+06 5.7795e+08 4.7683e+08 2.27502e+08 2.36458e+09 2.67903e+07 1.74201e+09 2.26835e+09 1.02505e+09 5573
1.61401e+10 7.39864e+08 5.44321e+06 5.82048e+08 5.54727e+08 2.316e+08 2.08046e+09 1.74669e+07 1.62642e+09 1.77491e+09 9.0946e+08 8159
2.54104e+10 7.99608e+08 5.17921e+06 5.99222e+08 6.53563e+08 2.46386e+08 2.07542e+09 1.37117e+07 1.62642e+09 1.8961e+09 9.0946e+08 11992
4.01219e+10 8.70615e+08 4.95322e+06 6.79528e+08 6.99815e+08 3.23255e+08 2.1895e+09 1.21294e+07 1.74201e+09 2.02384e+09 1.02505e+09 16503
6.34073e+10 9.48936e+08 5.04391e+06 7.09108e+08 8.02138e+08 3.4749e+08 2.30583e+09 1.14907e+07 1.85802e+09 2.15234e+09 1.05478e+09 20318
9.98926e+10 1.03686e+09 5.47972e+06 7.88209e+08 9.09716e+08 4.2021e+08 2.41116e+09 1.17702e+07 1.97444e+09 2.15859e+09 1.14531e+09 21360
1.57391e+11 1.1147e+09 6.48651e+06 8.28607e+08 1.02349e+09 4.58352e+08 2.48095e+09 1.32255e+07 1.97444e+09 2.28152e+09 1.14531e+09 18543
2.482e+11 1.20595e+09 8.15945e+06 8.56633e+08 1.16097e+09 4.40125e+08 2.61233e+09 1.6075e+07 2.09125e+09 2.53496e+09 1.26213e+09 14482
3.91984e+11 1.32896e+09 1.10981e+07 9.41735e+08 1.30725e+09 4.90444e+08 2.66477e+09 1.95114e+07 2.09125e+09 2.65883e+09 1.26213e+09 10345
6.20145e+11 1.49045e+09 1.52485e+07 1.05478e+09 1.597e+09 5.89947e+08 2.73681e+09 2.49522e+07 2.09125e+09 2.90714e+09 1.26213e+09 6899
9.76771e+11 1.71835e+09 2.35499e+07 1.16825e+09 1.96389e+09 6.84128e+08 2.63719e+09 3.24287e+07 1.97444e+09 2.77565e+09 1.25748e+09 4054
1.54582e+12 1.93867e+09 3.40696e+07 1.34708e+09 2.24378e+09 8.52077e+08 2.49089e+09 4.13196e+07 1.85802e+09 2.52113e+09 1.14106e+09 2316
2.43615e+12 2.38005e+09 5.92528e+07 1.71038e+09 2.67476e+09 1.10941e+09 2.18923e+09 5.29459e+07 1.62642e+09 2.13943e+09 1.02119e+09 1138
3.86812e+12 2.77944e+09 9.7679e+07 1.97444e+09 3.22994e+09 1.28975e+09 2.12443e+09 7.22068e+07 1.54331e+09 2.22254e+09 8.98364e+08 545
6.03161e+12 3.32841e+09 1.6593e+08 2.62789e+09 3.82779e+09 1.73509e+09 1.83168e+09 9.3729e+07 1.39649e+09 1.64322e+09 7.91253e+08 242
9.5919e+12 4.15003e+09 2.86288e+08 3.58088e+09 4.24715e+09 2.6646e+09 1.50906e+09 1.12585e+08 1.05478e+09 1.64952e+09 5.60837e+08 103
1.56643e+13 4.06864e+09 4.58027e+08 3.36568e+09 4.76796e+09 2.46313e+09 1.6107e+09 1.87092e+08 1.2261e+09 1.45513e+09 7.32153e+08 48
2.47455e+13 4.84047e+09 7.9816e+08 3.88796e+09 4.32733e+09 2.02994e+09 1.31964e+09 2.37225e+08 9.64546e+08 1.36154e+09 4.6444e+08 17
3.76866e+13 7.149e+09 9.78242e+08 8.52741e+09 1.80766e+09 3.25927e+09 9.38597e+08 1.91601e+08 8.29125e+08 2.25655e+08 3.35182e+08 10
6.19828e+13 8.91248e+09 7.20242e+08 9.88244e+09 5.21468e+08 2.32438e+09 1.13303e+09 3.83419e+08 1.06285e+09 1.14561e+09 6.53074e+08 4
9.79559e+13 8.79215e+09 8.79215e+09 8.79215e+09 0 0 1.97444e+09 1.97444e+09 1.97444e+09 0 0 1
1.68579e+14 3.81123e+09 2.74939e+09 6.56062e+09 0 5.49878e+09 1.09572e+09 7.62296e+08 1.85802e+09 0 1.52459e+09 2
