#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
43.0928 5.79727e+08 1.36107e+07 4.76928e+08 3.43423e+08 1.57969e+08 1.32163e+09 2.65181e+07 1.25149e+09 6.99035e+08 5.58931e+08 506
63.0392 4.60119e+08 3.13467e+07 3.5826e+08 2.43172e+08 4.12924e+07 1.2129e+09 7.93353e+07 9.3351e+08 1.16878e+09 4.02633e+08 88
83.1952 4.58102e+08 7.13288e+06 3.99279e+08 2.34519e+08 8.03197e+07 9.01036e+08 1.66174e+07 7.73094e+08 5.57248e+08 2.42217e+08 587
101.8 4.91279e+08 4.46118e+06 4.02633e+08 2.96402e+08 8.36737e+07 9.66238e+08 9.68677e+06 8.53413e+08 5.55505e+08 3.22537e+08 2207
126.66 5.71388e+08 4.28322e+06 4.81181e+08 3.43368e+08 1.61277e+08 1.03501e+09 8.12863e+06 9.3351e+08 6.31703e+08 4.02633e+08 4194
157.956 6.77671e+08 5.20933e+06 5.62121e+08 4.6216e+08 2.38773e+08 1.1159e+09 8.36749e+06 1.01337e+09 7.06929e+08 4.82497e+08 4796
196.579 8.05958e+08 8.41201e+06 6.92559e+08 5.60935e+08 3.05652e+08 1.17927e+09 1.2195e+07 1.01337e+09 8.60745e+08 4.82497e+08 2901
245.695 9.98105e+08 1.74322e+07 8.53413e+08 7.89499e+08 4.11551e+08 1.11688e+09 1.89649e+07 9.3351e+08 7.86793e+08 4.02633e+08 1143
307.749 1.25803e+09 4.53039e+07 1.09308e+09 1.01377e+09 5.62201e+08 9.90108e+08 3.50117e+07 8.53413e+08 6.33798e+08 4.03668e+08 265
390.407 1.59709e+09 1.10188e+08 1.48721e+09 8.37567e+08 7.82835e+08 8.4133e+08 5.82394e+07 6.92559e+08 5.58931e+08 2.42813e+08 57
492.983 1.30941e+09 2.59159e+08 1.02774e+09 1.30835e+09 4.15927e+08 9.52884e+08 1.78185e+08 8.53413e+08 7.11799e+08 4.03668e+08 10
796.16 6.92559e+08 6.92559e+08 6.92559e+08 0 0 4.79814e+08 4.79814e+08 4.79814e+08 0 0 1
