#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
48.9253 0.987861 0.00162698 1.26999e+08 4.93709e+06 0 4.57264e+08 0 0.307051 0.00150014 0.30142 0.11101 0.103259 0.434601 0.00139191 0.449305 0.0716982 0.102768 0.565863 0.000822169 0.577847 0.030753 0.0502375 4531
63.9119 0.998826 0.00037105 1.63417e+08 3.64647e+06 0 5.40609e+08 0 0.255843 0.000927169 0.241468 0.0978256 0.0682537 0.426483 0.000906348 0.436834 0.0676613 0.0914129 0.574986 0.000426445 0.581877 0.0280868 0.0420439 8518
81.067 0.999051 0.000223526 3.02187e+08 3.37748e+06 0 7.90825e+08 0 0.252001 0.000620693 0.238202 0.0971087 0.0694359 0.443157 0.000512777 0.449585 0.058251 0.0727938 0.578386 0.00027435 0.584998 0.0284795 0.0425345 18972
100.534 0.998571 0.000208252 4.96348e+08 3.3371e+06 4.17265e+08 6.57272e+08 4.17265e+08 0.278126 0.000469755 0.270075 0.0920315 0.0784838 0.462087 0.000357992 0.466996 0.0571791 0.0666918 0.580326 0.000230717 0.588907 0.0297907 0.0483113 32897
126.013 0.998594 0.000192958 7.61535e+08 3.91861e+06 6.23988e+08 8.34415e+08 6.23988e+08 0.321173 0.000432104 0.318952 0.0848968 0.0842157 0.482784 0.000307219 0.489318 0.0498871 0.0638883 0.57677 0.000235296 0.586041 0.0334426 0.0530822 37703
158.04 0.998649 0.000194867 1.13158e+09 5.01953e+06 9.57732e+08 1.08331e+09 9.57732e+08 0.340063 0.00038833 0.34158 0.070105 0.0758275 0.466053 0.000299416 0.468111 0.0526273 0.0552024 0.548644 0.000289981 0.555642 0.0477157 0.0628054 35530
198.229 0.998794 0.00020665 1.6372e+09 7.01924e+06 1.375e+09 1.49121e+09 8.34388e+08 0.320479 0.000386123 0.320995 0.0640067 0.0657474 0.423215 0.000358282 0.421128 0.0592476 0.0548005 0.507319 0.000417655 0.508582 0.0739419 0.073873 28200
248.973 0.998828 0.000249683 2.31803e+09 1.04782e+07 2.07375e+09 1.84136e+09 1.28292e+09 0.289243 0.000442133 0.287373 0.0608884 0.0594973 0.383105 0.00052724 0.374968 0.0740419 0.0575739 0.475737 0.000664851 0.470282 0.109641 0.0900925 18775
312.511 0.998989 0.000304585 3.19907e+09 1.62716e+07 3.19248e+09 1.95165e+09 1.98436e+09 0.262234 0.000561619 0.258752 0.0598032 0.0550251 0.358837 0.000867811 0.340982 0.103643 0.0640182 0.465535 0.00107781 0.463489 0.134659 0.123373 10884
393.188 0.998394 0.000534854 4.16207e+09 2.34708e+07 4.46304e+09 1.53799e+09 2.42199e+09 0.240755 0.000751306 0.235898 0.0585069 0.0497175 0.356141 0.00147509 0.326946 0.156383 0.0755862 0.480516 0.00166317 0.498163 0.117961 0.17047 5605
493.487 0.998788 0.000699253 4.99374e+09 3.37351e+07 5.50931e+09 9.58191e+08 2.39815e+09 0.228704 0.0011324 0.220104 0.0604016 0.0437919 0.377614 0.00249011 0.357336 0.163664 0.111088 0.515469 0.0024615 0.548238 0.0869787 0.176392 2476
619.198 0.997093 0.00167672 5.53098e+09 4.85514e+07 6.00102e+09 7.82323e+08 1.84937e+09 0.218455 0.0018488 0.208787 0.0546097 0.0394937 0.405424 0.0038353 0.414483 0.120061 0.155649 0.5437 0.00329268 0.573341 0.0675764 0.130579 1032
777.123 0.997222 0.00277778 5.96726e+09 7.22202e+07 6.40254e+09 6.22038e+08 1.48217e+09 0.217999 0.00330351 0.203122 0.06704 0.0390237 0.423252 0.00597619 0.436945 0.103315 0.147906 0.561732 0.00553768 0.59522 0.0517217 0.119789 360
960.259 1 0 6.05963e+09 1.7812e+08 6.72141e+09 4.20356e+08 1.42973e+09 0.224379 0.00695124 0.204323 0.0650575 0.0256091 0.474999 0.0102865 0.491251 0.0632807 0.0864373 0.593691 0.00765957 0.6119 0.0418117 0.071838 82
1195.3 1 0 6.02313e+09 3.82309e+08 6.65885e+09 5.96654e+08 2.3509e+09 0.244825 0.018524 0.218002 0.114147 0.0469259 0.478516 0.0188487 0.493111 0.0457281 0.107985 0.584588 0.0158381 0.593961 0.0518775 0.064308 21
1618.4 1 0 6.81335e+09 9.19363e+07 6.90528e+09 0 1.83873e+08 0.275295 0.076127 0.351422 0 0.152254 0.479902 0.0109559 0.490858 0 0.0219118 0.612383 0.00642082 0.618804 0 0.0128416 2
