#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
43.2201 5.74654e+08 1.36493e+07 4.75409e+08 3.27137e+08 1.5645e+08 1.32553e+09 2.67276e+07 1.25149e+09 6.99035e+08 5.58931e+08 492
62.9873 4.36058e+08 2.03237e+07 3.43845e+08 2.41785e+08 2.68768e+07 1.21796e+09 8.00894e+07 9.3351e+08 1.16878e+09 4.02633e+08 87
83.1987 4.57933e+08 7.14305e+06 3.99279e+08 2.36546e+08 8.03197e+07 9.01254e+08 1.66443e+07 7.73094e+08 5.57248e+08 2.42217e+08 586
101.777 4.90657e+08 4.47523e+06 4.02633e+08 2.93613e+08 8.36737e+07 9.67803e+08 9.73864e+06 8.53413e+08 5.55505e+08 3.22537e+08 2191
126.643 5.71961e+08 4.32018e+06 4.81181e+08 3.47463e+08 1.61277e+08 1.03641e+09 8.19034e+06 9.3351e+08 6.31703e+08 4.02633e+08 4142
157.884 6.76351e+08 5.27789e+06 5.62121e+08 4.6216e+08 2.38773e+08 1.11918e+09 8.49555e+06 1.01337e+09 7.06929e+08 4.82497e+08 4668
196.417 8.02689e+08 8.54653e+06 6.92559e+08 5.58931e+08 3.07246e+08 1.18377e+09 1.2547e+07 1.01337e+09 8.60745e+08 4.82497e+08 2764
245.324 9.94297e+08 1.8491e+07 8.39984e+08 8.02929e+08 4.03138e+08 1.12172e+09 2.00601e+07 9.3351e+08 7.86793e+08 4.02633e+08 1033
307.289 1.25049e+09 4.95389e+07 1.093e+09 1.0093e+09 5.62121e+08 1.01067e+09 3.83339e+07 8.53413e+08 7.11799e+08 4.03668e+08 227
394.813 1.73269e+09 1.44404e+08 1.71538e+09 8.73964e+08 8.64575e+08 8.49556e+08 6.99654e+07 6.92559e+08 5.58931e+08 2.42813e+08 38
484.75 1.32674e+09 2.96032e+08 1.02774e+09 1.30835e+09 2.46624e+08 9.30786e+08 1.90125e+08 8.53413e+08 7.11799e+08 4.03668e+08 5
