#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.22193e+07 9.08404e+08 6.64114e+07 6.99664e+08 7.1823e+08 2.50118e+08 1.40099e+09 1.12669e+08 1.05478e+09 1.2713e+09 4.93943e+08 109
1.63736e+08 9.80965e+08 6.36145e+07 7.1696e+08 9.97565e+08 2.45744e+08 1.89367e+09 1.52693e+08 1.32176e+09 2.19466e+09 7.16524e+08 94
2.56749e+08 1.01764e+09 6.66741e+07 8.2046e+08 9.0039e+08 4.63069e+08 1.52048e+09 1.16667e+08 1.08462e+09 1.5966e+09 4.79387e+08 106
4.05081e+08 1.04918e+09 6.72537e+07 8.06187e+08 9.35822e+08 4.38188e+08 1.93846e+09 1.26715e+08 1.28215e+09 2.36187e+09 6.76918e+08 140
6.32587e+08 1.05708e+09 6.64819e+07 7.24166e+08 1.24707e+09 2.677e+08 1.7761e+09 1.07105e+08 1.28215e+09 1.87775e+09 6.94121e+08 151
9.90012e+08 1.22286e+09 8.11811e+07 8.58545e+08 1.23271e+09 4.07254e+08 2.15852e+09 1.42757e+08 1.51125e+09 2.37672e+09 9.06013e+08 159
1.61788e+09 1.33706e+09 9.91113e+07 8.58545e+08 1.11589e+09 3.66331e+08 1.98202e+09 1.46686e+08 1.38931e+09 2.20154e+09 8.95366e+08 145
2.51387e+09 1.18388e+09 7.01658e+07 9.19657e+08 1.05478e+09 4.43886e+08 2.32831e+09 1.47592e+08 1.86508e+09 1.90077e+09 1.14812e+09 160
4.06007e+09 1.31745e+09 7.24386e+07 1.02119e+09 1.10485e+09 5.27242e+08 2.15544e+09 1.32754e+08 1.74201e+09 1.78051e+09 1.13677e+09 183
6.20487e+09 1.29425e+09 7.80524e+07 9.41735e+08 1.32661e+09 5.31242e+08 2.31544e+09 1.37628e+08 1.63771e+09 3.00049e+09 9.20748e+08 188
1.00824e+10 1.56103e+09 7.98835e+07 1.16825e+09 1.51297e+09 6.74308e+08 2.30271e+09 1.22888e+08 1.72085e+09 2.46442e+09 1.10379e+09 241
1.59043e+10 1.58797e+09 8.13345e+07 1.08452e+09 1.71584e+09 5.90576e+08 2.27166e+09 1.15604e+08 1.57879e+09 2.33047e+09 9.04482e+08 276
2.51285e+10 1.82918e+09 8.34891e+07 1.28911e+09 1.77951e+09 7.22645e+08 2.35781e+09 1.02956e+08 1.62642e+09 3.01494e+09 1.02119e+09 354
3.94242e+10 2.05532e+09 1.01956e+08 1.41546e+09 2.00061e+09 8.15929e+08 2.20734e+09 1.02425e+08 1.62642e+09 2.38394e+09 1.0221e+09 325
6.19196e+10 2.46173e+09 1.25027e+08 1.62642e+09 3.12367e+09 1.00154e+09 2.11737e+09 1.09642e+08 1.42437e+09 2.46359e+09 8.19139e+08 284
9.7832e+10 2.85385e+09 1.78988e+08 1.85802e+09 3.64782e+09 1.14106e+09 2.04155e+09 1.24777e+08 1.40387e+09 2.24015e+09 7.09108e+08 193
1.52083e+11 3.71979e+09 3.05134e+08 3.48715e+09 3.04976e+09 2.65802e+09 1.39978e+09 1.2531e+08 1.00085e+09 1.32524e+09 5.06905e+08 86
2.50385e+11 4.73464e+09 5.69714e+08 4.50257e+09 3.87553e+09 3.67345e+09 1.48699e+09 2.1089e+08 1.07012e+09 1.49235e+09 5.74295e+08 31
3.66706e+11 6.10976e+09 1.4466e+09 4.87415e+09 5.94985e+09 8.63795e+08 1.48064e+09 2.43811e+08 1.48049e+09 4.85594e+08 6.5137e+08 7
5.04854e+11 3.40132e+09 3.40132e+09 3.40132e+09 0 0 7.31699e+08 7.31699e+08 7.31699e+08 0 0 1
8.11747e+11 1.14339e+10 1.14339e+10 1.14339e+10 0 0 7.1696e+08 7.1696e+08 7.1696e+08 0 0 1
