#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.31395e+07 5.01289e+08 7.60086e+06 4.02633e+08 3.09166e+08 8.2729e+07 9.25505e+08 1.63042e+07 7.73094e+08 6.35825e+08 2.42217e+08 763
1.59592e+08 4.90883e+08 8.71444e+06 4.03668e+08 2.39584e+08 8.66999e+07 9.68237e+08 1.836e+07 8.53413e+08 5.55505e+08 3.22537e+08 584
2.52333e+08 5.20385e+08 8.85683e+06 4.46652e+08 2.71872e+08 1.26748e+08 9.34156e+08 1.53881e+07 8.53413e+08 5.55505e+08 3.22537e+08 798
4.00184e+08 5.52154e+08 8.19313e+06 4.78397e+08 3.18705e+08 1.58493e+08 9.60055e+08 1.5117e+07 8.53413e+08 5.61357e+08 3.22537e+08 932
6.29949e+08 5.5529e+08 8.72878e+06 4.73838e+08 3.23264e+08 1.53934e+08 9.77748e+08 1.50348e+07 8.53413e+08 6.33798e+08 3.22537e+08 1004
9.93368e+08 5.95552e+08 9.69407e+06 4.82497e+08 3.90157e+08 1.61682e+08 9.91765e+08 1.53018e+07 8.53413e+08 6.33798e+08 3.22537e+08 1072
1.59235e+09 6.2522e+08 9.58346e+06 5.29821e+08 4.1414e+08 2.08128e+08 1.04111e+09 1.59414e+07 8.53413e+08 7.11799e+08 3.22537e+08 1176
2.51068e+09 6.52714e+08 9.95521e+06 5.51839e+08 4.61535e+08 2.29302e+08 1.03975e+09 1.53741e+07 9.3351e+08 6.31703e+08 4.02633e+08 1190
3.99946e+09 6.87584e+08 1.07779e+07 5.60556e+08 4.7054e+08 2.02295e+08 1.08826e+09 1.61967e+07 9.3351e+08 7.09403e+08 4.02633e+08 1238
6.3328e+09 7.18824e+08 1.17357e+07 6.09694e+08 4.83303e+08 2.87158e+08 1.07151e+09 1.50677e+07 9.3351e+08 7.09403e+08 4.02633e+08 1319
1.00663e+10 7.70382e+08 1.25592e+07 6.27305e+08 5.65862e+08 2.50635e+08 1.08152e+09 1.57776e+07 9.3351e+08 7.86793e+08 4.02633e+08 1341
1.57203e+10 7.93487e+08 1.33489e+07 6.39673e+08 5.89345e+08 2.63003e+08 1.15604e+09 1.63627e+07 1.01337e+09 7.84001e+08 4.82497e+08 1311
2.50556e+10 8.13395e+08 1.43223e+07 6.90425e+08 5.69455e+08 3.11937e+08 1.22236e+09 1.88567e+07 1.093e+09 7.81121e+08 4.81181e+08 1202
3.9375e+10 8.25406e+08 1.6988e+07 6.78176e+08 6.59094e+08 3.04919e+08 1.26882e+09 2.21978e+07 1.17237e+09 8.54215e+08 5.60556e+08 938
6.15598e+10 8.64035e+08 2.18409e+07 7.01746e+08 6.45883e+08 3.06201e+08 1.34435e+09 3.0003e+07 1.17237e+09 1.00526e+09 5.60556e+08 586
9.60182e+10 8.65196e+08 3.37481e+07 6.99035e+08 6.71397e+08 3.15361e+08 1.26704e+09 4.38057e+07 1.093e+09 1.0093e+09 5.62121e+08 291
1.51738e+11 8.84664e+08 5.74132e+07 7.22627e+08 6.534e+08 3.3572e+08 1.37243e+09 8.38333e+07 1.17237e+09 1.00526e+09 6.41496e+08 88
2.35193e+11 7.91056e+08 1.31669e+08 6.27711e+08 4.52524e+08 2.81342e+08 1.25547e+09 2.04837e+08 1.093e+09 9.3359e+08 5.29369e+08 15
3.2103e+11 1.54204e+09 1.54204e+09 1.54204e+09 0 0 9.33509e+08 9.3351e+08 9.3351e+08 0 0 1
