#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.0974 0.00077174 1.11488e-05 763287 10404.2 0 0 0 0.363933 4.27151e-05 0.363709 0.108817 0.117169 0.520005 3.07307e-05 0.530174 0.0610441 0.0777782 0.635354 9.56828e-06 0.640987 0.0142172 0.0249197 6204164
62.3658 0.00463461 4.94877e-05 2.46294e+06 31957.8 0 0 0 0.288053 6.3165e-05 0.28208 0.093469 0.0855315 0.505462 5.04076e-05 0.514117 0.0562946 0.0728787 0.635818 1.42526e-05 0.639991 0.0131755 0.0213451 1883655
78.5744 0.0202614 0.000143368 1.64999e+07 124454 0 0 0 0.288823 8.50534e-05 0.283349 0.0883707 0.0810796 0.515077 5.79699e-05 0.519938 0.0494553 0.0588022 0.635767 1.95005e-05 0.639811 0.0125462 0.0200886 965776
98.6455 0.0678367 0.000356227 7.78991e+07 399869 0 0 0 0.319438 0.000117526 0.316831 0.0827672 0.0820927 0.524487 7.65598e-05 0.529044 0.047161 0.0564794 0.634916 3.26283e-05 0.640797 0.0123431 0.0228083 498314
124.198 0.15858 0.000739256 2.40939e+08 1.04205e+06 0 6.23988e+08 0 0.361185 0.00015882 0.361184 0.0755712 0.0778081 0.533441 0.000104254 0.538084 0.0439291 0.0525579 0.629095 6.17112e-05 0.638231 0.0146117 0.0328335 244160
156.387 0.305779 0.00133338 5.73004e+08 2.3101e+06 0 1.29157e+09 0 0.366393 0.000199639 0.367957 0.0636547 0.0690483 0.502257 0.000158317 0.503631 0.0518484 0.0541743 0.602394 0.000132978 0.614881 0.0292273 0.0581319 119400
196.849 0.488529 0.00205457 1.07091e+09 4.46805e+06 7.90825e+08 1.34692e+09 7.90825e+08 0.332931 0.000256707 0.333586 0.0584359 0.0621209 0.446987 0.0002437 0.444791 0.0599022 0.0547733 0.558535 0.000265615 0.567507 0.0585973 0.0779733 59194
247.737 0.669533 0.00277536 1.60545e+09 7.67901e+06 1.29157e+09 1.67371e+09 9.03111e+08 0.290734 0.000338539 0.289003 0.0567341 0.0558452 0.392216 0.00036837 0.388314 0.0636649 0.0557141 0.512293 0.00047301 0.51442 0.0880545 0.0877325 28726
311.783 0.813815 0.00332104 2.053e+09 1.23728e+07 1.79167e+09 1.80447e+09 1.16768e+09 0.254315 0.000446312 0.251086 0.0534434 0.0483225 0.345924 0.000532 0.341974 0.0628177 0.0561538 0.46632 0.000749856 0.46391 0.0977663 0.0895453 13739
392.615 0.896941 0.00380819 2.26565e+09 1.88046e+07 2.04105e+09 1.85015e+09 1.25022e+09 0.225444 0.000579283 0.221853 0.0471032 0.0416127 0.310443 0.000730809 0.307486 0.0565807 0.0541666 0.429037 0.00105891 0.427454 0.0837497 0.0837403 6375
493.086 0.945006 0.0044102 2.15998e+09 2.72266e+07 1.87487e+09 1.64096e+09 1.08404e+09 0.206144 0.000746358 0.201548 0.0426919 0.0321619 0.286997 0.0009848 0.284828 0.0501708 0.0472995 0.410031 0.00142114 0.410168 0.067028 0.0714926 2673
618.556 0.953804 0.00632037 2.05792e+09 3.92673e+07 1.79167e+09 1.56288e+09 9.57369e+08 0.190926 0.00103929 0.188102 0.0322986 0.028797 0.273131 0.0014152 0.270667 0.0475352 0.0429965 0.399084 0.00189731 0.400097 0.057955 0.0606565 1104
777.047 0.960836 0.0099252 1.79121e+09 6.17925e+07 1.54178e+09 1.4879e+09 8.34385e+08 0.181011 0.00155519 0.178938 0.0292109 0.0281415 0.260525 0.00218358 0.257128 0.0382889 0.0358927 0.392503 0.0033746 0.390966 0.0599043 0.0571069 383
959.625 0.988506 0.0114943 1.29582e+09 9.91084e+07 1.20812e+09 8.32925e+08 7.50856e+08 0.17419 0.00244337 0.174715 0.0203032 0.0250191 0.260141 0.00412014 0.255385 0.0426015 0.0326925 0.404204 0.00582377 0.406054 0.0402069 0.0527866 87
1189.75 0.956522 0.0434783 1.29042e+09 1.73484e+08 1.20812e+09 1.08161e+09 5.84132e+08 0.17066 0.00390509 0.166348 0.0242805 0.0142935 0.249349 0.00569068 0.244729 0.034392 0.020728 0.40099 0.00949711 0.403527 0.0425141 0.0328472 23
1618.4 1 0 9.99464e+08 4.17323e+07 1.0412e+09 0 8.34645e+07 0.160634 0.00737929 0.168013 0 0.0147586 0.230432 0.0233697 0.253802 0 0.0467394 0.419347 0.0371686 0.456516 0 0.0743372 2
