#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.34146e+07 0.0220888 0.0223289 0.00231473 0 0 0 0.0533167 0.000907797 0.0388804 0.0586418 0.030815 4165
1.60032e+08 0.0261122 0.0264346 0.00291669 0 0 0 0.0633692 0.00115356 0.0405087 0.0748461 0.0323931 3102
2.52808e+08 0.0394667 0.04 0.00324457 0 0 0 0.0691309 0.00111458 0.051456 0.0778018 0.0432888 3750
3.99075e+08 0.0395493 0.0400092 0.00300751 0 0 0 0.0781252 0.00111725 0.0552753 0.0888309 0.0467855 4349
6.34215e+08 0.0561977 0.0571941 0.00333845 0 0 0 0.0849989 0.0011221 0.059271 0.0980893 0.0503915 5018
1.00238e+09 0.069131 0.071619 0.00357294 0 0 0 0.0970661 0.00119573 0.0698273 0.109278 0.0471838 5627
1.59111e+09 0.0884045 0.0899738 0.00385057 0 0 0 0.110752 0.0012896 0.083945 0.119704 0.0608439 5735
2.52029e+09 0.103465 0.106772 0.0040079 0 0 0 0.126913 0.00141173 0.0980489 0.13658 0.0746996 6350
3.98749e+09 0.12265 0.125933 0.00417207 0 0 0 0.142812 0.00149821 0.111359 0.147927 0.0870317 6702
6.35246e+09 0.148219 0.15461 0.00441749 0 0 0 0.165217 0.00157311 0.130941 0.169249 0.0929521 7354
1.00448e+10 0.18098 0.189148 0.00445026 0 1 0 0.191917 0.00164123 0.154936 0.198313 0.114678 8570
1.59463e+10 0.219405 0.230958 0.00453262 0 1 0 0.224546 0.00167635 0.190027 0.213444 0.135939 9781
2.51687e+10 0.256483 0.272649 0.00447207 0 1 0 0.250863 0.00160356 0.21918 0.222358 0.149453 11568
3.98984e+10 0.280026 0.302987 0.00454912 0 1 0 0.274436 0.00159125 0.249346 0.223495 0.165528 12456
6.24958e+10 0.281377 0.306443 0.00481998 0 1 0 0.306625 0.00171238 0.287035 0.221474 0.176267 11330
9.75135e+10 0.258747 0.278523 0.00578076 0 1 0 0.339746 0.00227613 0.322092 0.239172 0.195228 7231
1.52116e+11 0.211231 0.221025 0.00792714 0 1 0 0.399777 0.00362897 0.403889 0.21649 0.232695 3063
2.3571e+11 0.187586 0.194483 0.0153438 0 1 0 0.492157 0.00769914 0.52355 0.18958 0.264458 725
3.71181e+11 0.0909091 0.0909091 0.0308211 0 0 0 0.60999 0.0173354 0.64205 0.132297 0.187403 88
5.55885e+11 0 0 0 0 0 0 0.796522 0.0523388 0.84886 0 0.104678 2
