#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.2505 0.000405445 0.000413034 7.76105e-06 0 0 0 0.000129589 1.48768e-06 0 0 0 7115640
62.0757 0.000111808 0.00011222 6.81629e-06 0 0 0 8.69427e-05 1.50147e-06 0 0 0 2432732
78.6677 0.000784118 0.000786664 2.59108e-05 0 0 0 0.000589298 5.80859e-06 0 0 0 1178394
98.5921 0.00612456 0.00616241 0.000101007 0 0 0 0.00347137 2.15336e-05 0 0 0 607717
124.165 0.0289925 0.0294739 0.000318869 0 0 0 0.014182 7.01034e-05 0 0.0244816 0 290868
156.322 0.0920008 0.094503 0.000805985 0 0 0 0.0431037 0.000190109 0 0.101424 0 139477
196.767 0.181817 0.189845 0.00159329 0 1 0 0.0970948 0.000416322 0.0598983 0.147804 0.0598983 67018
247.569 0.241104 0.255822 0.00264864 0 1 0 0.16877 0.000775832 0.143296 0.171605 0.120878 31389
311.333 0.219445 0.231871 0.00377865 0 1 0 0.228913 0.00128581 0.210295 0.184053 0.143918 14245
391.816 0.17312 0.17952 0.00506657 0 1 0 0.251146 0.00200225 0.229624 0.187957 0.14412 6250
492.366 0.12703 0.129113 0.0069704 0 0 0 0.243886 0.00307573 0.222146 0.169353 0.127981 2401
617.398 0.124419 0.126744 0.0115872 0 0 0 0.218851 0.00458357 0.204087 0.144675 0.124025 860
779.955 0.127341 0.131086 0.0213627 0 0 0 0.207006 0.008074 0.181705 0.158468 0.102436 267
958.713 0.0909091 0.0909091 0.0438403 0 0 0 0.145116 0.0128304 0.123703 0.11045 0.0605699 44
1159.53 0.333333 0.333333 0.333333 0 1 0 0.126958 0.0535368 0.163976 0.0314834 0.142537 3
1455.08 0 0 0 0 0 0 0.128515 0.121193 0.249708 0 0.242386 2
