#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.86228e+07 0.00410445 0.00414827 0.000143319 0 0 0 0.00257429 3.39263e-05 0 0 0 205387
1.57295e+08 0.00786436 0.00796056 0.000311895 0 0 0 0.00471666 7.51296e-05 0 0 0 83160
2.49013e+08 0.0132244 0.0133434 0.000446528 0 0 0 0.00736107 0.00010835 0 0 0 67224
3.93896e+08 0.0199513 0.0203102 0.000624103 0 0 0 0.0111025 0.000153755 0 0.0147168 0 52929
6.24448e+08 0.0290388 0.0296196 0.000850682 0 0 0 0.0161099 0.000219469 0 0.0285453 0 41324
9.89998e+08 0.0419327 0.0429244 0.00115531 0 0 0 0.0233532 0.000310907 0 0.0453689 0 32266
1.57183e+09 0.0603486 0.0620955 0.00156661 0 0 0 0.033264 0.000440861 0 0.0729994 0 25187
2.49084e+09 0.0800832 0.0825084 0.00199677 0 0 0 0.0449729 0.000586657 0 0.103961 0 20204
3.95352e+09 0.10932 0.114094 0.00261918 0 0 0 0.0615724 0.000784899 0.0141209 0.130204 0.0141209 16127
6.28088e+09 0.143123 0.150197 0.00324947 0 0 0 0.0812176 0.00103146 0.0253845 0.158225 0.0253845 13429
9.96429e+09 0.17858 0.186617 0.00377231 0 1 0 0.109795 0.00129435 0.0520268 0.193897 0.0520268 11821
1.57525e+10 0.214918 0.229569 0.00443518 0 1 0 0.134663 0.00152425 0.0743775 0.220802 0.0743775 10511
2.49511e+10 0.250654 0.26908 0.00505321 0 1 0 0.166075 0.00179761 0.113347 0.23285 0.113347 9172
3.94792e+10 0.265372 0.288011 0.00580371 0 1 0 0.199619 0.00213158 0.152838 0.251857 0.144348 7465
6.2012e+10 0.275322 0.304063 0.00733088 0 1 0 0.228034 0.00269038 0.190527 0.253837 0.167105 5045
9.69922e+10 0.270601 0.292502 0.00966363 0 1 0 0.247949 0.00378042 0.215871 0.249757 0.185542 2694
1.51368e+11 0.235644 0.249505 0.0145965 0 1 0 0.269123 0.00637278 0.241911 0.261209 0.202285 1010
2.35873e+11 0.22449 0.229592 0.0309742 0 1 0 0.287436 0.0158687 0.257837 0.290023 0.206286 196
3.70311e+11 0.0526316 0.0526316 0.0526316 0 0 0 0.309079 0.0570292 0.266452 0.292984 0.243103 19
5.70092e+11 0 0 0 0 0 0 0.295856 0.295856 0.591712 0 0.591712 2
