#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.03367e+07 0.187288 0.211927 0.00261932 0 1 0 0.0728448 0.00044738 0.0481327 0.0841648 0.0352207 32063
1.58982e+08 0.23894 0.285931 0.00415263 0 1 0 0.0917957 0.000690481 0.0639614 0.106884 0.0505838 17812
2.52243e+08 0.2921 0.3479 0.0041832 0 1 0 0.102878 0.000679454 0.0746804 0.113672 0.0535376 20000
3.98101e+08 0.310727 0.37864 0.00426688 0 1 0 0.109625 0.000676194 0.0819548 0.119269 0.0605437 21292
6.30546e+08 0.350186 0.435209 0.00456311 0 1 0 0.119248 0.000709712 0.0910254 0.126843 0.0680987 21006
9.97525e+08 0.378587 0.484053 0.00495674 0 1 0 0.130939 0.000784017 0.101084 0.138182 0.0715435 20035
1.58104e+09 0.421975 0.554654 0.00536795 0 1 0 0.142639 0.000840807 0.112789 0.145776 0.0817487 19340
2.50927e+09 0.461505 0.618111 0.00571366 0 1 0 0.158621 0.000924717 0.127677 0.157221 0.0893135 18652
3.98577e+09 0.50062 0.69842 0.00609491 1 1 1 0.176096 0.000988447 0.147128 0.163358 0.100779 18539
6.31179e+09 0.55312 0.797313 0.00646527 1 1 1 0.197941 0.00107416 0.166884 0.177637 0.111095 18383
1.00252e+10 0.60295 0.91049 0.00677766 1 1 1 0.22785 0.00116079 0.19941 0.18971 0.12912 18713
1.58651e+10 0.656634 1.0267 0.00686109 1 1 1 0.261353 0.00122727 0.231758 0.209426 0.143992 19702
2.51658e+10 0.711342 1.16931 0.00703364 1 1 1 0.30593 0.00129362 0.281361 0.223758 0.16919 20578
3.97123e+10 0.754982 1.28309 0.00725314 1 1 1 0.357793 0.00137768 0.341153 0.230768 0.193389 20121
6.25051e+10 0.782151 1.35259 0.00787639 1 1 1 0.411164 0.00151577 0.402321 0.226972 0.205062 17099
9.81612e+10 0.773824 1.32695 0.00929891 1 1 1 0.4771 0.00181504 0.485873 0.20527 0.230299 12057
1.53736e+11 0.719419 1.20653 0.012947 1 1 1 0.563871 0.00240415 0.585937 0.180134 0.233596 6401
2.43754e+11 0.637205 1.00788 0.0181206 1 1 1 0.661196 0.00311018 0.699059 0.123326 0.212645 2919
3.8054e+11 0.472666 0.682927 0.02543 0 1 0 0.755838 0.00350532 0.784164 0.0793544 0.137928 1189
6.0489e+11 0.371274 0.490515 0.0383984 0 1 0 0.815996 0.00448194 0.836199 0.0545695 0.0929815 369
9.52998e+11 0.224719 0.258427 0.0542572 0 1 0 0.853913 0.0058613 0.867357 0.0332778 0.0567786 89
1.453e+12 0.2 0.3 0.213437 0 1 0 0.883393 0.010978 0.893158 0.0266307 0.0599023 10
