#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.0947 5.03256e-05 2.84905e-06 675678 9700.62 0 0 0 0.359964 4.36828e-05 0.359149 0.112541 0.12016 0.51385 3.36023e-05 0.52601 0.0653914 0.0853487 0.630651 1.30262e-05 0.639286 0.0160261 0.0320355 6199633
62.3588 0.000118391 7.94544e-06 1.75973e+06 26562.2 0 0 0 0.287033 6.81504e-05 0.278112 0.102899 0.0885001 0.501161 5.63791e-05 0.511835 0.0610883 0.0810197 0.632864 1.80519e-05 0.638891 0.0147637 0.0265243 1875137
78.5252 0.000648497 2.61628e-05 1.11485e+07 100546 0 0 0 0.291873 9.49728e-05 0.284694 0.100524 0.0895496 0.513215 6.36329e-05 0.518956 0.053136 0.0637684 0.633635 2.32139e-05 0.638931 0.0140294 0.024227 946804
98.5134 0.00204977 6.62959e-05 5.14096e+07 324614 0 0 0 0.324657 0.000130271 0.322486 0.0893179 0.089788 0.525492 8.21588e-05 0.530235 0.0491624 0.058859 0.634787 3.47722e-05 0.640876 0.0130724 0.0243843 465417
123.87 0.00517783 0.000157955 1.63987e+08 902863 0 4.12975e+08 0 0.369102 0.000175936 0.369123 0.0772233 0.0788604 0.538304 0.000110461 0.541713 0.0446766 0.0508614 0.632092 6.13025e-05 0.63994 0.0142425 0.0292958 206457
155.693 0.0122571 0.00037994 4.15821e+08 2.26064e+06 0 9.96637e+08 0 0.376502 0.000238453 0.376716 0.0649059 0.0670079 0.509335 0.0001881 0.509293 0.0538299 0.0538487 0.609066 0.000153196 0.622054 0.0260316 0.055962 83870
195.602 0.0242628 0.000873987 8.6125e+08 5.40292e+06 6.22628e+08 1.12408e+09 6.22628e+08 0.345581 0.000368989 0.344592 0.0619364 0.0617517 0.458571 0.000364668 0.453826 0.0687103 0.0579409 0.572228 0.00038982 0.589466 0.0505115 0.0945816 30994
245.421 0.0482364 0.00214803 1.45793e+09 1.23807e+07 1.15318e+09 1.63107e+09 8.20824e+08 0.309325 0.000634685 0.307187 0.0629213 0.0605181 0.415473 0.000772557 0.404163 0.0891988 0.0616499 0.545776 0.000911299 0.568127 0.0705128 0.131914 9951
309.021 0.107881 0.00580707 2.27484e+09 2.96192e+07 1.99692e+09 2.13262e+09 1.37293e+09 0.277598 0.00115531 0.273905 0.0615952 0.0559205 0.391093 0.00175644 0.373724 0.119553 0.0729177 0.530457 0.0020084 0.560153 0.0794222 0.16049 2855
388.464 0.158442 0.0131678 2.99142e+09 6.73206e+07 2.86621e+09 2.27791e+09 2.03191e+09 0.255481 0.00223947 0.250467 0.0602444 0.0542877 0.389706 0.00409377 0.364329 0.162406 0.087321 0.535791 0.00397914 0.56386 0.080346 0.151971 770
488.081 0.269036 0.0316756 3.93312e+09 1.34863e+08 4.29638e+09 1.56657e+09 2.83798e+09 0.23761 0.00409064 0.226609 0.0672726 0.040542 0.387897 0.00882656 0.356487 0.189846 0.0963978 0.538908 0.00759972 0.566157 0.074977 0.139855 197
609.418 0.333333 0.0559454 5.15635e+09 1.93359e+08 5.79318e+09 6.74324e+08 1.95745e+09 0.237226 0.00787465 0.225978 0.0710026 0.0458938 0.440645 0.013706 0.467138 0.0990989 0.141474 0.564228 0.0102934 0.596162 0.0472398 0.135769 72
775.861 0.391304 0.104051 5.67571e+09 3.90267e+08 6.4675e+09 5.57071e+08 2.63177e+09 0.245538 0.0139479 0.221826 0.113135 0.0436861 0.453417 0.0215936 0.472672 0.083795 0.125755 0.565597 0.018786 0.593955 0.0511397 0.137458 23
949.279 0.8 0.2 5.24502e+09 1.23158e+09 6.59567e+09 4.87529e+08 6.05506e+09 0.187459 0.0164936 0.187204 0.0370596 0.0520452 0.470889 0.0506355 0.460264 0.127364 0.161253 0.604865 0.0272055 0.601304 0.064876 0.0676237 5
1133.07 0.5 0.5 4.32893e+09 3.03737e+09 7.3663e+09 0 6.07473e+09 0.28368 0.087014 0.370694 0 0.174028 0.419566 0.00216265 0.421728 0 0.0043253 0.607203 0.00254545 0.609749 0 0.00509089 2
