#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.96752e+07 7.06094e+08 3.22244e+06 5.65192e+08 5.00077e+08 2.15948e+08 2.15062e+09 1.02726e+07 1.74201e+09 1.90202e+09 1.02505e+09 21158
1.58261e+08 7.38553e+08 4.67618e+06 5.7795e+08 5.59188e+08 2.26304e+08 2.28619e+09 1.46649e+07 1.85802e+09 2.02994e+09 1.02889e+09 11180
2.51674e+08 7.56378e+08 4.78317e+06 5.84075e+08 5.81907e+08 2.31239e+08 2.38033e+09 1.48238e+07 1.97444e+09 2.03592e+09 1.14531e+09 11699
3.98828e+08 7.87387e+08 5.09504e+06 5.93776e+08 6.1622e+08 2.39774e+08 2.43644e+09 1.49448e+07 1.97444e+09 2.15859e+09 1.14531e+09 12228
6.31167e+08 8.22142e+08 5.23875e+06 6.05944e+08 6.78794e+08 2.48554e+08 2.55515e+09 1.54194e+07 2.09125e+09 2.2879e+09 1.26213e+09 12657
9.99301e+08 8.32748e+08 5.32234e+06 6.14608e+08 6.95201e+08 2.57217e+08 2.62356e+09 1.57022e+07 2.20847e+09 2.2941e+09 1.37934e+09 12693
1.58476e+09 8.90167e+08 5.93199e+06 6.76918e+08 7.3637e+08 3.17376e+08 2.67342e+09 1.62308e+07 2.20847e+09 2.41775e+09 1.37934e+09 12751
2.51083e+09 9.19336e+08 6.04948e+06 6.99664e+08 7.80831e+08 3.37049e+08 2.73806e+09 1.64726e+07 2.20847e+09 2.54162e+09 1.37211e+09 13020
3.9767e+09 9.76433e+08 6.46847e+06 7.24166e+08 8.55415e+08 3.57836e+08 2.73785e+09 1.68464e+07 2.20847e+09 2.66568e+09 1.37934e+09 13026
6.30923e+09 1.0281e+09 7.06867e+06 7.38727e+08 9.30862e+08 3.6918e+08 2.78777e+09 1.70273e+07 2.32608e+09 2.67231e+09 1.49696e+09 13116
9.98027e+09 1.11015e+09 7.70756e+06 8.22755e+08 1.01081e+09 4.28051e+08 2.78311e+09 1.71223e+07 2.20847e+09 2.78993e+09 1.37934e+09 13278
1.58215e+10 1.21154e+09 8.57956e+06 8.75219e+08 1.14259e+09 4.58013e+08 2.75405e+09 1.73176e+07 2.20847e+09 2.66568e+09 1.37934e+09 13041
2.50018e+10 1.31626e+09 9.71499e+06 9.48454e+08 1.24667e+09 4.91987e+08 2.64882e+09 1.73699e+07 2.09125e+09 2.55436e+09 1.26213e+09 12365
3.94814e+10 1.47812e+09 1.20238e+07 1.05835e+09 1.50131e+09 5.88701e+08 2.50241e+09 1.85417e+07 1.97444e+09 2.40471e+09 1.14531e+09 10407
6.17927e+10 1.68676e+09 1.64823e+07 1.21316e+09 1.70412e+09 7.18164e+08 2.27637e+09 2.06976e+07 1.74201e+09 2.14595e+09 1.02505e+09 7186
9.66341e+10 1.82038e+09 2.42304e+07 1.33441e+09 1.88601e+09 7.69217e+08 2.1117e+09 2.69827e+07 1.62642e+09 2.01761e+09 9.0946e+08 3676
1.52378e+11 2.16405e+09 4.5454e+07 1.64322e+09 2.24199e+09 9.68911e+08 1.83278e+09 4.09001e+07 1.39649e+09 1.71848e+09 7.91253e+08 1284
2.38554e+11 2.38589e+09 8.99674e+07 2.02994e+09 2.22602e+09 1.31298e+09 1.4541e+09 5.73931e+07 1.20338e+09 1.00509e+09 7.09436e+08 336
3.81788e+11 2.60429e+09 1.66509e+08 2.60318e+09 1.61181e+09 1.77405e+09 1.31549e+09 1.02792e+08 1.02889e+09 1.07623e+09 5.34951e+08 84
5.94578e+11 3.28262e+09 4.30866e+08 3.39402e+09 1.33643e+09 2.31878e+09 1.04528e+09 1.94236e+08 8.29125e+08 9.12884e+08 3.35182e+08 11
1.03145e+12 2.27668e+09 8.18424e+08 2.33871e+09 1.32348e+09 1.50959e+09 6.6594e+08 1.75819e+08 7.1696e+08 2.24775e+08 3.77834e+08 3
