#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
9.41226e+09 0.0376569 0.0449791 0.00776624 0 0 0 0.0576818 0.00303024 0.028218 0.0645737 0.0222032 956
1.63303e+10 0.0281002 0.0287111 0.00421811 0 0 0 0.0464835 0.00162342 0.0278264 0.0501104 0.0221013 1637
2.57025e+10 0.057107 0.0586759 0.00428031 0 0 0 0.0571398 0.00124515 0.0370179 0.065492 0.0312928 3187
4.04991e+10 0.0746189 0.0785183 0.00376946 0 0 0 0.0669078 0.000955197 0.0462427 0.0766616 0.0376718 5642
6.39886e+10 0.102263 0.107425 0.00341932 0 0 0 0.0804895 0.000851121 0.0573407 0.0918831 0.0417259 9104
1.00566e+11 0.140835 0.152455 0.00366016 0 0 0 0.0951098 0.000835301 0.0681029 0.106738 0.0521863 11446
1.58857e+11 0.183637 0.201764 0.00403387 0 1 0 0.117144 0.000930864 0.0887967 0.125346 0.0629484 12247
2.50803e+11 0.244694 0.27439 0.00468539 0 1 0 0.143706 0.00104683 0.117834 0.137913 0.0817601 11921
3.95553e+11 0.309966 0.354298 0.00539076 0 1 0 0.177884 0.00121868 0.151965 0.155876 0.105017 11098
6.26127e+11 0.363763 0.427931 0.00637335 0 1 0 0.2192 0.00147601 0.197361 0.171759 0.122621 9366
9.92181e+11 0.399047 0.472479 0.00734313 0 1 0 0.261606 0.00176251 0.244085 0.182279 0.145971 7558
1.56429e+12 0.442259 0.526525 0.00881397 0 1 0 0.306137 0.00213145 0.298013 0.178762 0.160826 5542
2.47082e+12 0.415664 0.497568 0.0104507 0 1 0 0.349665 0.00259484 0.3469 0.171971 0.172159 3907
3.92773e+12 0.386442 0.455764 0.0123158 0 1 0 0.383631 0.00330926 0.378448 0.187126 0.172644 2611
6.18083e+12 0.345923 0.401679 0.0146267 0 1 0 0.406457 0.00408167 0.40468 0.181415 0.177221 1668
9.8062e+12 0.292027 0.334294 0.0172905 0 1 0 0.430725 0.0051596 0.431198 0.176391 0.184974 1041
1.58017e+13 0.262712 0.29322 0.0214757 0 1 0 0.40859 0.00671014 0.399935 0.183756 0.157226 590
2.47206e+13 0.269737 0.292763 0.0292753 0 1 0 0.415347 0.0090245 0.400343 0.18409 0.143974 304
3.84331e+13 0.248175 0.270073 0.0420896 0 1 0 0.400434 0.0130337 0.392337 0.16276 0.166878 137
5.99998e+13 0.197531 0.197531 0.044513 0 1 0 0.382318 0.0170309 0.398523 0.147349 0.213142 81
9.53009e+13 0.190476 0.190476 0.0878052 0 1 0 0.394629 0.0350019 0.418778 0.163926 0.204426 21
1.58301e+14 0.0769231 0.0769231 0.0769231 0 0 0 0.371512 0.0437752 0.362989 0.083227 0.119784 13
2.50147e+14 1 1 1 1 0 0 0.174386 0.174386 0.174386 0 0 1
3.68824e+14 0 0 0 0 0 0 0.234931 0.234931 0.234931 0 0 1
