#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
9.32098e+07 7.44807e+08 1.31037e+08 5.69081e+08 5.98394e+08 2.3552e+08 1.47839e+09 3.11611e+08 1.12466e+09 1.74155e+09 5.00674e+08 13
1.74559e+08 7.18995e+08 8.7965e+07 7.50476e+08 3.22676e+08 3.39307e+08 1.38837e+09 2.0227e+08 1.54178e+09 6.65142e+08 1.20794e+09 12
2.56477e+08 6.16341e+08 6.01327e+07 5.8017e+08 2.53503e+08 2.46324e+08 1.17759e+09 1.61566e+08 1.0412e+09 1.08283e+09 5.00587e+08 18
3.92758e+08 7.15214e+08 7.74186e+07 6.67602e+08 2.9013e+08 2.10338e+08 1.26168e+09 1.54712e+08 1.20812e+09 7.49868e+08 5.00725e+08 16
6.52538e+08 9.27297e+08 1.10488e+08 7.07395e+08 1.00103e+09 2.90385e+08 1.04769e+09 1.38252e+08 7.50958e+08 9.05497e+08 2.93695e+08 23
1.02703e+09 9.58249e+08 1.18111e+08 7.38727e+08 1.08629e+09 3.2252e+08 1.24845e+09 1.80924e+08 9.1326e+08 9.6161e+08 3.72651e+08 29
1.59203e+09 9.89177e+08 1.31146e+08 7.90825e+08 7.92956e+08 3.74908e+08 1.34879e+09 1.6846e+08 9.97441e+08 1.29229e+09 4.56831e+08 33
2.5083e+09 1.01228e+09 9.67365e+07 9.99364e+08 4.59039e+08 5.421e+08 1.47928e+09 1.96496e+08 1.12466e+09 1.57748e+09 5.84053e+08 31
4.08814e+09 1.05921e+09 1.31885e+08 8.74274e+08 5.54669e+08 3.97345e+08 1.48364e+09 1.58069e+08 1.20812e+09 1.08161e+09 5.00725e+08 38
6.20467e+09 1.23448e+09 1.1677e+08 1.12466e+09 9.47282e+08 7.2783e+08 1.52709e+09 1.59964e+08 1.12466e+09 1.38039e+09 5.84053e+08 47
1.04177e+10 1.07477e+09 1.2233e+08 7.07395e+08 1.00103e+09 3.08116e+08 1.46189e+09 1.37226e+08 1.12466e+09 1.47486e+09 5.40531e+08 53
1.60576e+10 1.44669e+09 1.21636e+08 1.15143e+09 1.33933e+09 5.27445e+08 1.57972e+09 1.21207e+08 1.375e+09 1.2449e+09 7.51009e+08 74
2.47868e+10 1.26425e+09 1.15735e+08 7.90825e+08 1.82907e+09 3.33561e+08 1.40765e+09 1.13877e+08 1.09308e+09 1.27936e+09 5.52469e+08 82
4.03957e+10 1.59423e+09 1.18564e+08 1.375e+09 1.32714e+09 6.67602e+08 1.61794e+09 1.24415e+08 1.5278e+09 1.00973e+09 9.48261e+08 74
6.34474e+10 1.8961e+09 1.39901e+08 1.82705e+09 1.35834e+09 1.15947e+09 1.54016e+09 1.22948e+08 1.31949e+09 1.21804e+09 6.12097e+08 64
9.89022e+10 1.69769e+09 2.19312e+08 1.375e+09 9.97441e+08 6.24141e+08 1.41376e+09 1.99983e+08 1.20812e+09 8.92903e+08 6.24066e+08 26
1.5159e+11 9.72934e+08 2.63457e+08 6.67396e+08 4.57266e+08 2.52147e+08 1.76529e+09 4.54814e+08 9.57732e+08 2.86125e+09 4.58467e+08 13
2.38276e+11 3.75611e+09 3.75611e+09 3.75611e+09 0 0 7.84001e+08 7.84001e+08 7.84001e+08 0 0 1
