#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.02e+07 7.50848e+08 2.72201e+06 5.80006e+08 5.81931e+08 2.2836e+08 2.14902e+09 7.86774e+06 1.74201e+09 1.90202e+09 1.02505e+09 36074
1.59076e+08 8.15403e+08 4.17085e+06 6.02658e+08 6.73179e+08 2.48657e+08 2.27204e+09 1.09248e+07 1.85802e+09 2.02994e+09 1.02889e+09 20368
2.52536e+08 8.59973e+08 4.09725e+06 6.65623e+08 6.98453e+08 3.08232e+08 2.36756e+09 1.05159e+07 1.97444e+09 2.03592e+09 1.14531e+09 23638
3.98124e+08 8.95559e+08 4.30086e+06 6.79528e+08 7.38366e+08 3.21047e+08 2.45854e+09 1.06488e+07 1.97444e+09 2.28152e+09 1.14531e+09 25547
6.29969e+08 9.26697e+08 4.40635e+06 6.9722e+08 7.88798e+08 3.34605e+08 2.54595e+09 1.09612e+07 2.09125e+09 2.2879e+09 1.26213e+09 25741
9.97489e+08 9.49168e+08 4.71637e+06 7.0445e+08 8.18922e+08 3.42832e+08 2.652e+09 1.17004e+07 2.20847e+09 2.41775e+09 1.37934e+09 24652
1.5841e+09 1.00128e+09 5.1989e+06 7.20099e+08 9.0632e+08 3.54653e+08 2.74114e+09 1.2405e+07 2.20847e+09 2.66568e+09 1.37934e+09 23758
2.50804e+09 1.02072e+09 5.38304e+06 7.33444e+08 9.20584e+08 3.66267e+08 2.82143e+09 1.29454e+07 2.32608e+09 2.67231e+09 1.49696e+09 23099
3.97392e+09 1.0787e+09 5.80904e+06 8.00274e+08 9.51335e+08 4.2934e+08 2.87764e+09 1.36224e+07 2.32608e+09 2.77602e+09 1.49696e+09 22284
6.29235e+09 1.12666e+09 6.40294e+06 8.14837e+08 1.04318e+09 4.34574e+08 2.9357e+09 1.42137e+07 2.32608e+09 2.94205e+09 1.46396e+09 21580
9.97702e+09 1.22083e+09 7.20582e+06 8.52577e+08 1.18334e+09 4.35876e+08 2.9703e+09 1.46529e+07 2.44409e+09 2.88655e+09 1.61496e+09 21026
1.57974e+10 1.3294e+09 8.16038e+06 9.36049e+08 1.29238e+09 4.86503e+08 2.99315e+09 1.54186e+07 2.32608e+09 3.06702e+09 1.49696e+09 20129
2.49509e+10 1.47096e+09 9.69849e+06 1.03647e+09 1.47842e+09 5.71639e+08 2.87907e+09 1.59555e+07 2.20847e+09 3.05967e+09 1.37934e+09 18229
3.94309e+10 1.66914e+09 1.24045e+07 1.15369e+09 1.77218e+09 6.736e+08 2.77372e+09 1.76564e+07 2.09125e+09 2.90714e+09 1.26213e+09 14802
6.17758e+10 2.00569e+09 1.80242e+07 1.38435e+09 2.26601e+09 8.21332e+08 2.56098e+09 2.06265e+07 1.85802e+09 2.7682e+09 1.14106e+09 9962
9.64802e+10 2.38963e+09 3.06025e+07 1.60304e+09 2.94814e+09 1.01114e+09 2.31756e+09 2.69662e+07 1.74201e+09 2.26835e+09 1.02505e+09 4874
1.51696e+11 3.09095e+09 6.45829e+07 2.1122e+09 3.95448e+09 1.39524e+09 2.00917e+09 4.15397e+07 1.39649e+09 2.12603e+09 7.91253e+08 1645
2.38133e+11 4.21342e+09 1.5405e+08 3.52252e+09 4.85558e+09 2.69339e+09 1.56432e+09 6.45076e+07 1.16825e+09 1.42935e+09 6.74308e+08 424
3.79699e+11 5.48806e+09 3.64157e+08 5.18518e+09 4.72068e+09 4.1304e+09 1.30598e+09 9.5468e+07 1.02889e+09 1.29719e+09 5.34951e+08 94
5.99135e+11 7.56124e+09 7.56759e+08 8.70145e+09 1.5712e+09 4.81348e+09 1.01582e+09 1.63856e+08 8.29125e+08 9.12884e+08 3.35182e+08 14
9.592e+11 5.69421e+09 1.93264e+09 4.25596e+09 7.17796e+09 3.42684e+09 9.73463e+08 3.03002e+08 7.1696e+08 1.25748e+09 3.77834e+08 5
