#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.21788e+09 0.00819283 0.00864481 4.87604e-05 0 0 0 0.00131237 5.45779e-06 0 0 0 4006795
1.56963e+10 0.0143967 0.0152969 9.56793e-05 0 0 0 0.00214552 9.77574e-06 0 0 0 1852922
2.47566e+10 0.0245809 0.0267085 0.000150728 0 0 0 0.00378953 1.637e-05 0 0 0 1344216
3.91547e+10 0.0441486 0.0492653 0.000248367 0 0 0 0.00705736 2.89353e-05 0 0 0 938875
6.21097e+10 0.0796797 0.0921374 0.000416331 0 0 0 0.0133186 5.14164e-05 0 0.0178155 0 642497
9.85029e+10 0.132438 0.157271 0.000658234 0 0 0 0.0229777 8.51596e-05 0 0.0432259 0 435644
1.56065e+11 0.206603 0.253954 0.00101217 0 1 0 0.0371971 0.000135032 0 0.0796009 0 291734
2.47266e+11 0.306809 0.39226 0.00150236 0 1 0 0.0576102 0.00020578 0.0174902 0.108354 0.0174902 194277
3.91798e+11 0.438498 0.594727 0.00219431 0 1 0 0.0887496 0.000309929 0.0463631 0.140315 0.0463631 128158
6.20928e+11 0.574173 0.839238 0.00305184 1 1 1 0.13042 0.000450023 0.0912594 0.168128 0.082439 85462
9.83987e+11 0.702944 1.12279 0.00412932 1 1 1 0.186491 0.000639397 0.154129 0.188702 0.118652 55801
1.5571e+12 0.798907 1.39867 0.00540787 1 1 1 0.253725 0.000863037 0.232985 0.196694 0.152533 36411
2.46709e+12 0.853928 1.60651 0.00678982 2 1 1 0.332744 0.00111202 0.323936 0.195443 0.177595 24481
3.92245e+12 0.871286 1.69946 0.00859835 2 1 1 0.415802 0.00140236 0.420706 0.180166 0.193592 15818
6.1923e+12 0.855209 1.65176 0.0108781 2 1 1 0.502735 0.00169441 0.517735 0.161103 0.198075 10194
9.82742e+12 0.805169 1.48745 0.0136119 1 2 1 0.581425 0.00195918 0.601768 0.140902 0.183499 6616
1.56309e+13 0.738498 1.28391 0.0165051 1 1 1 0.644854 0.00223858 0.669986 0.115381 0.16695 4195
2.46545e+13 0.652973 1.04851 0.0198376 1 1 1 0.698497 0.0025354 0.724939 0.0941708 0.150456 2556
3.91582e+13 0.555762 0.8228 0.0228167 1 1 1 0.744032 0.0027895 0.766032 0.0792418 0.122132 1614
6.16426e+13 0.471562 0.680455 0.0280746 0 1 0 0.780921 0.00299086 0.802973 0.0614309 0.106781 967
9.72573e+13 0.39633 0.515596 0.0309565 0 1 0 0.798844 0.00417232 0.819642 0.0564945 0.0973657 545
1.54221e+14 0.379939 0.468085 0.0372724 0 1 0 0.825566 0.00433397 0.839991 0.049444 0.0779427 329
2.44855e+14 0.371951 0.445122 0.049123 0 1 0 0.834909 0.00564478 0.852306 0.0444381 0.0793499 164
3.84772e+14 0.304348 0.391304 0.080539 0 1 0 0.828588 0.00933195 0.844198 0.0525883 0.0778677 69
6.06322e+14 0.255814 0.302326 0.0850697 0 1 0 0.870884 0.00666799 0.872968 0.0398385 0.0436456 43
8.75563e+14 0.25 0.25 0.25 0 1 0 0.854126 0.00768782 0.856539 0.0162246 0.0211383 4
1.74499e+15 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
