#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.74553e+07 0.0713934 0.0798882 0.000683002 0 0 0 0.00856548 6.51846e-05 0 0.00912281 0 196825
1.57407e+08 0.114736 0.132953 0.00143383 0 0 0 0.0146503 0.00014759 0 0.0255656 0 75809
2.50121e+08 0.168993 0.202809 0.00190605 0 1 0 0.0222953 0.000197457 0 0.0453087 0 65352
3.96032e+08 0.208351 0.254672 0.00224546 0 1 0 0.0276376 0.000232183 0 0.0605644 0 58483
6.25121e+08 0.242382 0.302482 0.00268456 0 1 0 0.033512 0.000284365 0 0.0744519 0 48436
9.89686e+08 0.287178 0.367576 0.00336249 0 1 0 0.0409842 0.000363182 0.0082974 0.0842527 0.0082974 37078
1.56831e+09 0.337745 0.4423 0.00422312 0 1 0 0.0504705 0.000468767 0.0129177 0.102012 0.0129177 28033
2.48446e+09 0.395342 0.538126 0.00529592 0 1 0 0.0615057 0.000605664 0.0204752 0.116878 0.0204752 21298
3.94629e+09 0.449196 0.631934 0.0064089 0 1 0 0.0739361 0.000753483 0.0339172 0.1294 0.0339172 16603
6.2453e+09 0.512065 0.749807 0.0077988 1 1 1 0.0904012 0.000965629 0.0495033 0.14302 0.0495033 12930
9.92409e+09 0.5637 0.858777 0.00935722 1 1 1 0.106809 0.00120289 0.0649185 0.155587 0.0649185 10055
1.56417e+10 0.638375 1.02846 0.0113951 1 1 1 0.133835 0.00154194 0.0920666 0.183148 0.083752 7729
2.47383e+10 0.713209 1.20172 0.0137926 1 1 1 0.163341 0.0019697 0.12536 0.194407 0.107745 5572
3.90715e+10 0.759462 1.37679 0.0182953 1 1 1 0.197495 0.00273914 0.162683 0.209904 0.133304 3567
6.12967e+10 0.812996 1.49206 0.0240513 1 2 1 0.238145 0.00390078 0.210929 0.218537 0.156378 2016
9.44747e+10 0.842801 1.53765 0.038087 1 2 0 0.296809 0.00703369 0.287299 0.207707 0.204365 757
1.47677e+11 0.872038 1.56398 0.0726527 1 2 0 0.363826 0.0146964 0.334512 0.283078 0.216336 211
2.35718e+11 0.857143 1.42857 0.156704 1 1 0 0.453767 0.0338058 0.441119 0.302598 0.2313 42
3.46335e+11 1 2.16667 0.307318 2 1 1 0.572215 0.106378 0.619217 0.223517 0.541554 6
8.4959e+11 1 1 1 1 0 0 0.719043 0.719043 0.719043 0 0 1
