#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.7239e+07 0.00858651 0.00881353 0.000115386 0 0 0 0.00191395 1.5049e-05 0 0 0 691550
1.5741e+08 0.0169371 0.0174835 0.00026343 0 0 0 0.00358777 3.4116e-05 0 0 0 263505
2.49059e+08 0.0242052 0.0252101 0.000351356 0 0 0 0.0050074 4.56173e-05 0 0 0 215945
3.94387e+08 0.0346907 0.0363766 0.000472529 0 0 0 0.00706951 6.30468e-05 0 0 0 172611
6.25329e+08 0.0476296 0.0504066 0.000627989 0 0 0 0.00962079 8.55223e-05 0 0.0104498 0 135756
9.91884e+08 0.064395 0.0688884 0.000829191 0 0 0 0.0129281 0.000113843 0 0.0205889 0 106825
1.57143e+09 0.08745 0.0941336 0.00107828 0 0 0 0.0171976 0.000150676 0 0.031187 0 85283
2.49198e+09 0.114012 0.125284 0.00138842 0 0 0 0.0224932 0.00019615 0 0.0430554 0 69203
3.9554e+09 0.148312 0.164178 0.00171937 0 0 0 0.0294664 0.000254002 0 0.0621595 0 57797
6.2668e+09 0.193833 0.219931 0.00215218 0 1 0 0.0391057 0.000325099 0 0.0863465 0 48970
9.94212e+09 0.24477 0.285663 0.00263474 0 1 0 0.0509672 0.000407639 0.0102764 0.103754 0.0102764 42109
1.57437e+10 0.307671 0.368404 0.00318267 0 1 0 0.067246 0.000519991 0.0207246 0.130845 0.0207246 36175
2.48618e+10 0.374469 0.462825 0.00388087 0 1 0 0.086796 0.000667497 0.0404659 0.150794 0.0404659 29415
3.92371e+10 0.439776 0.559351 0.00486311 0 1 0 0.109948 0.000879247 0.0616057 0.172011 0.0616057 21752
6.16006e+10 0.496773 0.645835 0.00653258 0 1 0 0.135074 0.00125966 0.0868837 0.195147 0.0868837 13169
9.61288e+10 0.555498 0.729799 0.0100386 1 0 1 0.165544 0.00211921 0.121003 0.21092 0.110862 5829
1.49946e+11 0.597247 0.794734 0.0189547 1 1 1 0.214819 0.00465288 0.161913 0.262741 0.141429 1671
2.32019e+11 0.617211 0.830861 0.0442144 1 1 1 0.282694 0.0121944 0.259333 0.277485 0.228677 337
3.74807e+11 0.702703 1.08108 0.156819 1 1 1 0.454433 0.0371348 0.409637 0.290717 0.219922 37
6.01945e+11 0.5 0.75 0.478714 1 1 1 0.675774 0.0674315 0.698772 0.153095 0.162591 4
8.50007e+11 0 0 0 0 0 0 0.828653 0.0271779 0.855831 0 0.0543558 2
