#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63867e+07 4.69087e-06 4.69087e-06 3.31694e-06 0 0 0 8.99931e-05 4.18161e-06 0 0 0 426360
1.56935e+08 2.10206e-05 2.10206e-05 1.21362e-05 0 0 0 0.000230816 1.08531e-05 0 0 0 142717
2.48812e+08 6.2651e-05 6.2651e-05 2.36792e-05 0 0 0 0.000478182 1.80999e-05 0 0 0 111730
3.94053e+08 0.000115762 0.000115762 3.66053e-05 0 0 0 0.000865169 2.78279e-05 0 0 0 86384
6.25279e+08 0.000207395 0.000207395 5.54233e-05 0 0 0 0.00162522 4.56389e-05 0 0 0 67504
9.90978e+08 0.000360108 0.000360108 8.26003e-05 0 0 0 0.00294143 7.15258e-05 0 0 0 52762
1.56972e+09 0.000998053 0.000998053 0.000155794 0 0 0 0.00499428 0.000110805 0 0 0 41080
2.48661e+09 0.00136076 0.00136076 0.000207376 0 0 0 0.0080376 0.000164437 0 0 0 31600
3.94272e+09 0.002423 0.002423 0.000315072 0 0 0 0.013539 0.000254962 0 0.0233832 0 24350
6.25213e+09 0.00483502 0.00483502 0.000505635 0 0 0 0.0199982 0.000365537 0 0.0379243 0 18821
9.90474e+09 0.006595 0.006595 0.000657343 0 0 0 0.0289705 0.000492329 0 0.0691483 0 15163
1.57324e+10 0.00984983 0.00984983 0.000887395 0 0 0 0.0405599 0.000648959 0 0.0971462 0 12386
2.50024e+10 0.0147402 0.0147402 0.00116405 0 0 0 0.054564 0.00080191 0.0122474 0.121112 0.0122474 10719
3.95e+10 0.0202177 0.0202177 0.00148349 0 0 0 0.066555 0.000954714 0.0241335 0.132142 0.0241335 9002
6.2096e+10 0.0225564 0.0225564 0.00180303 0 0 0 0.0741679 0.00114505 0.0364433 0.133756 0.0364433 6783
9.65467e+10 0.0179734 0.0179734 0.00214449 0 0 0 0.0800667 0.00156738 0.0433693 0.136358 0.0433693 3839
1.49641e+11 0.0128721 0.0128721 0.00319853 0 0 0 0.0794627 0.00266657 0.0370227 0.143652 0.0370227 1243
2.31232e+11 0.0108108 0.0108108 0.0076236 0 0 0 0.0708127 0.00712468 0.0237248 0.132387 0.0237248 185
3.55932e+11 0 0 0 0 0 0 0.0653346 0.0356769 0.0359084 0.163609 0.0359084 8
