#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.97316e+07 4.39722e+08 2.98892e+07 4.1105e+08 1.73439e+08 7.77971e+07 5.73903e+08 4.44884e+07 6.74785e+08 6.82641e+07 3.1462e+08 16
1.75147e+08 4.2336e+08 2.8319e+07 3.82884e+08 9.1161e+07 4.16057e+07 5.36391e+08 5.43643e+07 4.66944e+08 2.76105e+08 1.06779e+08 15
2.54209e+08 3.84804e+08 1.51852e+07 3.82884e+08 2.8166e+07 5.24043e+07 5.95757e+08 4.43074e+07 5.36715e+08 2.74073e+08 1.7655e+08 32
4.13673e+08 4.38419e+08 1.58005e+07 4.50623e+08 8.02408e+07 1.17371e+08 6.09664e+08 4.11668e+07 5.36715e+08 3.41278e+08 1.7655e+08 40
6.43301e+08 4.63497e+08 2.04356e+07 4.04754e+08 1.89895e+08 6.61061e+07 5.37233e+08 2.73085e+07 5.36715e+08 2.06334e+08 1.7655e+08 55
1.02637e+09 4.28256e+08 1.55221e+07 3.82884e+08 1.4798e+08 4.69084e+07 5.80614e+08 2.08416e+07 5.36715e+08 2.74073e+08 1.7655e+08 98
1.60464e+09 4.30123e+08 1.08142e+07 4.04754e+08 1.1707e+08 6.87787e+07 5.87e+08 1.87952e+07 5.36715e+08 2.74073e+08 1.7655e+08 114
2.54914e+09 4.78476e+08 1.36888e+07 4.1105e+08 2.39545e+08 7.50744e+07 5.96532e+08 1.74267e+07 5.36715e+08 2.06334e+08 1.7655e+08 155
3.95932e+09 4.86435e+08 1.20392e+07 4.50623e+08 2.01502e+08 1.11975e+08 5.95408e+08 1.7458e+07 5.36715e+08 2.74073e+08 1.7655e+08 182
6.41387e+09 4.86816e+08 1.04979e+07 4.50623e+08 1.99972e+08 1.11975e+08 6.32486e+08 1.68832e+07 6.06006e+08 2.71987e+08 2.45841e+08 219
1.03235e+10 5.11805e+08 1.28888e+07 4.50623e+08 2.69766e+08 1.14648e+08 6.33213e+08 1.58685e+07 6.06006e+08 2.71987e+08 2.45841e+08 239
1.58791e+10 5.10053e+08 1.03482e+07 4.50623e+08 2.75984e+08 1.09345e+08 6.38018e+08 1.41314e+07 6.06006e+08 3.38648e+08 2.45841e+08 320
2.50784e+10 5.4701e+08 1.1565e+07 4.74045e+08 3.08278e+08 1.35397e+08 6.50567e+08 1.35446e+07 6.06006e+08 2.71987e+08 2.45841e+08 362
3.95041e+10 5.65867e+08 1.19445e+07 5.17828e+08 2.78069e+08 1.73984e+08 6.64217e+08 1.47033e+07 6.06006e+08 3.38648e+08 2.45841e+08 324
6.25427e+10 5.55908e+08 1.36681e+07 4.7771e+08 3.03393e+08 1.33866e+08 6.97452e+08 1.7277e+07 6.06006e+08 4.70296e+08 1.39062e+08 258
9.66365e+10 5.74652e+08 1.8409e+07 5.21825e+08 2.59278e+08 1.61659e+08 7.30074e+08 2.20744e+07 6.74785e+08 3.35975e+08 2.76566e+08 170
1.53731e+11 5.56585e+08 2.59769e+07 4.66944e+08 2.71761e+08 8.61372e+07 8.05026e+08 3.42661e+07 7.43049e+08 3.98219e+08 2.06334e+08 71
2.39225e+11 4.34894e+08 2.82353e+07 4.10865e+08 1.57422e+08 8.9012e+07 9.56357e+08 8.52836e+07 1.01076e+09 2.58674e+08 4.74045e+08 16
3.46656e+11 4.64471e+08 5.82483e+06 4.70295e+08 0 1.16497e+07 7.08397e+08 1.02391e+08 8.10788e+08 0 2.04782e+08 2
