#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7554 7.93641e-06 7.93641e-06 9.69584e-07 0 0 0 3.34114e-05 6.79082e-07 0 0 0 8442099
62.4684 3.97389e-06 3.97389e-06 1.10216e-06 0 0 0 1.05765e-05 5.45718e-07 0 0 0 3271354
78.5019 0 0 0 0 0 0 1.63886e-05 7.5085e-07 0 0 0 1605618
98.4984 9.14122e-06 9.14122e-06 3.45504e-06 0 0 0 0.000175964 3.77018e-06 0 0 0 765762
124.029 0.000206264 0.000206264 2.43059e-05 0 0 0 0.00135431 1.73992e-05 0 0 0 349068
156.065 0.00177595 0.00177595 0.000106229 0 0 0 0.00703625 6.59295e-05 0 0 0 157099
196.369 0.00781689 0.00781689 0.000334143 0 0 0 0.0251571 0.000204222 0 0.0595844 0 69465
246.91 0.0200677 0.0200677 0.000815784 0 0 0 0.0620644 0.000500161 0.0239989 0.118686 0.0239989 29550
310.721 0.0271547 0.0271547 0.00149265 0 0 0 0.112808 0.00103064 0.0856868 0.141282 0.0856868 11858
389.78 0.0257069 0.0257069 0.00241963 0 0 0 0.159657 0.00187248 0.137898 0.152147 0.112348 4279
490.403 0.0139958 0.0139958 0.00310867 0 0 0 0.177661 0.00323456 0.155572 0.145309 0.0991089 1429
617.291 0.0056338 0.0056338 0.00397807 0 0 0 0.181263 0.00632223 0.157099 0.140469 0.0965461 355
768.147 0 0 0 0 0 0 0.17412 0.0139975 0.151356 0.119085 0.0909493 73
973.363 0 0 0 0 0 0 0.126137 0.0392785 0.129132 0.119939 0.116884 9
