#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.30281e+07 5.01972e+08 7.65962e+06 4.03668e+08 3.08132e+08 8.37637e+07 9.20867e+08 1.62666e+07 7.73094e+08 6.35825e+08 2.42217e+08 754
1.5979e+08 4.90617e+08 8.81144e+06 4.03668e+08 2.39584e+08 8.66999e+07 9.71345e+08 1.85368e+07 8.53413e+08 5.55505e+08 3.22537e+08 573
2.5269e+08 5.22062e+08 8.99656e+06 4.49746e+08 2.68779e+08 1.29841e+08 9.27226e+08 1.55147e+07 7.73094e+08 5.57248e+08 2.42217e+08 774
3.99864e+08 5.51118e+08 8.26815e+06 4.78397e+08 3.16256e+08 1.58493e+08 9.52277e+08 1.50413e+07 8.53413e+08 5.55505e+08 3.22537e+08 910
6.31023e+08 5.53008e+08 8.72581e+06 4.73838e+08 3.23264e+08 1.53934e+08 9.6722e+08 1.48085e+07 8.53413e+08 6.33798e+08 3.22537e+08 973
9.93796e+08 5.94291e+08 9.7705e+06 4.82497e+08 3.87322e+08 1.61682e+08 9.86165e+08 1.53648e+07 8.53413e+08 6.33798e+08 3.22537e+08 1045
1.59119e+09 6.21083e+08 9.63716e+06 5.29821e+08 4.07331e+08 2.08128e+08 1.02214e+09 1.59326e+07 8.53413e+08 7.11799e+08 3.22537e+08 1122
2.51383e+09 6.48188e+08 1.01803e+07 5.49915e+08 4.51202e+08 2.28223e+08 1.02708e+09 1.54308e+07 8.53413e+08 7.11799e+08 3.22537e+08 1125
4.00033e+09 6.83603e+08 1.1005e+07 5.58931e+08 4.72164e+08 1.96245e+08 1.06096e+09 1.58654e+07 9.3351e+08 7.09403e+08 4.02633e+08 1169
6.33029e+09 7.12198e+08 1.18738e+07 6.04016e+08 4.88981e+08 2.81479e+08 1.04043e+09 1.49271e+07 9.3351e+08 6.31703e+08 4.02633e+08 1241
1.0061e+10 7.61969e+08 1.25595e+07 6.25002e+08 5.64425e+08 2.48332e+08 1.05464e+09 1.54951e+07 9.3351e+08 7.09403e+08 4.02633e+08 1269
1.57224e+10 7.57942e+08 1.30273e+07 6.29539e+08 5.25284e+08 2.64349e+08 1.12556e+09 1.64666e+07 1.01337e+09 7.06929e+08 4.82497e+08 1192
2.49442e+10 7.80921e+08 1.40574e+07 6.49057e+08 5.28375e+08 2.758e+08 1.15483e+09 1.8641e+07 1.01337e+09 7.84001e+08 4.82497e+08 1055
3.92531e+10 7.97489e+08 1.68274e+07 6.43252e+08 6.42299e+08 2.68448e+08 1.18279e+09 2.2087e+07 1.093e+09 7.04377e+08 5.62121e+08 788
6.15081e+10 8.09227e+08 2.0923e+07 6.84821e+08 5.73146e+08 2.97914e+08 1.25663e+09 3.05649e+07 1.093e+09 9.3359e+08 4.81181e+08 496
9.59173e+10 7.86683e+08 3.13121e+07 6.74324e+08 4.89939e+08 2.9065e+08 1.15029e+09 4.25866e+07 1.01337e+09 7.06929e+08 4.82497e+08 225
1.51429e+11 8.18592e+08 5.34967e+07 8.54214e+08 3.6244e+08 5.31678e+08 1.06088e+09 6.9813e+07 9.3351e+08 7.86793e+08 4.02633e+08 62
2.34263e+11 6.18385e+08 1.06538e+08 4.49746e+08 6.30489e+08 1.33825e+08 1.16346e+09 2.57176e+08 1.093e+09 9.3359e+08 6.16069e+08 10
3.2103e+11 1.06663e+09 1.06663e+09 1.06663e+09 0 0 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1
