#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.63073e+07 1.8419e-05 1.8419e-05 6.51205e-06 0 0 0 0.000104028 4.17371e-06 0 0 0 434334
1.57007e+08 1.37058e-05 1.37058e-05 9.69141e-06 0 0 0 0.000265437 1.17837e-05 0 0 0 145924
2.48817e+08 6.18194e-05 6.18194e-05 2.33649e-05 0 0 0 0.000508542 1.91663e-05 0 0 0 113233
3.94416e+08 0.000148008 0.000148008 4.10473e-05 0 0 0 0.000978486 3.06257e-05 0 0 0 87833
6.25511e+08 0.000116611 0.000116611 4.12262e-05 0 0 0 0.00169769 4.70575e-05 0 0 0 68604
9.898e+08 0.000520582 0.000520582 9.8356e-05 0 0 0 0.00299029 7.36357e-05 0 0 0 53786
1.57055e+09 0.000894022 0.000894022 0.000146912 0 0 0 0.00510145 0.000113788 0 0 0 41386
2.49017e+09 0.00180376 0.00180376 0.000236636 0 0 0 0.00814237 0.000168336 0 0 0 32155
3.94297e+09 0.00243516 0.00243516 0.000314002 0 0 0 0.0131277 0.000252488 0 0.0193942 0 24639
6.25588e+09 0.00431499 0.00431499 0.0004698 0 0 0 0.0197107 0.000358274 0 0.0376489 0 19467
9.9202e+09 0.00662294 0.00662294 0.000650434 0 0 0 0.0286972 0.00048902 0 0.0647842 0 15552
1.57436e+10 0.0115162 0.0115162 0.00095088 0 0 0 0.041071 0.000660974 0 0.104787 0 12591
2.49251e+10 0.0152431 0.0152431 0.00118123 0 0 0 0.0523965 0.000788456 0 0.127306 0 10759
3.94436e+10 0.0163973 0.0163973 0.00137943 0 0 0 0.0615237 0.000952641 0.0129127 0.136587 0.0129127 8477
6.21452e+10 0.0182613 0.0182613 0.0016729 0 0 0 0.0705853 0.00116693 0.0250006 0.136553 0.0250006 6407
9.76606e+10 0.0191511 0.0191511 0.00220514 0 0 0 0.0766102 0.00150334 0.0376489 0.139843 0.0376489 3864
1.53329e+11 0.0203505 0.0203505 0.00335801 0 0 0 0.0791474 0.00228399 0.0374348 0.142292 0.0374348 1769
2.40601e+11 0.0123239 0.0123239 0.0046333 0 0 0 0.0714056 0.00395404 0.0360819 0.122233 0.0360819 568
3.78342e+11 0.0211268 0.0211268 0.0121107 0 0 0 0.084933 0.00879285 0.0362601 0.161189 0.0362601 142
5.85718e+11 0 0 0 0 0 0 0.0362066 0.0125771 0.0246277 0.0577493 0.0246277 17
8.96525e+11 0 0 0 0 0 0 0.126219 0.126219 0.126219 0 0 1
