#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.202435 (z=3.939857)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=0.202435 (z=3.939857) stellar mass
#mpeak range: 12.75 - 13.25
#HM    Stats: 6.879410e+12 (median) + 2.973530e+12  / - 8.455900e+11
#SM    Stats: 4.680520e+10 (median) + 3.204120e+10  / - 1.752490e+10
#ObsSM Stats: 5.468120e+10 (median) + 6.484981e+10  / - 3.071420e+10
#VMP   Stats: 5.174100e+02 (median) + 7.281000e+01  / - 2.857999e+01
#ICL   Stats: 1.138770e+09 (median) + 1.243060e+09  / - 6.657720e+08
#SSFR  Stats: 1.473888e-12 (median) + 1.712241e-12  / - 1.047956e-12
sfh 0.055623 0 0 0 #avg: 7.06587e-18; avg_err: 5.15441e-18; sd: 4.58134e-17; counts: 80
sfh 0.060123 0 8.37076e-14 0 #avg: 1.58608e-13; avg_err: 5.2394e-14; sd: 4.65688e-13; counts: 80
sfh 0.062373 0 1.58946e-12 0 #avg: 8.72309e-13; avg_err: 2.29743e-13; sd: 2.042e-12; counts: 80
sfh 0.064623 1.64574e-14 4.75143e-12 1.64574e-14 #avg: 1.96157e-12; avg_err: 3.74228e-13; sd: 3.32621e-12; counts: 80
sfh 0.066873 1.46192e-12 9.44339e-12 1.46192e-12 #avg: 5.40133e-12; avg_err: 9.49575e-13; sd: 8.44001e-12; counts: 80
sfh 0.069123 3.74619e-12 2.03048e-11 3.74619e-12 #avg: 1.00973e-11; avg_err: 1.55626e-12; sd: 1.38323e-11; counts: 80
sfh 0.071373 1.01734e-11 3.27586e-11 1.01734e-11 #avg: 1.80255e-11; avg_err: 2.29479e-12; sd: 2.03965e-11; counts: 80
sfh 0.073623 1.56209e-11 3.9317e-11 1.55171e-11 #avg: 2.55817e-11; avg_err: 3.25008e-12; sd: 2.88873e-11; counts: 80
sfh 0.075873 1.72617e-11 4.44135e-11 1.61285e-11 #avg: 3.59433e-11; avg_err: 5.64046e-12; sd: 5.01335e-11; counts: 80
sfh 0.078123 2.16198e-11 7.06054e-11 2.02335e-11 #avg: 4.79435e-11; avg_err: 7.97059e-12; sd: 7.08442e-11; counts: 80
sfh 0.080373 3.69122e-11 9.30957e-11 3.10229e-11 #avg: 6.56793e-11; avg_err: 9.94991e-12; sd: 8.84367e-11; counts: 80
