#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.35087e+09 0.0877417 0.0938267 0.00219058 0 0 0 0.0546721 0.000406638 0.0357139 0.0655778 0.028721 20378
1.59185e+10 0.0949504 0.100604 0.00281638 0 0 0 0.0463107 0.000422805 0.0312673 0.0541057 0.0259828 12912
2.5086e+10 0.120015 0.129185 0.00309793 0 0 0 0.0496219 0.000431067 0.0321107 0.0599878 0.0264533 13740
3.96481e+10 0.146893 0.160662 0.00341575 0 0 0 0.0552859 0.000481719 0.0385107 0.0631246 0.0259325 14017
6.30787e+10 0.186047 0.213698 0.00401967 0 1 0 0.0650527 0.000557343 0.0463768 0.0734441 0.0336184 14104
1.00052e+11 0.226589 0.260358 0.00433081 0 1 0 0.0743058 0.000606784 0.0520253 0.0850453 0.0391133 14096
1.58676e+11 0.288058 0.346129 0.00484478 0 1 0 0.08842 0.000651415 0.0653498 0.096498 0.0447537 15240
2.51239e+11 0.359308 0.451478 0.00534833 0 1 0 0.105672 0.000698868 0.0824001 0.109515 0.0608356 16003
3.97232e+11 0.460853 0.611956 0.00608667 0 1 0 0.133088 0.000798902 0.111025 0.121786 0.0736471 16042
6.28569e+11 0.572727 0.822201 0.00718617 1 1 1 0.169435 0.000942278 0.149017 0.139047 0.0944575 14747
9.93288e+11 0.683903 1.07309 0.00834182 1 1 1 0.216647 0.00111992 0.200626 0.150377 0.117009 13189
1.572e+12 0.775057 1.31761 0.00966748 1 1 1 0.278705 0.00135826 0.269534 0.16144 0.139729 10985
2.48712e+12 0.83934 1.5191 0.0107891 1 2 1 0.351771 0.00158726 0.348352 0.166721 0.15778 9268
3.94361e+12 0.865371 1.63132 0.0124452 2 1 1 0.430522 0.00185836 0.435911 0.158361 0.173763 7101
6.22808e+12 0.853417 1.59109 0.0145114 2 1 1 0.513037 0.00213026 0.526433 0.141543 0.178351 5253
9.88072e+12 0.804683 1.44159 0.0171381 1 1 1 0.585824 0.00234944 0.602065 0.131517 0.167589 3886
1.56647e+13 0.736761 1.25589 0.0204018 1 1 1 0.647867 0.00264432 0.670313 0.110183 0.154711 2587
2.46554e+13 0.65776 1.04321 0.0234792 1 1 1 0.699443 0.00290496 0.721584 0.0929224 0.139419 1759
3.93103e+13 0.546472 0.791738 0.0262217 1 1 1 0.748805 0.00309271 0.768886 0.077304 0.11823 1162
6.17296e+13 0.477337 0.672805 0.0321173 0 1 0 0.783982 0.00335074 0.805807 0.0580584 0.100599 706
9.70293e+13 0.370192 0.466346 0.0331335 0 1 0 0.807221 0.00379888 0.822035 0.0540394 0.081102 416
1.53584e+14 0.364662 0.447368 0.0408734 0 1 0 0.830725 0.00413254 0.841798 0.0515752 0.0659897 266
2.44746e+14 0.384615 0.461538 0.0532313 0 1 0 0.836955 0.00558742 0.852306 0.0454958 0.0793499 143
3.89505e+14 0.290323 0.387097 0.0871271 0 1 0 0.827844 0.0102126 0.845543 0.0512424 0.0996754 62
6.00454e+14 0.243243 0.297297 0.0938408 0 1 0 0.874776 0.00652082 0.881739 0.031067 0.0484837 37
8.75563e+14 0.25 0.25 0.25 0 1 0 0.854126 0.00768782 0.856539 0.0162246 0.0211383 4
1.74499e+15 0.5 0.5 0.5 1 0 1 0.881438 0.0171494 0.898587 0 0.0342988 2
