#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.64334e+07 6.62342e+08 6.52755e+06 5.65077e+08 4.34771e+08 2.31337e+08 1.31016e+09 1.31311e+07 1.12466e+09 9.16383e+08 5.00674e+08 3360
1.59558e+08 6.61022e+08 7.06408e+06 5.77324e+08 4.20116e+08 2.4358e+08 1.34927e+09 1.56296e+07 1.12466e+09 9.99364e+08 5.00674e+08 2671
2.5211e+08 7.00827e+08 7.52343e+06 5.82246e+08 4.98625e+08 2.48505e+08 1.38535e+09 1.46594e+07 1.12466e+09 1.08226e+09 5.00674e+08 3084
3.99647e+08 7.3323e+08 7.9219e+06 5.83933e+08 5.00112e+08 2.50132e+08 1.44902e+09 1.55788e+07 1.20812e+09 1.16432e+09 5.84132e+08 3161
6.30805e+08 7.50202e+08 7.88397e+06 5.84132e+08 5.76228e+08 2.5033e+08 1.46349e+09 1.52144e+07 1.20812e+09 1.16432e+09 5.84132e+08 3436
9.9707e+08 7.92895e+08 8.76417e+06 6.48123e+08 5.91475e+08 3.14288e+08 1.48735e+09 1.58138e+07 1.20812e+09 1.24692e+09 5.84132e+08 3380
1.57888e+09 8.1909e+08 9.24309e+06 6.6266e+08 6.28907e+08 3.28823e+08 1.54866e+09 1.63974e+07 1.29157e+09 1.24596e+09 6.67579e+08 3379
2.50824e+09 8.53231e+08 1.00214e+07 6.6642e+08 6.67989e+08 2.72206e+08 1.61848e+09 1.7509e+07 1.375e+09 1.27462e+09 7.51009e+08 3276
3.97977e+09 8.92623e+08 1.06437e+07 7.07395e+08 7.07311e+08 3.00868e+08 1.59735e+09 1.75671e+07 1.29157e+09 1.32833e+09 6.67579e+08 3195
6.30692e+09 9.60798e+08 1.19795e+07 7.50207e+08 8.21066e+08 3.41976e+08 1.6157e+09 1.79442e+07 1.375e+09 1.2449e+09 7.51009e+08 3136
9.97571e+09 9.75836e+08 1.25114e+07 7.50855e+08 8.18529e+08 3.38445e+08 1.7188e+09 1.8819e+07 1.4584e+09 1.40781e+09 7.51008e+08 3074
1.57535e+10 1.0154e+09 1.30876e+07 8.21434e+08 8.27047e+08 4.09625e+08 1.72129e+09 1.98434e+07 1.4584e+09 1.48962e+09 8.34415e+08 2892
2.49675e+10 1.04805e+09 1.5188e+07 8.28225e+08 8.93051e+08 4.12308e+08 1.73703e+09 2.26769e+07 1.4584e+09 1.48962e+09 8.34415e+08 2355
3.94703e+10 1.12313e+09 1.92304e+07 8.34304e+08 1.0186e+09 4.17628e+08 1.67322e+09 2.58731e+07 1.375e+09 1.49121e+09 7.51009e+08 1795
6.11463e+10 1.13119e+09 2.47469e+07 9.17599e+08 9.11473e+08 5.00391e+08 1.67335e+09 3.69212e+07 1.29157e+09 1.65646e+09 6.67579e+08 975
9.50635e+10 1.24345e+09 4.15895e+07 9.99849e+08 1.13789e+09 5.68612e+08 1.53918e+09 5.43298e+07 1.20812e+09 1.41178e+09 5.84132e+08 382
1.45357e+11 1.34426e+09 9.93217e+07 1.0412e+09 1.61067e+09 5.40522e+08 1.32122e+09 9.06639e+07 1.12466e+09 9.15573e+08 5.84053e+08 90
2.34482e+11 1.604e+09 4.94019e+08 1.24374e+09 2.28441e+09 6.59975e+08 1.19881e+09 1.71518e+08 1.375e+09 1.66783e+08 8.34388e+08 8
