#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8617e+09 1.17385e-05 1.17385e-05 3.53928e-06 0 0 0 4.06992e-05 2.203e-06 0 0 0 937086
1.57942e+10 0 0 0 0 0 0 1.49815e-05 1.51593e-06 0 0 0 397888
2.49538e+10 0 0 0 0 0 0 2.23846e-05 1.74891e-06 0 0 0 349020
3.92272e+10 7.12868e-06 7.12868e-06 5.04073e-06 0 0 0 8.35469e-05 4.53669e-06 0 0 0 280557
6.17408e+10 7.25155e-05 7.25155e-05 2.01115e-05 0 0 0 0.000304636 1.08277e-05 0 0 0 179272
9.78955e+10 0.000281822 0.000281822 5.23258e-05 0 0 0 0.0010246 2.83982e-05 0 0 0 102902
1.54957e+11 0.00132358 0.00132358 0.000151726 0 0 0 0.00282935 6.87258e-05 0 0 0 57420
2.45092e+11 0.00358377 0.00358377 0.000339551 0 0 0 0.00709466 0.000155506 0 0 0 30973
3.8845e+11 0.00772249 0.00772249 0.000690839 0 0 0 0.0150765 0.00033398 0 0.0252325 0 16057
6.14061e+11 0.0178079 0.0178079 0.00148113 0 0 0 0.0274676 0.000646392 0 0.061129 0 7974
9.68351e+11 0.0412681 0.0412681 0.00328877 0 0 0 0.0457132 0.0012686 0 0.111188 0 3659
1.52898e+12 0.0499662 0.0499662 0.0056634 0 0 0 0.0722133 0.00243457 0.0258882 0.147029 0.0258882 1481
2.39223e+12 0.0886525 0.0886525 0.0119794 0 0 0 0.103184 0.00503015 0.0632668 0.166967 0.0632668 564
3.79084e+12 0.0909091 0.0909091 0.0217314 0 0 0 0.124866 0.0100598 0.0771242 0.202137 0.0771242 176
6.04382e+12 0.0166667 0.0166667 0.0166667 0 0 0 0.189806 0.0209577 0.14065 0.251298 0.116151 60
1.00248e+13 0.0625 0.0625 0.0625 0 0 0 0.275431 0.0415972 0.321527 0.102125 0.232754 16
1.4871e+13 0 0 0 0 0 0 0.231424 0.102974 0.265137 0.236714 0.243773 4
3.66618e+13 0 0 0 0 0 0 0.498117 0.498117 0.498117 0 0 1
