#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
43.0379 0.0852713 0.0904393 0.0154882 0 0 0 0.0896781 0.00570398 0.0415073 0.145637 0.0326278 387
64.9938 0.00319489 0.00319489 0.00225732 0 0 0 0.0329154 0.00174475 0.0240296 0.0339568 0.0157962 626
82.3267 0.00853859 0.00853859 0.00166766 0 0 0 0.0422052 0.000824395 0.0246802 0.0498899 0.0167115 3045
101.229 0.027178 0.0276744 0.00186091 0 0 0 0.0601921 0.000626659 0.0400134 0.0726395 0.0320447 8058
126.521 0.068948 0.0706379 0.00241812 0 0 0 0.0900517 0.000707283 0.0691082 0.0935054 0.0464647 11835
158.122 0.144626 0.149309 0.00329038 0 0 0 0.139307 0.000910123 0.121339 0.121998 0.0836336 12598
198.157 0.217001 0.228597 0.00448806 0 1 0 0.210139 0.00125527 0.196509 0.144638 0.116131 9917
248.281 0.254787 0.27221 0.00633978 0 1 0 0.289334 0.00187262 0.284583 0.158144 0.146464 5797
311.271 0.202879 0.214531 0.00812349 0 1 0 0.358403 0.002843 0.360397 0.162549 0.16692 2918
390.81 0.135135 0.139358 0.0104175 0 0 0 0.405642 0.00462054 0.409487 0.167326 0.174484 1184
490.175 0.102564 0.105128 0.0159695 0 0 0 0.405981 0.00857308 0.402841 0.186028 0.177545 390
617.208 0.0392157 0.0392157 0.0193144 0 0 0 0.379611 0.0157461 0.359211 0.183679 0.137414 102
764.464 0.173913 0.173913 0.0808105 0 1 0 0.340323 0.0281187 0.316159 0.155299 0.105931 23
891.55 0 0 0 0 0 0 0.388877 0.388877 0.388877 0 0 1
1149.47 0 0 0 0 0 0 0.195459 0.195459 0.195459 0 0 1
