#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
44.6148 0.000183407 4.99309e-06 23374 1434.76 0 0 0 0.230832 1.67393e-05 0.230434 0.0514281 0.0491622 0.266708 1.59062e-05 0.274075 0.0384964 0.0566002 0.309308 9.78311e-06 0.318701 0.0114882 0.0313811 7355246
62.4124 1.31206e-05 2.21777e-06 5101.35 1153.89 0 0 0 0.200623 2.88921e-05 0.193236 0.0600552 0.0396568 0.247376 2.847e-05 0.249352 0.0503754 0.0533473 0.307105 1.53023e-05 0.314548 0.0132287 0.0279463 2667569
78.0869 5.56468e-05 6.90195e-06 0 0 0 0 0 0.179834 3.98274e-05 0.172711 0.0503265 0.0342317 0.243124 4.01699e-05 0.244806 0.0448111 0.0481178 0.309439 1.87201e-05 0.314888 0.0117695 0.0226341 1168081
98.5801 0.000645819 3.54325e-05 19276.8 4456.39 0 0 0 0.177244 5.76651e-05 0.171837 0.0478499 0.0354459 0.25421 5.43856e-05 0.257103 0.0384141 0.0440791 0.314636 2.16261e-05 0.318797 0.00910777 0.0174358 514076
124.139 0.00538263 0.000147978 367971 28360.9 0 0 0 0.187389 8.40197e-05 0.183585 0.047294 0.0382707 0.266318 6.91294e-05 0.269863 0.0319791 0.0387888 0.318428 2.51534e-05 0.321838 0.00721994 0.0140288 244490
156.237 0.0290181 0.000492782 4.03228e+06 143709 0 0 0 0.201083 0.000120728 0.198888 0.0458284 0.0402568 0.276186 8.84026e-05 0.279727 0.02762 0.0342314 0.320713 3.35458e-05 0.324102 0.00580832 0.0124306 116031
196.474 0.110069 0.00135171 3.05971e+07 607868 0 0 0 0.215854 0.000176193 0.215028 0.0442946 0.0417592 0.28505 0.000122342 0.289703 0.0241327 0.0334996 0.321924 5.65054e-05 0.326547 0.00439048 0.0133919 53612
247.104 0.282827 0.00292271 1.27785e+08 1.87608e+06 0 3.87959e+08 0 0.224915 0.000258446 0.225115 0.0421823 0.0417998 0.286365 0.000187988 0.291965 0.0231298 0.0351849 0.317808 0.000119765 0.325731 0.00525197 0.0243524 23746
311.001 0.527903 0.00500625 3.53921e+08 4.53027e+06 0 8.77994e+08 0 0.212986 0.00038485 0.212298 0.0416768 0.0390726 0.269308 0.000333431 0.272813 0.0316086 0.0385285 0.303447 0.000271536 0.311965 0.0164168 0.0368889 9945
390.192 0.753767 0.00706825 6.81664e+08 8.85241e+06 6.74785e+08 5.94649e+08 6.74785e+08 0.192641 0.000556126 0.190601 0.0370493 0.0326502 0.244126 0.000571499 0.244327 0.0363523 0.0366343 0.283707 0.000555785 0.288467 0.0319533 0.0415609 3716
490.808 0.882764 0.00896734 1.00633e+09 1.52228e+07 1.0763e+09 5.02745e+08 6.09358e+08 0.175864 0.000836212 0.173558 0.0320688 0.0273515 0.22515 0.00100197 0.223491 0.0366002 0.0334757 0.269217 0.00109522 0.270778 0.0424729 0.0436836 1288
617.169 0.949405 0.0119745 1.32197e+09 2.63387e+07 1.39517e+09 4.20356e+08 5.84386e+08 0.163085 0.00145338 0.162401 0.0265229 0.0259529 0.212818 0.00226156 0.207693 0.0484583 0.0346389 0.265963 0.00246885 0.267993 0.0492492 0.0506821 336
766.088 0.985507 0.0144928 1.5972e+09 4.53533e+07 1.63903e+09 3.46011e+08 4.97761e+08 0.148247 0.00287948 0.147092 0.0219879 0.0209862 0.202475 0.00500752 0.194461 0.0463658 0.0263156 0.265031 0.0061434 0.26881 0.0564346 0.0581468 69
973.363 1 0 1.60165e+09 1.21297e+08 1.57905e+09 4.61019e+08 3.73398e+08 0.158179 0.00791525 0.158995 0.0268381 0.0161096 0.189142 0.00934961 0.185792 0.0283536 0.0237221 0.292421 0.0119258 0.307879 0.0239244 0.0603789 9
