#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.65684e+07 6.16049e+08 1.29059e+08 7.81121e+08 9.69212e+07 4.58584e+08 6.71407e+08 1.4053e+08 5.30876e+08 5.62121e+08 0 4
1.65672e+08 5.97092e+08 7.80875e+07 6.37783e+08 2.42813e+08 3.16968e+08 6.91319e+08 1.20669e+08 6.92559e+08 5.58931e+08 2.42813e+08 6
2.57986e+08 7.91293e+08 2.28134e+08 6.29539e+08 1.72206e+08 2.42632e+08 9.76812e+08 1.30585e+08 9.47209e+08 5.40002e+08 4.16333e+08 9
4.1115e+08 6.27743e+08 6.37456e+07 6.22628e+08 3.33707e+08 3.03669e+08 1.04443e+09 8.6845e+07 9.3351e+08 4.81261e+08 3.21693e+08 17
6.02937e+08 5.16393e+08 7.34382e+07 4.49746e+08 3.51999e+08 1.2893e+08 6.82353e+08 1.08374e+08 5.30876e+08 6.41496e+08 1.31597e+08 11
1.01651e+09 5.1842e+08 5.09187e+07 4.79814e+08 2.38711e+08 1.58999e+08 8.61849e+08 1.05905e+08 6.92559e+08 7.1636e+08 2.42813e+08 20
1.66468e+09 6.27469e+08 7.50031e+07 5.30876e+08 3.22537e+08 2.07528e+08 7.6186e+08 8.61149e+07 6.11817e+08 9.53396e+08 1.62071e+08 24
2.49783e+09 8.98613e+08 9.51308e+07 8.53413e+08 4.94216e+08 3.88213e+08 8.19027e+08 7.15007e+07 7.73094e+08 4.78397e+08 3.00878e+08 26
4.10507e+09 7.94174e+08 6.22171e+07 8.16055e+08 4.22929e+08 4.20511e+08 9.98265e+08 9.76706e+07 8.53413e+08 1.09711e+09 4.03668e+08 34
6.39558e+09 8.7614e+08 8.03641e+07 7.73094e+08 5.57248e+08 3.04281e+08 8.70342e+08 5.36927e+07 7.73094e+08 4.78397e+08 2.42217e+08 43
1.01704e+10 8.47188e+08 7.4731e+07 6.41496e+08 6.87704e+08 1.91751e+08 9.52106e+08 6.94343e+07 8.53413e+08 4.76928e+08 3.22537e+08 52
1.58808e+10 9.5088e+08 8.3141e+07 8.50804e+08 7.14409e+08 4.01058e+08 9.93568e+08 8.94285e+07 8.53413e+08 6.33798e+08 4.03668e+08 43
2.54199e+10 9.21656e+08 6.41947e+07 7.73094e+08 7.0642e+08 3.36248e+08 1.08106e+09 6.96347e+07 9.96854e+08 7.23449e+08 5.1309e+08 62
4.05434e+10 9.74889e+08 8.404e+07 8.60745e+08 7.82168e+08 3.8853e+08 9.89538e+08 8.36449e+07 7.92119e+08 7.73094e+08 2.61243e+08 47
6.01932e+10 9.0373e+08 1.01274e+08 7.04377e+08 9.9808e+08 3.1747e+08 1.07805e+09 1.28156e+08 7.97101e+08 9.23202e+08 2.66225e+08 30
8.80534e+10 7.63722e+08 1.77452e+08 6.92559e+08 8.55419e+08 3.7772e+08 9.39549e+08 1.35611e+08 1.01337e+09 3.95545e+08 5.3356e+08 6
1.63139e+11 9.10338e+08 9.10338e+08 9.10338e+08 0 0 1.56521e+09 1.56521e+09 1.56521e+09 0 0 1
