#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
41.8628 0.00604839 0.00604839 0.00348498 0 0 0 0.0789802 0.00443382 0.0463689 0.108595 0.0463689 496
63.8394 0 0 0 0 0 0 0.0564191 0.0256576 0.0151844 0.0431014 0.0017504 29
83.26 0 0 0 0 0 0 0.030842 0.00189885 0.0155031 0.0308658 0.00192626 203
102.724 0 0 0 0 0 0 0.0414707 0.00127174 0.0214832 0.05177 0.00818674 925
128.624 0.000727273 0.000727273 0.000514166 0 0 0 0.0530091 0.000937686 0.0393721 0.0558287 0.0262083 2750
160.096 0.00406504 0.00406504 0.000828155 0 0 0 0.074499 0.000862527 0.0618539 0.0753136 0.0485574 5904
200.217 0.0123835 0.0123835 0.00120107 0 0 0 0.111061 0.000940329 0.0895665 0.106317 0.0529352 8479
250.062 0.0236059 0.0236059 0.00166622 0 0 0 0.158111 0.00118083 0.13858 0.131797 0.0970698 8303
313.378 0.0425679 0.0425679 0.00265587 0 0 0 0.229578 0.00171468 0.21479 0.152141 0.124533 5779
390.95 0.0538593 0.0538593 0.0041818 0 0 0 0.305329 0.00253485 0.301419 0.148228 0.143338 2915
491.329 0.0462795 0.0462795 0.00633157 0 0 0 0.388707 0.00427278 0.389117 0.153149 0.146794 1102
617.006 0.0299003 0.0299003 0.00983299 0 0 0 0.476499 0.0074915 0.491399 0.117346 0.160835 301
769.048 0.03125 0.03125 0.021921 0 0 0 0.554598 0.0138002 0.5731 0.081276 0.111898 64
960.617 0 0 0 0 0 0 0.608446 0.0314851 0.634681 0.0744007 0.108874 6
