#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.33718e+07 0.015083 0.015083 0.00334838 0 0 0 0.0477514 0.00150449 0.0269372 0.0603118 0.0188718 1326
1.59162e+08 0.0234146 0.0234146 0.00472551 0 0 0 0.0545876 0.0017257 0.0388804 0.0653752 0.030864 1025
2.5349e+08 0.0266458 0.0266458 0.00451019 0 0 0 0.0584299 0.0017554 0.0397749 0.0660389 0.0316593 1276
4.05046e+08 0.0411392 0.0411392 0.00499821 0 0 0 0.0681783 0.0016516 0.0529233 0.0752328 0.0447561 1580
6.34432e+08 0.0413223 0.0413223 0.00452468 0 0 0 0.0720314 0.00161972 0.0535258 0.0785815 0.0454604 1936
1.00546e+09 0.0541516 0.0555054 0.00498902 0 0 0 0.0852537 0.00174787 0.0598786 0.0962432 0.0513888 2216
1.59286e+09 0.0675089 0.0679037 0.0050308 0 0 0 0.0925632 0.00175228 0.0679028 0.104653 0.0453658 2533
2.52096e+09 0.0860812 0.0874696 0.00535528 0 0 0 0.10785 0.00181553 0.082942 0.111208 0.0599304 2881
4.00499e+09 0.101695 0.10563 0.00556636 0 0 0 0.128198 0.00198309 0.097391 0.137567 0.0740418 3304
6.35167e+09 0.128039 0.131661 0.00560836 0 0 0 0.151705 0.0021125 0.115391 0.164749 0.090464 3866
1.00849e+10 0.172977 0.179392 0.00575505 0 1 0 0.180183 0.00215443 0.13893 0.197159 0.100463 4833
1.59717e+10 0.216148 0.228259 0.00580613 0 1 0 0.210425 0.00209632 0.171661 0.20968 0.118668 5945
2.52837e+10 0.256392 0.272321 0.00567297 0 1 0 0.241861 0.00203929 0.208543 0.22306 0.143945 7157
3.98785e+10 0.273771 0.295483 0.00561455 0 1 0 0.267675 0.00199266 0.239251 0.226621 0.158414 8014
6.27393e+10 0.27743 0.302059 0.00582777 0 1 0 0.29952 0.00211793 0.275547 0.232685 0.176443 7674
9.79543e+10 0.263101 0.282074 0.00660715 0 1 0 0.333116 0.00258812 0.317047 0.235587 0.195833 5534
1.53129e+11 0.242693 0.261561 0.00927343 0 1 0 0.3841 0.0039792 0.37474 0.240803 0.222207 2703
2.37734e+11 0.207806 0.21308 0.0137186 0 1 0 0.448269 0.00692791 0.472044 0.205077 0.279763 948
3.72606e+11 0.177665 0.182741 0.0285267 0 1 0 0.512425 0.0148867 0.564388 0.150814 0.301111 197
5.69272e+11 0.25 0.25 0.0993399 0 1 0 0.574335 0.0447027 0.631497 0.157246 0.190083 20
8.38686e+11 0 0 0 0 0 0 0.754869 0.0480856 0.800761 0.0480994 0.17509 4
