#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.97562e+07 7.06698e+08 3.17024e+06 5.65192e+08 5.00077e+08 2.15948e+08 2.19109e+09 1.02901e+07 1.74201e+09 1.90202e+09 1.02505e+09 21900
1.58389e+08 7.39998e+08 4.57385e+06 5.80006e+08 5.61053e+08 2.2836e+08 2.34111e+09 1.46045e+07 1.97444e+09 2.03592e+09 1.14531e+09 11756
2.51878e+08 7.58228e+08 4.66289e+06 5.84075e+08 5.84176e+08 2.30073e+08 2.4573e+09 1.47807e+07 2.09125e+09 2.04177e+09 1.26213e+09 12439
3.98851e+08 7.8852e+08 4.93572e+06 5.93776e+08 6.1622e+08 2.39774e+08 2.53239e+09 1.49248e+07 2.09125e+09 2.16471e+09 1.26213e+09 13164
6.31347e+08 8.22597e+08 5.04216e+06 6.05944e+08 6.78794e+08 2.48554e+08 2.67307e+09 1.53899e+07 2.20847e+09 2.41775e+09 1.37934e+09 13777
9.99752e+08 8.38311e+08 5.11171e+06 6.1819e+08 6.95861e+08 2.60799e+08 2.77492e+09 1.57564e+07 2.32608e+09 2.424e+09 1.38435e+09 13979
1.58527e+09 8.95594e+08 5.67653e+06 6.79528e+08 7.38079e+08 3.1791e+08 2.84751e+09 1.62219e+07 2.32608e+09 2.67231e+09 1.38435e+09 14204
2.51216e+09 9.25733e+08 5.78021e+06 7.0208e+08 7.89428e+08 3.38501e+08 2.94638e+09 1.65123e+07 2.44409e+09 2.65801e+09 1.50235e+09 14692
3.97948e+09 9.86395e+08 6.18638e+06 7.28219e+08 8.61963e+08 3.60221e+08 2.98102e+09 1.70014e+07 2.44409e+09 2.82404e+09 1.50235e+09 14772
6.31224e+09 1.046e+09 6.84198e+06 7.50252e+08 9.63997e+08 3.79318e+08 3.05876e+09 1.72742e+07 2.56247e+09 2.83063e+09 1.62073e+09 15022
9.98543e+09 1.14143e+09 7.63024e+06 8.29125e+08 1.04863e+09 4.201e+08 3.0655e+09 1.74084e+07 2.44409e+09 3.03223e+09 1.50235e+09 15219
1.58235e+10 1.25595e+09 8.6972e+06 9.0946e+08 1.17394e+09 4.92251e+08 3.08446e+09 1.79369e+07 2.44409e+09 3.11549e+09 1.50235e+09 15120
2.49859e+10 1.40447e+09 1.03712e+07 9.82191e+08 1.35652e+09 5.22334e+08 2.95192e+09 1.81346e+07 2.32608e+09 3.00455e+09 1.48479e+09 14202
3.94612e+10 1.62978e+09 1.34226e+07 1.13248e+09 1.68407e+09 6.55239e+08 2.81778e+09 1.97105e+07 2.17649e+09 2.92561e+09 1.34736e+09 12028
6.18566e+10 1.96641e+09 1.93374e+07 1.35266e+09 2.18634e+09 7.89648e+08 2.57865e+09 2.25069e+07 1.94972e+09 2.67649e+09 1.23276e+09 8307
9.66155e+10 2.37206e+09 3.25449e+07 1.58271e+09 2.91986e+09 9.96642e+08 2.32154e+09 2.86324e+07 1.74201e+09 2.26835e+09 1.02505e+09 4271
1.52047e+11 3.08026e+09 6.78142e+07 2.09125e+09 3.96719e+09 1.37429e+09 2.00858e+09 4.37813e+07 1.39907e+09 2.12344e+09 7.9384e+08 1491
2.37838e+11 4.23524e+09 1.5915e+08 3.52252e+09 4.85558e+09 2.6279e+09 1.55199e+09 6.53647e+07 1.16825e+09 1.39422e+09 6.74308e+08 392
3.8084e+11 5.48711e+09 3.71777e+08 5.18518e+09 4.72068e+09 4.1304e+09 1.32671e+09 9.64104e+07 1.05478e+09 1.2713e+09 5.60837e+08 92
5.99135e+11 7.56124e+09 7.56759e+08 8.70145e+09 1.5712e+09 4.81348e+09 1.01582e+09 1.63856e+08 8.29125e+08 9.12884e+08 3.35182e+08 14
1.00186e+12 4.91973e+09 2.28592e+09 4.25596e+09 7.17796e+09 3.42684e+09 7.23219e+08 2.20562e+08 7.1696e+08 6.25709e+08 3.77834e+08 4
