#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.75 - 13.25
#HM    Stats: 8.027940e+12 (median) + 4.438260e+12  / - 1.860290e+12
#SM    Stats: 9.866110e+10 (median) + 5.770390e+10  / - 3.871310e+10
#ObsSM Stats: 9.880140e+10 (median) + 6.097859e+10  / - 4.035490e+10
#VMP   Stats: 2.976300e+02 (median) + 4.557999e+01  / - 2.835001e+01
#ICL   Stats: 2.869390e+09 (median) + 8.420910e+09  / - 1.974932e+09
#SSFR  Stats: 5.463986e-11 (median) + 1.016899e-10  / - 3.817458e-11
sfh 0.055623 0 0 0 #avg: 5.07478e-06; avg_err: 5.07478e-06; sd: 0.000301256; counts: 3525
sfh 0.060123 0 0 0 #avg: 0.000191059; avg_err: 6.17827e-05; sd: 0.00366763; counts: 3525
sfh 0.062373 0 0 0 #avg: 0.00164279; avg_err: 0.000323794; sd: 0.0192215; counts: 3525
sfh 0.064623 0 0 0 #avg: 0.00437902; avg_err: 0.000705304; sd: 0.0418692; counts: 3525
sfh 0.066873 0 0 0 #avg: 0.0136664; avg_err: 0.00178308; sd: 0.105849; counts: 3525
sfh 0.069123 0 0 0 #avg: 0.0287809; avg_err: 0.0030763; sd: 0.182619; counts: 3525
sfh 0.071373 0 0.00999545 0 #avg: 0.0491886; avg_err: 0.00409169; sd: 0.242896; counts: 3525
sfh 0.073623 0 0.0475984 0 #avg: 0.0715542; avg_err: 0.0054762; sd: 0.325085; counts: 3525
sfh 0.075873 0 0.101985 0 #avg: 0.103672; avg_err: 0.00731161; sd: 0.434041; counts: 3525
sfh 0.078123 1.44012e-05 0.189198 1.44012e-05 #avg: 0.14386; avg_err: 0.00891721; sd: 0.529355; counts: 3525
sfh 0.080373 0.0131291 0.277934 0.0131291 #avg: 0.196707; avg_err: 0.0195216; sd: 1.15887; counts: 3525
sfh 0.082623 0.0366837 0.325739 0.0366837 #avg: 0.232957; avg_err: 0.0158046; sd: 0.938216; counts: 3525
sfh 0.085998 0.0910743 0.462902 0.0910743 #avg: 0.336417; avg_err: 0.0172343; sd: 1.02309; counts: 3525
sfh 0.089373 0.159727 0.574259 0.151907 #avg: 0.439806; avg_err: 0.0211011; sd: 1.25263; counts: 3525
sfh 0.092748 0.243378 0.677027 0.214893 #avg: 0.574721; avg_err: 0.0200596; sd: 1.1908; counts: 3525
sfh 0.096123 0.343581 0.831719 0.288291 #avg: 0.722022; avg_err: 0.02606; sd: 1.54701; counts: 3525
sfh 0.099498 0.456808 0.964332 0.355433 #avg: 0.89947; avg_err: 0.0302509; sd: 1.79579; counts: 3525
sfh 0.102873 0.574774 1.1193 0.419948 #avg: 1.10127; avg_err: 0.0358898; sd: 2.13054; counts: 3525
sfh 0.106248 0.68919 1.30662 0.480552 #avg: 1.31185; avg_err: 0.0420373; sd: 2.49547; counts: 3525
sfh 0.109623 0.82278 1.56646 0.555475 #avg: 1.53062; avg_err: 0.0485434; sd: 2.88169; counts: 3525
sfh 0.112998 0.98971 1.71663 0.665708 #avg: 1.73988; avg_err: 0.0493887; sd: 2.93188; counts: 3525
sfh 0.116373 1.10535 1.97329 0.736934 #avg: 2.03645; avg_err: 0.0655448; sd: 3.89095; counts: 3525
sfh 0.119748 1.25929 2.17734 0.841524 #avg: 2.29394; avg_err: 0.0765928; sd: 4.5468; counts: 3525
sfh 0.123123 1.38825 2.37818 0.916796 #avg: 2.62415; avg_err: 0.122487; sd: 7.27121; counts: 3525
sfh 0.126498 1.54494 2.67787 1.00877 #avg: 2.85218; avg_err: 0.132429; sd: 7.86142; counts: 3525
sfh 0.129873 1.65865 3.04717 1.06227 #avg: 3.08028; avg_err: 0.104947; sd: 6.23; counts: 3525
sfh 0.133248 1.83284 3.20106 1.18662 #avg: 3.27337; avg_err: 0.0934198; sd: 5.54571; counts: 3525
sfh 0.136623 1.968 3.61875 1.26062 #avg: 3.56789; avg_err: 0.0976116; sd: 5.79454; counts: 3525
sfh 0.141685 2.16902 4.1399 1.37102 #avg: 4.03673; avg_err: 0.1111; sd: 6.59525; counts: 3525
sfh 0.146748 2.42568 4.63384 1.5286 #avg: 4.4367; avg_err: 0.123918; sd: 7.35618; counts: 3525
sfh 0.15181 2.62661 5.09208 1.6441 #avg: 4.91002; avg_err: 0.137473; sd: 8.16086; counts: 3525
sfh 0.156873 2.88111 5.37112 1.79829 #avg: 5.33869; avg_err: 0.148294; sd: 8.80324; counts: 3525
sfh 0.161935 3.15557 5.93926 2.04792 #avg: 5.59011; avg_err: 0.135303; sd: 8.03203; counts: 3525
sfh 0.166998 3.36965 6.19191 2.1899 #avg: 6.12648; avg_err: 0.160749; sd: 9.54261; counts: 3525
sfh 0.17206 3.66308 6.82392 2.40336 #avg: 6.72335; avg_err: 0.203499; sd: 12.0804; counts: 3525
sfh 0.177123 3.93468 7.64072 2.58062 #avg: 7.49318; avg_err: 0.236943; sd: 14.0657; counts: 3525
sfh 0.182185 4.20981 8.40749 2.78009 #avg: 8.46849; avg_err: 0.37655; sd: 22.3532; counts: 3525
sfh 0.187248 4.51713 9.06487 3.06363 #avg: 9.08524; avg_err: 0.311149; sd: 18.4708; counts: 3525
sfh 0.19231 4.78339 9.97601 3.20475 #avg: 9.68258; avg_err: 0.302525; sd: 17.9589; counts: 3525
sfh 0.197373 5.12297 10.4044 3.4457 #avg: 10.2143; avg_err: 0.306639; sd: 18.2031; counts: 3525
sfh 0.202435 5.39864 11.5125 3.68664 #avg: 10.9329; avg_err: 0.311236; sd: 18.476; counts: 3525
sfh 0.207498 5.73309 12.2131 3.88158 #avg: 11.6895; avg_err: 0.337225; sd: 20.0188; counts: 3525
sfh 0.21256 6.24627 12.6477 4.29067 #avg: 12.405; avg_err: 0.335804; sd: 19.9344; counts: 3525
sfh 0.217623 6.75308 14.2864 4.75795 #avg: 13.3807; avg_err: 0.382237; sd: 22.6909; counts: 3525
sfh 0.222685 7.19801 15.5654 5.06713 #avg: 14.1716; avg_err: 0.403585; sd: 23.9582; counts: 3525
sfh 0.227748 7.55496 17.598 5.25738 #avg: 15.5161; avg_err: 0.490053; sd: 29.0912; counts: 3525
sfh 0.23281 8.18211 18.6169 5.78985 #avg: 16.9634; avg_err: 0.54637; sd: 32.4343; counts: 3525
sfh 0.237873 8.53291 20.9535 6.06336 #avg: 18.1174; avg_err: 0.546463; sd: 32.4398; counts: 3525
sfh 0.242935 8.92468 21.2151 6.29197 #avg: 19.0668; avg_err: 0.54754; sd: 32.5038; counts: 3525
sfh 0.247998 9.42947 23.6663 6.58692 #avg: 20.4796; avg_err: 0.615617; sd: 36.5451; counts: 3525
sfh 0.25306 9.74146 26.7756 6.77361 #avg: 21.8142; avg_err: 0.638047; sd: 37.8766; counts: 3525
sfh 0.258123 10.5667 28.4154 7.57955 #avg: 23.3203; avg_err: 0.668858; sd: 39.7056; counts: 3525
sfh 0.263185 11.0511 30.2933 7.85296 #avg: 25.3913; avg_err: 0.756814; sd: 44.927; counts: 3525
sfh 0.268248 11.7824 32.8329 8.58121 #avg: 26.8471; avg_err: 0.784189; sd: 46.5521; counts: 3525
sfh 0.27331 12.5672 35.1171 9.23442 #avg: 28.0874; avg_err: 0.777103; sd: 46.1314; counts: 3525
sfh 0.278373 13.2155 37.3743 9.88115 #avg: 29.1742; avg_err: 0.82728; sd: 49.1101; counts: 3525
sfh 0.283435 14.0835 41.1352 10.4894 #avg: 30.0557; avg_err: 0.781305; sd: 46.3809; counts: 3525
sfh 0.288498 15.1972 41.6849 11.5907 #avg: 31.6834; avg_err: 0.793599; sd: 47.1107; counts: 3525
sfh 0.29356 15.5423 44.3441 11.8895 #avg: 33.0959; avg_err: 0.825979; sd: 49.0328; counts: 3525
sfh 0.298623 16.898 47.0473 13.087 #avg: 34.707; avg_err: 0.836151; sd: 49.6367; counts: 3525
sfh 0.303685 17.5293 50.1901 13.6624 #avg: 36.2759; avg_err: 0.854766; sd: 50.7417; counts: 3525
sfh 0.308748 18.7818 50.6225 14.7091 #avg: 38.0024; avg_err: 0.885428; sd: 52.5619; counts: 3525
sfh 0.31381 19.5526 54.5538 15.5399 #avg: 38.7315; avg_err: 0.876587; sd: 52.0371; counts: 3525
sfh 0.318873 21.4451 54.3775 17.403 #avg: 40.0305; avg_err: 0.863781; sd: 51.2769; counts: 3525
sfh 0.323935 22.3996 55.7293 18.4598 #avg: 40.5778; avg_err: 0.846636; sd: 50.2591; counts: 3525
sfh 0.328997 24.2415 58.5127 20.0621 #avg: 42.2827; avg_err: 0.848886; sd: 50.3927; counts: 3525
sfh 0.33406 25.5998 57.4927 21.3998 #avg: 43.3749; avg_err: 0.875363; sd: 51.9644; counts: 3525
sfh 0.339122 26.2137 58.2437 21.9868 #avg: 43.7584; avg_err: 0.875803; sd: 51.9905; counts: 3525
sfh 0.344185 26.8162 58.376 22.7923 #avg: 44.6124; avg_err: 0.887434; sd: 52.681; counts: 3525
sfh 0.349247 27.1404 58.216 23.006 #avg: 44.8433; avg_err: 0.904777; sd: 53.7106; counts: 3525
sfh 0.35431 27.3868 58.64 23.4112 #avg: 44.9718; avg_err: 0.897115; sd: 53.2557; counts: 3525
sfh 0.359372 28.2146 57.9333 24.3433 #avg: 45.0169; avg_err: 0.872177; sd: 51.7753; counts: 3525
sfh 0.364435 28.4414 56.5115 24.4884 #avg: 44.5809; avg_err: 0.864676; sd: 51.33; counts: 3525
sfh 0.369497 28.8447 55.6194 25.2413 #avg: 43.8052; avg_err: 0.838326; sd: 49.7658; counts: 3525
sfh 0.37456 28.2671 53.2546 24.6437 #avg: 43.1546; avg_err: 0.809049; sd: 48.0278; counts: 3525
