#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.6879e+07 4.34669e-05 4.34669e-05 1.44887e-05 0 0 0 0.000341656 1.16402e-05 0 0 0 207054
1.56708e+08 0.000155781 0.000155781 4.69664e-05 0 0 0 0.000896239 3.42615e-05 0 0 0 70612
2.48182e+08 0.000414016 0.000414016 8.82511e-05 0 0 0 0.00179605 5.7884e-05 0 0 0 53138
3.93681e+08 0.000510895 0.000510895 0.000114212 0 0 0 0.00308117 9.05969e-05 0 0 0 39147
6.23173e+08 0.00139266 0.00139266 0.00021735 0 0 0 0.00550517 0.000145601 0 0 0 29440
9.86819e+08 0.00279174 0.00279174 0.000359917 0 0 0 0.00935437 0.000234373 0 0 0 21492
1.56706e+09 0.00439418 0.00439418 0.000531718 0 0 0 0.0152396 0.000366635 0 0.0241881 0 15475
2.48323e+09 0.00749651 0.00749651 0.000805369 0 0 0 0.0228804 0.000540796 0 0.044993 0 11472
3.93793e+09 0.0108023 0.0108023 0.00113891 0 0 0 0.0341184 0.000799058 0 0.0747017 0 8239
6.23e+09 0.0160131 0.0160131 0.00160469 0 0 0 0.0504147 0.00115768 0 0.120337 0 6120
9.89502e+09 0.020979 0.020979 0.00215273 0 0 0 0.0695238 0.00163332 0.0129127 0.152697 0.0129127 4433
1.57084e+10 0.0325228 0.0325228 0.00309302 0 0 0 0.0902012 0.00213989 0.036674 0.172783 0.036674 3290
2.49032e+10 0.0460285 0.0460285 0.00423003 0 0 0 0.104441 0.00264277 0.0492834 0.189129 0.0492834 2455
3.91913e+10 0.0536692 0.0536692 0.00527537 0 0 0 0.130948 0.00341852 0.0833089 0.202919 0.0833089 1826
6.20124e+10 0.0638481 0.0638481 0.00718444 0 0 0 0.136721 0.00415519 0.0968925 0.188004 0.0968925 1159
9.68259e+10 0.0386905 0.0386905 0.00744513 0 0 0 0.139868 0.00558734 0.0909834 0.213831 0.0909834 672
1.51651e+11 0.0492424 0.0492424 0.0133422 0 0 0 0.150016 0.00948166 0.111273 0.191329 0.111273 264
2.41076e+11 0.038961 0.038961 0.0221962 0 0 0 0.119858 0.0157177 0.084049 0.12226 0.084049 77
3.68589e+11 0 0 0 0 0 0 0.194714 0.0360289 0.189491 0.19654 0.189491 15
5.77627e+11 0 0 0 0 0 0 0.0492243 0.0253142 0.0635821 0.0205087 0.0635821 3
