#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.2059 6.51871e+08 1.66818e+06 4.95825e+08 4.55611e+08 1.47807e+08 2.36241e+09 8.39429e+06 1.74201e+09 2.14595e+09 1.02505e+09 55286
63.4163 7.1144e+08 1.91931e+06 5.69512e+08 5.14575e+08 2.19064e+08 2.11746e+09 6.18733e+06 1.74201e+09 1.78051e+09 1.02505e+09 57261
80.0708 8.27463e+08 2.09573e+06 6.11936e+08 6.85762e+08 2.55664e+08 2.41765e+09 5.9865e+06 1.97444e+09 2.15859e+09 1.14531e+09 77880
99.818 9.58809e+08 2.46284e+06 7.1696e+08 8.35814e+08 3.52437e+08 2.70965e+09 6.45937e+06 2.20847e+09 2.54162e+09 1.37934e+09 86525
124.878 1.12158e+09 3.41364e+06 8.28607e+08 1.02941e+09 4.31775e+08 2.93963e+09 8.02791e+06 2.44409e+09 2.82404e+09 1.53463e+09 67784
156.49 1.38674e+09 5.67016e+06 1.01395e+09 1.34849e+09 5.50758e+08 2.92486e+09 1.06888e+07 2.32608e+09 2.94205e+09 1.49696e+09 40130
196.258 1.83781e+09 1.11387e+07 1.32833e+09 1.9599e+09 8.27605e+08 2.59676e+09 1.45823e+07 1.97444e+09 2.65178e+09 1.14851e+09 18902
246.353 2.58172e+09 2.45213e+07 1.91655e+09 2.86795e+09 1.21688e+09 2.11532e+09 1.97096e+07 1.62642e+09 2.01761e+09 9.0946e+08 7063
309.345 3.586e+09 5.66988e+07 2.91986e+09 3.89584e+09 2.09073e+09 1.74819e+09 2.90078e+07 1.28215e+09 1.63771e+09 6.76918e+08 2229
389.287 4.7485e+09 1.24245e+08 4.50257e+09 4.27919e+09 3.47368e+09 1.40225e+09 4.01305e+07 1.06311e+09 1.14536e+09 5.69162e+08 690
488.968 5.4557e+09 2.65087e+08 5.41952e+09 4.27052e+09 4.36117e+09 1.16566e+09 5.38819e+07 9.41735e+08 9.16284e+08 4.47792e+08 172
622.356 6.32591e+09 4.64029e+08 6.56062e+09 3.50247e+09 5.04937e+09 1.06014e+09 7.43734e+07 9.41735e+08 6.84684e+08 4.47792e+08 60
765.375 6.79401e+09 8.77556e+08 8.70145e+09 1.5712e+09 7.1902e+09 1.00167e+09 1.42997e+08 8.29125e+08 5.67362e+08 3.35182e+08 20
1044.99 4.71802e+09 2.80538e+09 3.1599e+09 7.00512e+09 2.33078e+09 1.14127e+09 4.1731e+08 1.34267e+09 3.9934e+08 1.00354e+09 3
1286.66 4.25596e+09 4.25596e+09 4.25596e+09 0 0 4.94123e+08 4.94123e+08 4.94123e+08 0 0 1
