#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.13073e+07 1 0 8.54175e+08 7.39054e+06 6.05234e+08 1.02119e+09 6.05234e+08 0.33594 0.000963053 0.326247 0.118074 0.113591 0.642432 0.000743405 0.646984 0.0850677 0.0961884 0.873328 0.000676246 0.90539 0.0431691 0.127105 16375
1.59598e+08 1 0 1.1025e+09 1.10267e+07 8.29125e+08 1.26213e+09 8.29125e+08 0.331848 0.00116062 0.323288 0.111428 0.107784 0.624301 0.000920812 0.627184 0.0852933 0.0925915 0.850472 0.000947773 0.87809 0.0621355 0.132143 10146
2.52569e+08 1 0 1.19256e+09 9.94643e+06 9.41735e+08 1.26673e+09 9.41735e+08 0.332954 0.00099478 0.325642 0.106721 0.103572 0.618795 0.000801932 0.621521 0.0846515 0.0908173 0.84097 0.000868369 0.862643 0.0746728 0.128781 12696
3.9803e+08 1 0 1.23789e+09 9.86119e+06 9.41735e+08 1.38435e+09 9.41735e+08 0.339771 0.000899913 0.335718 0.0992452 0.101481 0.615561 0.000745572 0.618899 0.0808241 0.0900503 0.833979 0.000837262 0.853819 0.0790963 0.126292 13868
6.28646e+08 1 0 1.34891e+09 1.09139e+07 1.02505e+09 1.41904e+09 1.02505e+09 0.345791 0.000881955 0.342436 0.0941745 0.0981955 0.610538 0.000757506 0.613291 0.0809596 0.0886192 0.820703 0.000883767 0.837188 0.0886703 0.126907 13337
9.98439e+08 1 0 1.48171e+09 1.2091e+07 1.13677e+09 1.54445e+09 7.81633e+08 0.354126 0.000897213 0.350673 0.0917277 0.0930218 0.604739 0.000770517 0.607323 0.0790564 0.0869243 0.805153 0.00093238 0.815649 0.101231 0.120544 12407
1.58398e+09 1 0 1.5962e+09 1.33801e+07 1.16825e+09 1.75161e+09 6.90333e+08 0.360346 0.000882908 0.358496 0.0850345 0.0886079 0.598347 0.000784566 0.601464 0.0778122 0.0832357 0.789806 0.000989843 0.798402 0.1065 0.11982 11457
2.50954e+09 1 0 1.77004e+09 1.50184e+07 1.28215e+09 1.87775e+09 7.88209e+08 0.367473 0.000899595 0.364182 0.0860035 0.0857079 0.589748 0.00080356 0.59136 0.0781587 0.0802734 0.768377 0.00105033 0.775494 0.110925 0.11984 10734
3.97332e+09 1 0 1.96166e+09 1.67571e+07 1.51125e+09 2.01127e+09 1.0173e+09 0.374811 0.000896071 0.371817 0.0830514 0.0821884 0.57955 0.000828344 0.582157 0.0769615 0.0814556 0.745495 0.00110787 0.75069 0.114832 0.1202 10157
6.29501e+09 1 0 2.16829e+09 1.87543e+07 1.62642e+09 2.38394e+09 1.02119e+09 0.379133 0.000914209 0.377535 0.0822634 0.0854778 0.56146 0.00086399 0.562925 0.0783532 0.0805962 0.719802 0.00117157 0.723853 0.120992 0.120651 9885
1.00071e+10 1 0 2.44519e+09 2.08815e+07 1.85802e+09 2.52113e+09 1.25278e+09 0.376836 0.000908877 0.37483 0.0803453 0.0831576 0.539414 0.00088623 0.541319 0.0773602 0.0830383 0.686672 0.00122644 0.689824 0.121566 0.122959 9572
1.58347e+10 1 0 2.78186e+09 2.32051e+07 2.16357e+09 2.89019e+09 1.44661e+09 0.368093 0.000873268 0.368268 0.0784077 0.0848852 0.511834 0.00091392 0.513805 0.0794126 0.0850858 0.650866 0.00128178 0.652686 0.130034 0.127854 9591
2.50316e+10 1 0 3.23171e+09 2.58345e+07 2.56247e+09 3.33055e+09 1.73334e+09 0.352804 0.000869719 0.35342 0.0779957 0.0856401 0.478533 0.000941887 0.478165 0.0834538 0.0862147 0.609583 0.00135109 0.60562 0.142897 0.129125 9380
