#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
48.335 0.984787 0.00225088 1.28503e+08 6.41594e+06 0 4.57264e+08 0 0.324063 0.00182927 0.324129 0.104243 0.113455 0.456966 0.0015254 0.468358 0.0641935 0.0817322 0.586571 0.000716516 0.593952 0.023268 0.0336246 2958
63.9078 0.9986 0.000571176 1.44815e+08 4.78469e+06 0 4.57264e+08 0 0.267114 0.00123437 0.257782 0.093163 0.0738582 0.450818 0.0010907 0.458896 0.0592687 0.0744694 0.593054 0.000418439 0.597231 0.0211574 0.0299136 4286
80.2251 0.998541 0.000439521 2.26189e+08 4.6043e+06 0 6.23988e+08 0 0.267745 0.000878215 0.260566 0.0841139 0.0703376 0.469612 0.000648527 0.472385 0.0516311 0.0548743 0.596054 0.000299527 0.599921 0.0206193 0.0280664 7541
100.733 0.998206 0.000382064 3.64662e+08 4.59346e+06 0 8.74274e+08 0 0.304755 0.000698996 0.299938 0.0818421 0.0739835 0.491447 0.000470247 0.49365 0.0504976 0.0536855 0.598891 0.000259638 0.604527 0.0209423 0.0326582 12266
126.449 0.998351 0.00031707 5.68396e+08 5.01875e+06 4.57264e+08 7.50856e+08 4.57264e+08 0.349847 0.00058667 0.348493 0.0765955 0.0738478 0.505824 0.000377756 0.50928 0.0450591 0.0507107 0.595771 0.000257751 0.602802 0.0235184 0.0380933 16375
158.517 0.998473 0.000288451 8.51616e+08 5.83706e+06 7.07395e+08 9.17733e+08 7.07395e+08 0.36013 0.000473716 0.361218 0.0617626 0.0648274 0.485421 0.00035562 0.486491 0.0473807 0.0485387 0.5735 0.000306653 0.580563 0.0331258 0.0488396 18331
198.697 0.998612 0.000289306 1.19875e+09 7.4308e+06 9.96854e+08 1.12717e+09 6.66246e+08 0.330755 0.000441514 0.331203 0.0559553 0.0569922 0.439694 0.000395436 0.438497 0.0517612 0.0486486 0.538374 0.000416338 0.544244 0.0496278 0.061566 16566
249.432 0.998947 0.000291995 1.59584e+09 1.01377e+07 1.375e+09 1.40925e+09 8.34388e+08 0.289103 0.000475774 0.28838 0.0525158 0.0532657 0.389551 0.000496367 0.3881 0.0551458 0.0525694 0.49903 0.000601094 0.500986 0.0695838 0.0718228 12342
312.794 0.99895 0.000371209 1.85274e+09 1.39086e+07 1.62513e+09 1.48604e+09 1.00114e+09 0.253995 0.000560578 0.252004 0.0512598 0.0474176 0.34667 0.000651235 0.345 0.0569251 0.0547915 0.463825 0.000846083 0.463951 0.0770454 0.0776494 7616
393.526 0.998292 0.000645147 1.94862e+09 1.87421e+07 1.79167e+09 1.40081e+09 1.08428e+09 0.226674 0.000662373 0.224243 0.0450984 0.040774 0.313513 0.000815889 0.312223 0.0527584 0.052169 0.434405 0.00110119 0.433615 0.0701104 0.0700428 4098
494.014 0.999484 0.000516262 1.81024e+09 2.44059e+07 1.62513e+09 1.32289e+09 8.7565e+08 0.207161 0.000819701 0.202967 0.0420691 0.0312438 0.290344 0.00105698 0.289125 0.0480088 0.0458717 0.419258 0.00140755 0.419407 0.0589225 0.0606652 1937
619.664 0.996512 0.00201167 1.78406e+09 3.37952e+07 1.62513e+09 1.24108e+09 8.34303e+08 0.190522 0.00106906 0.189013 0.0306409 0.0290922 0.275186 0.00148666 0.274308 0.0438948 0.0424913 0.407722 0.0018219 0.409313 0.0492176 0.0540269 860
776.74 0.996845 0.00315457 1.55859e+09 5.12074e+07 1.4584e+09 9.45367e+08 7.51008e+08 0.180948 0.00158691 0.18044 0.0283865 0.0292533 0.262121 0.00218034 0.260559 0.0353126 0.0342438 0.398981 0.00325351 0.393603 0.0569954 0.0446022 317
961.166 1 0 1.20883e+09 8.99845e+07 1.12466e+09 7.50207e+08 6.67399e+08 0.174388 0.00256689 0.174715 0.018402 0.0231907 0.26044 0.00424118 0.255385 0.0412323 0.0325336 0.407154 0.00597733 0.40744 0.0388213 0.0485405 77
1194.39 1 0 1.25285e+09 1.9309e+08 1.20812e+09 9.98802e+08 5.84132e+08 0.171193 0.00435796 0.166348 0.0242805 0.0141453 0.252179 0.00625333 0.251338 0.0277825 0.0255104 0.406548 0.0100957 0.412565 0.033476 0.0348734 20
1618.4 1 0 9.99464e+08 4.17323e+07 1.0412e+09 0 8.34645e+07 0.160634 0.00737929 0.168013 0 0.0147586 0.230432 0.0233697 0.253802 0 0.0467394 0.419347 0.0371686 0.456516 0 0.0743372 2
