#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.50796e+07 0 0 0 0 0 0 0.00579094 0.00197594 0 0.0260233 0 33
1.56003e+08 0 0 0 0 0 0 0.0198782 0.00528135 0.0236718 0.00990172 0.0236718 24
2.53466e+08 0 0 0 0 0 0 0.0404729 0.0125929 0.0273089 0.0502981 0.0273089 20
4.22602e+08 0 0 0 0 0 0 0.0415207 0.00562851 0.0273089 0.0515029 0.0026738 35
6.47246e+08 0 0 0 0 0 0 0.0551958 0.0064806 0.02802 0.0874609 0.00371935 53
9.85086e+08 0 0 0 0 0 0 0.0631647 0.00698367 0.0304824 0.069641 0.0061818 82
1.59763e+09 0 0 0 0 0 0 0.0664679 0.00567454 0.0304824 0.098075 0.0058473 91
2.543e+09 0 0 0 0 0 0 0.0728111 0.00684748 0.0304824 0.0951995 0.0061818 110
3.95903e+09 0 0 0 0 0 0 0.0744724 0.00531755 0.0680542 0.0668545 0.0440744 146
6.4114e+09 0 0 0 0 0 0 0.0753305 0.00537523 0.0680542 0.0553688 0.0440744 140
9.89787e+09 0 0 0 0 0 0 0.077827 0.00558335 0.0688668 0.0827986 0.044887 142
1.59109e+10 0 0 0 0 0 0 0.100043 0.00644937 0.0734672 0.114727 0.0494875 172
2.48751e+10 0 0 0 0 0 0 0.102744 0.0069448 0.0724697 0.127915 0.0490934 177
3.8712e+10 0 0 0 0 0 0 0.108627 0.0084406 0.0734672 0.1644 0.0497954 119
6.21317e+10 0 0 0 0 0 0 0.106517 0.00928392 0.075252 0.118627 0.0509514 94
9.91634e+10 0 0 0 0 0 0 0.118204 0.0141442 0.0909051 0.134862 0.0666045 52
1.51539e+11 0 0 0 0 0 0 0.0830553 0.0160684 0.0677329 0.0556901 0.044061 28
2.3195e+11 0 0 0 0 0 0 0.0500832 0.0186784 0.0273089 0.0381467 0.00332919 7
