#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8646e+07 0.0213026 0.0219937 0.000356021 0 0 0 0.00656767 6.49881e-05 0 0 0 180870
1.58113e+08 0.0361795 0.03774 0.000675563 0 0 0 0.0107432 0.000116718 0 0.0106168 0 86513
2.4939e+08 0.0486178 0.0510108 0.000835256 0 0 0 0.0145782 0.00014856 0 0.0211195 0 76474
3.94907e+08 0.0638445 0.0675802 0.00106753 0 0 0 0.0196613 0.000197464 0 0.0367332 0 62104
6.25737e+08 0.0883482 0.0941993 0.00139936 0 0 0 0.0268867 0.0002642 0 0.0573305 0 49735
9.90701e+08 0.113815 0.124384 0.0018216 0 0 0 0.0359038 0.000352713 0 0.0814953 0 39362
1.57148e+09 0.145869 0.159212 0.00224822 0 0 0 0.0470039 0.000458664 0 0.107378 0 31926
2.49351e+09 0.182791 0.203844 0.00281547 0 1 0 0.0603873 0.000586826 0.0105476 0.128689 0.0105476 26172
3.95787e+09 0.222167 0.250124 0.00333673 0 1 0 0.0765745 0.000732768 0.0263296 0.14662 0.0263296 22177
6.28211e+09 0.266642 0.307912 0.0039507 0 1 0 0.0962263 0.000901773 0.0421189 0.171865 0.0421189 19288
9.94906e+09 0.310087 0.363965 0.00450472 0 1 0 0.121542 0.00108072 0.07063 0.190586 0.07063 17150
1.57532e+10 0.353614 0.42155 0.00500046 0 1 0 0.15092 0.00125563 0.102401 0.212586 0.102401 15647
2.49747e+10 0.385169 0.460425 0.00549118 0 1 0 0.182883 0.00144718 0.14147 0.225484 0.131353 13607
3.94965e+10 0.405159 0.487905 0.00618523 0 1 0 0.221518 0.00169569 0.189983 0.226221 0.160015 11203
6.17859e+10 0.396667 0.472933 0.00742359 0 1 0 0.254544 0.00207897 0.237597 0.209123 0.183373 7500
9.66434e+10 0.37819 0.43755 0.00998024 0 1 0 0.293497 0.00293091 0.28605 0.196028 0.192757 3723
1.50152e+11 0.32806 0.37552 0.0166939 0 1 0 0.323714 0.00489188 0.32433 0.187135 0.186711 1201
2.34778e+11 0.312169 0.349206 0.0400356 0 1 0 0.325425 0.0108237 0.31324 0.17013 0.133019 189
3.6295e+11 0.321429 0.357143 0.105588 0 1 0 0.318088 0.0173899 0.314847 0.105898 0.0897968 28
5.44715e+11 0.142857 0.142857 0.142857 0 0 0 0.264767 0.0349745 0.255337 0.0442296 0.0509824 7
