#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.07177e+09 6.683e+08 2.8045e+07 5.88944e+08 4.388e+08 1.98983e+08 1.02364e+09 4.94049e+07 8.53413e+08 7.89499e+08 3.22537e+08 119
1.4264e+10 6.23218e+08 6.50543e+07 6.81088e+08 1.91566e+08 2.61036e+08 1.47564e+09 3.5772e+08 1.7203e+09 1.11793e+09 1.24049e+09 6
2.06221e+10 1.66729e+09 8.86169e+08 2.55346e+09 0 1.77234e+09 9.33046e+08 1.59952e+08 1.093e+09 0 3.19904e+08 2
4.31767e+10 5.31608e+08 1.33733e+08 6.06892e+08 2.7115e+08 2.87933e+08 9.08867e+08 2.80959e+08 8.53413e+08 8.6689e+08 3.22537e+08 4
6.47442e+10 5.2585e+08 7.48091e+07 4.83764e+08 3.80101e+08 1.65783e+08 8.53586e+08 1.53334e+08 9.3351e+08 5.67271e+08 4.83764e+08 6
9.32581e+10 5.90633e+08 6.41776e+07 6.11817e+08 1.61277e+08 2.29826e+08 1.00192e+09 1.14799e+08 9.47209e+08 4.67561e+08 2.54651e+08 13
1.58144e+11 5.38148e+08 3.22513e+07 4.81181e+08 2.35179e+08 1.58644e+08 8.90918e+08 6.14251e+07 7.73094e+08 5.57248e+08 2.42217e+08 40
2.61863e+11 6.97438e+08 4.84482e+07 5.55505e+08 4.78831e+08 2.32157e+08 9.13041e+08 6.5056e+07 6.92559e+08 8.78859e+08 2.42813e+08 63
4.03185e+11 6.9023e+08 4.63594e+07 5.55505e+08 4.72239e+08 2.32157e+08 9.97216e+08 5.93961e+07 8.53413e+08 7.11799e+08 4.03668e+08 88
6.33818e+11 7.41247e+08 3.4952e+07 6.71397e+08 4.216e+08 2.81436e+08 1.12223e+09 4.86425e+07 1.01337e+09 7.84001e+08 4.82497e+08 135
1.019e+12 7.71072e+08 3.09961e+07 6.33798e+08 5.38574e+08 2.32241e+08 1.10749e+09 4.416e+07 9.3351e+08 7.86793e+08 4.02633e+08 185
1.575e+12 9.29415e+08 3.41732e+07 7.73094e+08 7.14118e+08 3.23348e+08 1.01799e+09 3.44491e+07 9.3351e+08 6.31703e+08 4.02633e+08 239
2.53398e+12 1.00911e+09 3.73084e+07 8.60745e+08 7.61393e+08 3.97431e+08 1.08479e+09 3.854e+07 9.3351e+08 7.09403e+08 4.02633e+08 246
3.91379e+12 1.09394e+09 3.94732e+07 9.7901e+08 7.41293e+08 4.48134e+08 1.02124e+09 4.09672e+07 8.53413e+08 7.89499e+08 3.72233e+08 214
6.17569e+12 1.22133e+09 5.18193e+07 1.07395e+09 8.7658e+08 4.62128e+08 1.00649e+09 5.90507e+07 7.73094e+08 8.69819e+08 3.73815e+08 141
9.84379e+12 1.34365e+09 7.22709e+07 1.25149e+09 9.26147e+08 6.56154e+08 1.004e+09 5.53021e+07 7.73094e+08 8.69819e+08 2.96165e+08 110
1.52696e+13 1.50822e+09 1.35511e+08 1.17237e+09 1.69899e+09 6.28596e+08 9.40094e+08 7.36562e+07 8.53413e+08 6.47367e+08 4.03668e+08 50
2.31775e+13 1.4578e+09 2.02565e+08 1.17237e+09 1.37657e+09 5.60556e+08 8.07408e+08 1.04073e+08 7.09403e+08 5.48564e+08 3.86866e+08 22
3.57458e+13 2.35673e+09 2.91739e+08 2.56573e+09 4.96974e+08 1.15681e+09 9.65932e+08 2.41804e+08 7.65396e+08 4.06977e+08 3.39646e+08 9
6.32004e+13 2.26127e+09 5.04235e+08 2.16359e+09 1.56118e+09 1.47103e+09 5.5416e+08 1.40423e+08 4.79814e+08 6.13184e+08 1.63974e+08 5
8.40923e+13 2.41547e+09 7.3808e+08 3.21006e+09 6.14361e+08 2.76031e+09 8.47191e+08 1.70965e+08 8.53413e+08 4.30447e+08 4.03668e+08 4
1.3525e+14 2.5072e+09 2.5072e+09 2.5072e+09 0 0 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1
