#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#obs_sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.87901e+07 4.92255e+08 4.13464e+07 4.66483e+08 1.42875e+08 8.35994e+07 4.73258e+08 4.78249e+07 4.66944e+08 2.07841e+08 1.06779e+08 9
1.8108e+08 4.07081e+08 2.45406e+07 3.82884e+08 9.1161e+07 4.16057e+07 4.88294e+08 3.36961e+07 4.66944e+08 6.97716e+07 1.06779e+08 11
2.51489e+08 3.94212e+08 2.2112e+07 3.82884e+08 7.97163e+07 5.24043e+07 5.98133e+08 4.86975e+07 6.06006e+08 2.04782e+08 2.45841e+08 21
4.0563e+08 4.49294e+08 2.08956e+07 4.50623e+08 8.02408e+07 1.09345e+08 5.87474e+08 4.40771e+07 5.36715e+08 2.74073e+08 1.7655e+08 19
6.56191e+08 4.76238e+08 2.68688e+07 4.5052e+08 1.44129e+08 1.14545e+08 5.38615e+08 3.43567e+07 4.66944e+08 2.76105e+08 1.06779e+08 37
1.04487e+09 4.47644e+08 2.7664e+07 3.82884e+08 1.60933e+08 4.42358e+07 5.93235e+08 3.20293e+07 6.06006e+08 2.04782e+08 2.45841e+08 50
1.59982e+09 4.29294e+08 1.56371e+07 4.04754e+08 1.2611e+08 6.87787e+07 5.82181e+08 2.61075e+07 5.36715e+08 2.74073e+08 1.7655e+08 58
2.57608e+09 5.04469e+08 2.24605e+07 4.54619e+08 2.61517e+08 1.15971e+08 6.27846e+08 3.15894e+07 6.06006e+08 2.04782e+08 2.45841e+08 66
3.87938e+09 4.9368e+08 2.15087e+07 4.50623e+08 1.99972e+08 1.09345e+08 6.04953e+08 3.21192e+07 5.36715e+08 4.07939e+08 1.7655e+08 71
6.45487e+09 5.13653e+08 2.05685e+07 4.626e+08 2.53536e+08 1.23952e+08 6.15994e+08 2.71516e+07 6.06006e+08 2.04782e+08 2.45841e+08 75
1.02916e+10 5.40904e+08 2.53921e+07 4.7771e+08 3.80749e+08 1.41735e+08 6.24946e+08 2.6711e+07 6.06006e+08 2.04782e+08 1.39062e+08 68
1.55534e+10 5.02466e+08 1.97146e+07 4.50623e+08 2.65513e+08 1.09345e+08 6.47739e+08 3.423e+07 5.36715e+08 4.07939e+08 1.7655e+08 71
2.51072e+10 5.31448e+08 2.41261e+07 4.74045e+08 2.42092e+08 1.35397e+08 6.61519e+08 3.10555e+07 6.06006e+08 2.71987e+08 2.45841e+08 72
3.89392e+10 5.06685e+08 2.18973e+07 4.66483e+08 1.42875e+08 1.25205e+08 7.34608e+08 3.99328e+07 6.74785e+08 4.01517e+08 2.07841e+08 59
6.16783e+10 5.56747e+08 2.96571e+07 5.30864e+08 2.58304e+08 1.89586e+08 7.03883e+08 3.922e+07 6.06006e+08 4.04754e+08 1.39062e+08 42
9.23701e+10 5.68686e+08 7.06623e+07 4.66638e+08 3.14465e+08 8.37541e+07 6.76241e+08 7.80766e+07 6.74785e+08 2.03209e+08 3.1462e+08 15
1.38137e+11 5.07904e+08 8.89416e+07 3.84414e+08 4.66688e+08 7.16607e+07 8.81328e+08 1.07998e+08 1.01076e+09 1.94889e+08 4.04754e+08 8
2.64006e+11 4.5077e+08 1.17517e+08 5.68287e+08 0 2.35034e+08 8.76905e+08 1.33856e+08 1.01076e+09 0 2.67711e+08 2
