#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
9.55447e+07 7.38732e+08 1.10212e+08 5.69081e+08 5.98604e+08 2.3552e+08 1.25048e+09 2.57702e+08 7.50856e+08 2.11535e+09 2.10247e+08 17
1.68175e+08 7.0133e+08 6.64826e+07 6.67511e+08 4.05642e+08 2.56341e+08 1.23547e+09 1.64907e+08 1.20812e+09 9.15906e+08 7.50856e+08 18
2.56242e+08 6.5816e+08 5.78798e+07 5.8017e+08 2.94103e+08 1.66667e+08 1.07002e+09 1.33776e+08 8.74274e+08 1.0006e+09 3.33665e+08 23
3.98318e+08 7.8486e+08 9.29784e+07 6.67602e+08 4.5706e+08 2.52353e+08 1.23943e+09 1.27369e+08 1.24778e+09 5.43898e+08 6.23787e+08 22
6.40378e+08 8.60273e+08 7.61403e+07 7.51008e+08 5.83401e+08 3.34e+08 1.09548e+09 1.12187e+08 9.17734e+08 7.38722e+08 4.6047e+08 37
1.01857e+09 9.1008e+08 8.82963e+07 7.38727e+08 6.7833e+08 3.23866e+08 1.2829e+09 1.41284e+08 9.17794e+08 1.04019e+09 3.77185e+08 42
1.62645e+09 9.80507e+08 1.06436e+08 7.50692e+08 8.90264e+08 4.16891e+08 1.38921e+09 1.27742e+08 1.20812e+09 1.08161e+09 6.67511e+08 52
2.48381e+09 9.91384e+08 7.65444e+07 9.98802e+08 4.59601e+08 5.41539e+08 1.37835e+09 1.36927e+08 9.57732e+08 1.49731e+09 4.17123e+08 58
4.06644e+09 1.05363e+09 9.16035e+07 8.34415e+08 7.07366e+08 4.17405e+08 1.41407e+09 9.79425e+07 1.20812e+09 9.98802e+08 5.84132e+08 76
6.23606e+09 1.11605e+09 6.83403e+07 9.93716e+08 9.18787e+08 5.78855e+08 1.37248e+09 9.48904e+07 1.12466e+09 1.17658e+09 5.84053e+08 101
1.02845e+10 1.21103e+09 7.58379e+07 9.57732e+08 9.23504e+08 5.00468e+08 1.39063e+09 7.5522e+07 1.20812e+09 1.0341e+09 6.24567e+08 136
1.59689e+10 1.27144e+09 7.22161e+07 9.17793e+08 1.16727e+09 4.60529e+08 1.59023e+09 7.78095e+07 1.375e+09 1.2449e+09 7.91064e+08 185
2.51017e+10 1.3411e+09 6.57865e+07 8.78042e+08 1.65949e+09 4.20778e+08 1.49388e+09 6.24728e+07 1.20812e+09 1.27696e+09 6.67511e+08 265
3.97388e+10 1.52631e+09 6.43613e+07 1.24888e+09 1.40502e+09 7.08272e+08 1.53843e+09 6.24525e+07 1.29157e+09 1.1975e+09 6.67579e+08 272
6.21555e+10 1.68325e+09 7.09607e+07 1.31562e+09 1.47048e+09 6.91634e+08 1.54136e+09 6.11465e+07 1.20998e+09 1.24673e+09 5.58931e+08 270
9.7259e+10 1.70904e+09 7.70773e+07 1.39874e+09 1.57011e+09 7.31729e+08 1.46507e+09 6.8789e+07 1.20812e+09 1.08161e+09 6.04104e+08 209
1.5305e+11 1.97763e+09 1.68736e+08 1.4584e+09 2.53582e+09 9.17794e+08 1.36297e+09 1.23011e+08 9.99849e+08 1.16279e+09 5.42585e+08 86
2.44495e+11 3.14194e+09 3.65779e+08 3.75611e+09 1.28425e+09 2.8402e+09 1.18273e+09 2.2111e+08 7.94653e+08 9.9702e+08 2.54044e+08 23
3.41627e+11 2.85625e+09 6.38293e+08 2.58212e+09 1.49095e+09 6.68578e+08 1.01634e+09 4.73001e+08 6.23988e+08 1.334e+09 1.56955e+08 3
