#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.08436e+07 8.19869e+08 4.86367e+06 6.09032e+08 6.7312e+08 2.5389e+08 2.07209e+09 1.20754e+07 1.62642e+09 1.8961e+09 9.0946e+08 14069
1.6004e+08 9.18324e+08 7.52689e+06 6.94765e+08 7.64502e+08 3.35224e+08 2.15642e+09 1.62303e+07 1.74201e+09 1.90202e+09 1.02505e+09 8529
2.53267e+08 9.74423e+08 6.81299e+06 7.27833e+08 8.35577e+08 3.62388e+08 2.25156e+09 1.48573e+07 1.85802e+09 2.02994e+09 1.04892e+09 11079
3.97326e+08 1.01186e+09 7.0583e+06 7.33444e+08 9.04264e+08 3.67999e+08 2.35389e+09 1.50729e+07 1.85802e+09 2.15234e+09 1.02889e+09 12228
6.28351e+08 1.0483e+09 7.40347e+06 8.00274e+08 9.3307e+08 4.31479e+08 2.3715e+09 1.53303e+07 1.97444e+09 2.15859e+09 1.14531e+09 11816
9.93766e+08 1.09801e+09 8.4914e+06 8.14837e+08 1.01539e+09 4.43903e+08 2.44506e+09 1.70972e+07 1.97444e+09 2.28152e+09 1.14531e+09 10480
1.58173e+09 1.16053e+09 9.65657e+06 8.36359e+08 1.10374e+09 4.46398e+08 2.5251e+09 1.87863e+07 1.97444e+09 2.40471e+09 1.14531e+09 9355
2.49966e+09 1.19125e+09 1.06855e+07 8.50454e+08 1.12398e+09 4.33753e+08 2.54192e+09 2.02245e+07 2.04177e+09 2.4608e+09 1.21265e+09 8220
3.96258e+09 1.26498e+09 1.21647e+07 9.26315e+08 1.24437e+09 5.09447e+08 2.59494e+09 2.20742e+07 2.09125e+09 2.53496e+09 1.26213e+09 7283
6.24616e+09 1.31452e+09 1.39579e+07 9.36049e+08 1.30551e+09 4.86503e+08 2.5567e+09 2.38812e+07 1.97444e+09 2.52813e+09 1.16534e+09 6350
9.9528e+09 1.42019e+09 1.6456e+07 9.99364e+08 1.43511e+09 5.42881e+08 2.60205e+09 2.60549e+07 2.07499e+09 2.55123e+09 1.34329e+09 5577
1.57208e+10 1.54354e+09 1.94774e+07 1.05478e+09 1.71154e+09 5.88322e+08 2.54095e+09 2.82461e+07 1.97444e+09 2.65178e+09 1.25748e+09 4753
2.4834e+10 1.68395e+09 2.36574e+07 1.16825e+09 1.88064e+09 6.84128e+08 2.45454e+09 3.13935e+07 1.85802e+09 2.52113e+09 1.14106e+09 3823
3.92818e+10 1.78777e+09 3.08114e+07 1.25748e+09 2.02297e+09 7.64284e+08 2.39076e+09 3.6723e+07 1.85802e+09 2.39794e+09 1.14106e+09 2598
6.13144e+10 2.07078e+09 4.49424e+07 1.40925e+09 2.47871e+09 8.44057e+08 2.24862e+09 4.65975e+07 1.62642e+09 2.5066e+09 9.49502e+08 1539
9.54979e+10 2.20932e+09 7.88792e+07 1.58271e+09 2.42765e+09 9.87093e+08 2.16196e+09 7.56958e+07 1.51125e+09 2.37672e+09 9.06013e+08 568
1.49553e+11 2.63569e+09 1.74036e+08 2.11917e+09 2.94472e+09 1.51394e+09 1.97956e+09 1.44979e+08 1.31007e+09 1.97038e+09 7.04838e+08 142
2.40402e+11 2.39569e+09 3.70437e+08 1.85802e+09 3.37427e+09 1.35771e+09 1.95027e+09 3.90026e+08 1.39649e+09 1.30781e+09 8.33471e+08 28
3.3077e+11 3.58513e+09 4.25227e+08 4.01036e+09 0 8.50454e+08 7.96992e+08 1.91047e+08 9.88039e+08 0 3.82095e+08 2
