#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.67215e+07 0.00316978 8.39247e-05 1.22678e+06 44865.6 0 0 0 0.220632 8.93571e-05 0.21169 0.0692374 0.0495973 0.376647 8.315e-05 0.383441 0.0466644 0.0602015 0.476235 2.36622e-05 0.479684 0.0103109 0.0169224 448612
1.57218e+08 0.0068335 0.000205801 3.39305e+06 126294 0 0 0 0.228508 0.000151978 0.220722 0.0690131 0.0523593 0.387676 0.000122063 0.392623 0.0424383 0.0518193 0.478161 3.52579e-05 0.481171 0.00950378 0.0155103 160240
2.4915e+08 0.0109164 0.000289847 5.32676e+06 179032 0 0 0 0.236567 0.000172279 0.229472 0.0696547 0.0543681 0.393581 0.000126832 0.39735 0.0407317 0.0475612 0.479103 3.78012e-05 0.48201 0.00911024 0.014708 128522
3.94476e+08 0.0164636 0.000396469 9.84877e+06 277538 0 0 0 0.24506 0.000193122 0.238756 0.0692506 0.0558819 0.398727 0.000133653 0.402069 0.0390529 0.0449992 0.479976 4.20141e-05 0.482979 0.00871116 0.0144798 103015
6.2545e+08 0.0254574 0.000551044 1.51112e+07 390245 0 0 0 0.254547 0.000218123 0.248972 0.0686186 0.0572834 0.403935 0.000143675 0.406907 0.037825 0.0431684 0.480862 4.74795e-05 0.483956 0.00837216 0.0141599 81705
9.9117e+08 0.0362646 0.000732374 2.51288e+07 577594 0 0 0 0.264962 0.000244849 0.260085 0.0685217 0.0583913 0.408973 0.000155993 0.411676 0.0371273 0.0417361 0.48182 5.43966e-05 0.485275 0.00774828 0.0141031 65160
1.57134e+09 0.0516678 0.000967255 3.81101e+07 809758 0 0 0 0.275281 0.000273264 0.27132 0.0677758 0.0596244 0.414761 0.000168568 0.418147 0.0351635 0.0411745 0.482754 6.28034e-05 0.486504 0.00723949 0.0139293 52373
2.49301e+09 0.0729996 0.00126441 6.0536e+07 1.15254e+06 0 0 0 0.285444 0.000302886 0.281983 0.0670262 0.0595356 0.420606 0.000182028 0.424517 0.0331879 0.0402416 0.483292 7.55119e-05 0.487639 0.00664747 0.0138795 42329
3.95795e+09 0.0989678 0.0015794 8.91353e+07 1.55002e+06 0 0 0 0.297171 0.000325368 0.294581 0.0650192 0.0598288 0.425465 0.000195369 0.430338 0.0309728 0.0403582 0.483207 9.34721e-05 0.488428 0.006313 0.0147299 35749
6.28597e+09 0.134448 0.00193588 1.32872e+08 2.09185e+06 0 0 0 0.3068 0.000349023 0.304621 0.0656542 0.0599779 0.42735 0.000214071 0.433 0.0299699 0.0398985 0.481528 0.000121339 0.488389 0.00637016 0.0175712 31053
9.98386e+09 0.176699 0.00223374 1.93787e+08 2.62768e+06 0 5.30876e+08 0 0.312925 0.000357686 0.311789 0.0643232 0.0608048 0.42515 0.000237281 0.432419 0.0295744 0.0424989 0.478113 0.000154209 0.487308 0.00691903 0.0232557 29157
1.58276e+10 0.232991 0.0025479 2.61456e+08 3.09686e+06 0 6.92559e+08 0 0.313571 0.000370814 0.314581 0.0616909 0.0645763 0.417773 0.000277442 0.427509 0.0314586 0.0501459 0.472187 0.000197409 0.484643 0.00867593 0.0336942 27529
2.50394e+10 0.296077 0.00282837 3.41872e+08 3.59231e+06 0 8.75395e+08 0 0.309415 0.000387402 0.311504 0.0616412 0.0671854 0.405145 0.000319142 0.416335 0.0358945 0.0598017 0.463161 0.000246381 0.479114 0.0123925 0.0481321 26054
