#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=0.334060 (z=1.993474)
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.75 - 12.25
#HM    Stats: 8.108820e+11 (median) + 4.349980e+11  / - 1.901470e+11
#SM    Stats: 8.000010e+09 (median) + 1.313699e+10  / - 4.577900e+09
#ObsSM Stats: 7.776810e+09 (median) + 1.465009e+10  / - 4.895640e+09
#VMP   Stats: 1.994600e+02 (median) + 3.045000e+01  / - 1.885001e+01
#ICL   Stats: 7.344020e+07 (median) + 1.716248e+08  / - 5.373120e+07
#SSFR  Stats: 2.994533e-09 (median) + 4.569387e-09  / - 1.851584e-09
sfh 0.055623 0 0 0 #avg: 8.73174e-10; avg_err: 8.49224e-10; sd: 2.3431e-07; counts: 76128
sfh 0.060123 0 0 0 #avg: 5.88502e-05; avg_err: 8.54966e-06; sd: 0.00235895; counts: 76128
sfh 0.062373 0 0 0 #avg: 0.000412696; avg_err: 3.67566e-05; sd: 0.0101416; counts: 76128
sfh 0.064623 0 0 0 #avg: 0.00143663; avg_err: 8.21308e-05; sd: 0.0226608; counts: 76128
sfh 0.066873 0 0 0 #avg: 0.00400663; avg_err: 0.000187392; sd: 0.0517034; counts: 76128
sfh 0.069123 0 0 0 #avg: 0.00896872; avg_err: 0.000378681; sd: 0.104482; counts: 76128
sfh 0.071373 0 0 0 #avg: 0.0149866; avg_err: 0.00049185; sd: 0.135707; counts: 76128
sfh 0.073623 0 0 0 #avg: 0.0227656; avg_err: 0.000679432; sd: 0.187463; counts: 76128
sfh 0.075873 0 0 0 #avg: 0.032323; avg_err: 0.000787166; sd: 0.217188; counts: 76128
sfh 0.078123 0 0.0134468 0 #avg: 0.04555; avg_err: 0.0011327; sd: 0.312525; counts: 76128
sfh 0.080373 0 0.0375742 0 #avg: 0.0581398; avg_err: 0.00111932; sd: 0.308833; counts: 76128
sfh 0.082623 0 0.0692552 0 #avg: 0.0684788; avg_err: 0.00115856; sd: 0.319659; counts: 76128
sfh 0.085998 0 0.129844 0 #avg: 0.100248; avg_err: 0.00154657; sd: 0.426715; counts: 76128
sfh 0.089373 0.0070175 0.191756 0.0070175 #avg: 0.133745; avg_err: 0.00182776; sd: 0.504299; counts: 76128
sfh 0.092748 0.0238172 0.240334 0.0238172 #avg: 0.173065; avg_err: 0.00205492; sd: 0.566975; counts: 76128
sfh 0.096123 0.0459587 0.295091 0.0459587 #avg: 0.217182; avg_err: 0.00258931; sd: 0.714421; counts: 76128
sfh 0.099498 0.0726947 0.340251 0.072693 #avg: 0.26357; avg_err: 0.00266696; sd: 0.735843; counts: 76128
sfh 0.102873 0.0996106 0.396638 0.0957885 #avg: 0.31723; avg_err: 0.00298834; sd: 0.824516; counts: 76128
sfh 0.106248 0.127472 0.459015 0.116167 #avg: 0.374472; avg_err: 0.00340865; sd: 0.940484; counts: 76128
sfh 0.109623 0.156394 0.524377 0.135985 #avg: 0.442439; avg_err: 0.00476064; sd: 1.31351; counts: 76128
sfh 0.112998 0.18533 0.595576 0.156013 #avg: 0.508315; avg_err: 0.00523891; sd: 1.44547; counts: 76128
sfh 0.116373 0.213291 0.672002 0.175144 #avg: 0.579093; avg_err: 0.00637746; sd: 1.75961; counts: 76128
