#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5268 0.010856 0.0113603 4.93067e-05 0 0 0 0.00125078 3.90958e-06 0 0 0 5050119
62.1519 0.0386141 0.0416633 0.0001787 0 0 0 0.00427602 1.41397e-05 0 0 0 1450534
78.4733 0.109024 0.123754 0.000452519 0 0 0 0.0124286 3.94507e-05 0 0.0192632 0 685732
98.4675 0.245735 0.300699 0.00100854 0 1 0 0.030892 9.71126e-05 0 0.0687842 0 329522
123.689 0.44186 0.59395 0.00208075 0 1 0 0.0639703 0.000220624 0.0317298 0.105634 0.0317298 139569
155.708 0.647019 0.980407 0.00394308 1 1 1 0.114971 0.000468324 0.0854523 0.140514 0.0767687 55326
195.852 0.784126 1.32111 0.00680663 1 1 1 0.178334 0.00091416 0.156417 0.162992 0.119008 21457
246.366 0.840655 1.45367 0.0114149 1 1 1 0.235835 0.00173135 0.220644 0.176576 0.145018 7512
309.412 0.829063 1.39395 0.0200782 1 1 1 0.265096 0.0031258 0.257867 0.162455 0.155338 2381
389.873 0.797212 1.23194 0.0314908 1 1 1 0.293777 0.00541407 0.278691 0.164109 0.135034 789
489.906 0.737557 1.08597 0.0579661 1 1 1 0.293637 0.00789909 0.290007 0.115991 0.118076 221
620.713 0.604651 0.953488 0.119171 1 1 1 0.295802 0.0120298 0.315331 0.0786782 0.127999 86
765.418 0.677419 0.83871 0.131956 1 0 1 0.254743 0.0250775 0.27033 0.0837251 0.174234 31
1004.47 0.285714 0.428571 0.297381 0 1 0 0.185433 0.0328087 0.194179 0.0788484 0.111992 7
1213 0.5 0.5 0.288675 1 0 1 0.225019 0.0160277 0.232704 0.0229959 0.0528129 4
